Mentor ID,Subjects,Max Group Capacity per Subject,Social Disadvantage Preference,Accepts Group,Time Capacity,Social Index,Student Year Preference,Social Preference,GPM,GPM_PM,GPM_SM,GPM_WM,Registration Date,Leaving Date
0,"['Physics', 'Art', 'Computer Science', 'Science']","[5, 4, 5, 4]",1,True,6,0,1,3,N,0,1,0.0,188,202
1,"['Maths', 'Geography']","[3, 2]",0,False,2,0,N,3,N,0,1,0.0,256,277
2,"['Economics', 'Art']","[2, 3]",3,True,4,0,N,3,N,0,1,0.0,262,279
3,"['Geography', 'Art', 'History']","[4, 2, 3]",3,True,9,0,N,1,N,0,1,0.0,14,34
4,"['Biology', 'History', 'Literature']","[2, 3, 3]",0,True,2,0,N,0,W,1,3,1.5,214,235
5,"['Science', 'Literature', 'English', 'Chemistry']","[5, 4, 2, 3]",1,False,5,0,N,0,M,1,0,3.0,216,234
6,"['English', 'Chemistry', 'History']","[3, 5, 2]",0,True,10,0,2,3,N,0,1,0.0,222,238
7,"['Geography', 'Physical Education']","[2, 3]",3,True,7,1,N,0,N,0,1,0.0,70,85
8,['Music'],[5],3,True,3,0,N,0,N,0,1,0.0,90,106
9,"['Computer Science', 'Chemistry']","[5, 3]",3,True,6,3,1,1,N,0,1,0.0,270,291
10,['Literature'],[3],3,False,1,3,N,1,N,0,1,0.0,130,150
11,['Maths'],[5],1,False,4,1,N,0,N,0,1,0.0,290,310
12,"['Computer Science', 'Science']","[3, 4]",3,True,3,0,N,0,N,0,1,0.0,104,123
13,"['Computer Science', 'Maths', 'Economics']","[2, 3, 2]",0,True,8,1,1,1,W,1,3,1.5,200,218
14,"['Science', 'Physics']","[2, 2]",1,False,1,1,1,1,N,0,1,0.0,226,245
15,"['Science', 'Biology', 'Foreign Language', 'English']","[5, 3, 3, 5]",3,False,6,1,N,0,N,0,1,0.0,22,40
16,"['Physics', 'Science', 'Literature']","[4, 5, 4]",3,True,1,1,1,0,N,0,1,0.0,34,50
17,['Physics'],[5],3,False,3,0,N,0,N,0,1,0.0,38,52
