Day,Available Students,Available Mentors,Individual Activities,Group Activities,Total Hours Allocated,Volume,Social Points,Preference Points,Students Involved,Execution Time
0,1,1,1,0,1.0,1.0,11.0,11.0,1.0,0.0035173892974853516
14,12,8,11,0,17.0,17.0,61.0,121.0,11.0,0.04451298713684082
28,23,13,13,0,28.0,28.0,75.0,129.0,9.0,0.20470690727233887
42,19,15,9,1,21.0,21.1,32.0,128.0,11.0,0.3016629219055176
56,21,15,11,0,23.0,23.0,38.0,119.0,10.0,0.5172278881072998
70,18,13,8,1,19.0,20.2,41.5,127.0,10.0,0.2344670295715332
84,17,13,7,0,14.0,14.0,31.5,77.0,7.0,0.2919938564300537
98,10,16,5,0,9.0,9.0,17.5,55.0,4.0,0.10099029541015625
112,16,13,17,1,31.0,32.5,105.0,202.0,13.0,0.1870560646057129
126,31,16,13,0,19.0,19.0,89.5,147.0,13.0,1.0612611770629883
140,23,18,18,0,34.0,34.0,178.5,187.0,15.0,0.5641179084777832
154,25,18,12,0,29.0,29.0,41.0,127.0,11.0,0.6047778129577637
168,12,17,7,0,9.0,9.0,33.5,89.0,7.0,0.25508713722229004
182,17,16,16,0,32.0,32.0,70.5,175.0,13.0,0.2509610652923584
196,24,16,9,0,16.0,16.0,41.5,105.0,9.0,0.4873771667480469
210,17,14,13,1,21.0,22.5,112.5,167.0,12.0,0.4237990379333496
224,16,18,14,0,24.0,24.0,68.0,161.0,13.0,0.4408528804779053
238,27,16,11,2,19.0,24.8,51.0,181.0,14.0,1.1550848484039307
252,23,16,15,1,28.0,29.5,88.0,190.0,16.0,0.5708839893341064
266,19,16,7,0,12.0,12.0,46.5,75.0,7.0,0.5385980606079102
280,20,15,14,1,32.0,33.2,79.5,172.0,13.0,0.5885570049285889
294,17,16,12,0,19.0,19.0,49.5,137.0,11.0,0.22575998306274414
