Day,Available Students,Available Mentors,Individual Activities,Group Activities,Total Hours Allocated,Volume,Social Points,Preference Points,Students Involved,Execution Time
7,7,4,3,0,6.0,6.0,17.0,36.0,3.0,0.013993978500366211
14,15,8,9,0,18.0,18.0,42.5,93.0,8.0,0.1234130859375
21,20,10,2,2,6.0,7.6,42.5,62.0,5.0,0.2979850769042969
28,26,13,5,0,10.0,10.0,14.5,54.0,5.0,1.0984327793121338
35,19,15,5,0,11.0,11.0,16.0,57.0,4.0,0.4427502155303955
42,17,15,6,0,10.0,10.0,34.0,74.0,6.0,0.22016382217407227
49,19,17,7,0,12.0,12.0,45.0,73.0,4.0,0.30223822593688965
56,17,16,4,0,8.0,8.0,21.0,43.0,4.0,0.33663320541381836
63,16,15,6,0,12.0,12.0,16.5,71.0,6.0,0.20747804641723633
70,18,15,3,0,5.0,5.0,19.5,32.0,3.0,0.3184530735015869
77,18,17,5,2,13.0,14.3,56.0,98.0,9.0,0.43991708755493164
84,19,17,7,0,16.0,16.0,58.0,76.0,6.0,0.38277292251586914
91,18,15,4,0,8.0,8.0,17.0,39.0,3.0,0.2725949287414551
98,16,18,8,0,16.0,16.0,47.0,92.0,7.0,0.21412420272827148
105,17,17,5,0,11.0,11.0,22.0,59.0,4.0,0.3464381694793701
112,13,16,7,0,14.0,14.0,26.0,78.0,5.0,0.35113000869750977
119,17,16,7,0,17.0,17.0,42.5,87.0,6.0,0.29593396186828613
126,18,17,4,0,9.0,9.0,9.5,42.0,4.0,0.30776405334472656
133,26,17,7,0,16.0,16.0,23.0,68.0,7.0,0.705305814743042
140,23,18,6,0,13.0,13.0,25.0,76.0,6.0,0.6687958240509033
147,20,17,5,0,7.0,7.0,48.5,47.0,5.0,0.35210275650024414
154,21,18,6,2,14.0,15.6,55.0,100.0,8.0,0.544964075088501
161,24,15,5,2,14.0,16.3,37.5,112.0,9.0,0.48093581199645996
168,22,14,9,0,19.0,19.0,67.5,101.0,8.0,0.47977399826049805
175,27,15,7,0,14.0,14.0,28.5,79.0,6.0,0.893794059753418
182,25,18,7,1,17.0,17.1,47.0,99.0,9.0,1.222437858581543
189,22,17,3,1,9.0,9.1,22.5,58.0,5.0,0.7657771110534668
196,23,17,10,0,21.0,21.0,35.0,97.0,8.0,0.6157529354095459
203,25,16,6,0,9.0,9.0,36.0,60.0,5.0,0.7314980030059814
210,20,15,8,0,17.0,17.0,27.0,84.0,8.0,0.368319034576416
217,22,16,6,0,8.0,8.0,31.5,63.0,5.0,0.4366002082824707
224,23,18,5,1,10.0,10.8,29.5,72.0,7.0,0.39968109130859375
231,19,18,3,1,8.0,8.1,17.0,61.0,5.0,0.5358240604400635
238,25,18,6,0,11.0,11.0,18.0,69.0,5.0,0.599513053894043
245,20,17,2,1,6.0,6.8,25.0,44.0,4.0,0.48760128021240234
252,17,17,1,0,2.0,2.0,6.5,12.0,1.0,0.18934130668640137
259,16,16,5,0,13.0,13.0,51.0,52.0,5.0,0.2196810245513916
266,18,13,5,0,10.0,10.0,29.5,53.0,5.0,0.2604033946990967
273,17,13,4,0,9.0,9.0,18.0,46.0,4.0,0.3692491054534912
280,24,15,4,0,6.0,6.0,25.5,46.0,3.0,0.5832729339599609
287,25,15,6,0,12.0,12.0,86.5,74.0,6.0,0.45400094985961914
294,24,17,7,0,16.0,16.0,58.5,89.0,7.0,0.4755239486694336
