Mentor ID,Subjects,Max Group Capacity per Subject,Social Disadvantage Preference,Accepts Group,Time Capacity,Social Index,Student Year Preference,Social Preference,GPM,GPM_PM,GPM_SM,GPM_WM,Registration Date,Leaving Date
0,"['Physical Education', 'Physics', 'Biology']","[3, 4, 5]",0,True,1,1,N,1,N,0,1,0.0,12,27
1,"['Art', 'Literature']","[5, 3]",1,False,2,1,N,1,N,0,1,0.0,268,289
2,"['Economics', 'Literature']","[2, 2]",0,True,2,3,N,1,N,0,1,0.0,236,254
3,['Maths'],[5],1,False,3,0,N,0,N,0,1,0.0,24,40
4,"['Foreign Language', 'Music', 'Science', 'History']","[5, 5, 3, 3]",0,False,8,1,N,1,N,0,1,0.0,170,186
5,['Geography'],[3],1,False,1,1,N,0,N,0,1,0.0,78,98
6,"['Computer Science', 'Literature', 'Foreign Language']","[5, 2, 2]",3,True,1,0,N,0,N,0,1,0.0,222,241
7,"['Art', 'Music', 'Chemistry', 'Physics']","[5, 2, 2, 3]",3,False,4,0,2,3,N,0,1,0.0,50,65
8,"['History', 'Music', 'Computer Science', 'Foreign Language', 'Physics']","[5, 3, 3, 4, 4]",3,True,8,1,N,1,N,0,1,0.0,174,192
9,"['Maths', 'Art']","[5, 2]",0,True,6,0,0,0,N,0,1,0.0,232,251
10,['Art'],[5],0,False,2,0,N,1,N,0,1,0.0,146,163
11,"['Science', 'History']","[2, 3]",3,True,5,1,1,0,W,1,3,1.5,138,157
12,"['History', 'Foreign Language']","[2, 5]",0,True,1,0,1,1,N,0,1,0.0,188,205
13,"['Chemistry', 'History']","[2, 3]",1,False,6,0,N,0,N,0,1,0.0,16,33
14,"['Science', 'Geography']","[5, 2]",3,True,10,3,N,3,N,0,1,0.0,58,72
15,"['English', 'Economics', 'Physics']","[2, 3, 4]",0,True,3,0,N,0,N,0,1,0.0,218,236
16,"['Physical Education', 'Maths', 'Literature']","[5, 2, 5]",3,True,5,3,N,0,N,0,1,0.0,36,57
17,"['Maths', 'Science', 'History', 'Computer Science']","[2, 4, 5, 4]",3,True,5,0,N,3,N,0,1,0.0,262,283
18,"['Computer Science', 'Geography', 'Biology', 'Literature']","[5, 2, 2, 2]",1,False,5,0,1,1,N,0,1,0.0,62,80
19,['History'],[2],1,False,9,1,N,0,M,1,0,3.0,266,286
20,"['Foreign Language', 'Science']","[5, 5]",0,True,5,1,0,3,N,0,1,0.0,118,138
21,"['Literature', 'Art']","[5, 5]",3,True,6,1,1,1,N,0,1,0.0,248,268
22,"['Physics', 'Literature', 'Foreign Language']","[5, 4, 2]",3,False,2,3,N,3,N,0,1,0.0,238,253
23,"['Biology', 'Science', 'Foreign Language', 'Physics']","[3, 2, 5, 3]",0,True,6,0,N,3,N,0,1,0.0,198,218
24,"['Computer Science', 'Maths', 'Physical Education', 'Geography']","[2, 2, 2, 2]",3,True,6,3,1,0,N,0,1,0.0,18,34
25,"['History', 'Economics', 'Music', 'Science']","[2, 5, 2, 4]",3,False,7,1,N,3,S,1,0,4.5,208,228
26,"['Physical Education', 'History', 'Computer Science']","[2, 5, 3]",0,True,6,3,1,0,N,0,1,0.0,14,34
27,['Art'],[2],0,True,2,1,2,3,N,0,1,0.0,108,122
28,"['Chemistry', 'Geography', 'Foreign Language', 'Maths']","[5, 3, 2, 2]",1,True,7,0,N,1,N,0,1,0.0,276,294
29,"['Art', 'English', 'Biology']","[3, 3, 5]",3,True,2,1,N,0,N,0,1,0.0,230,251
30,"['Biology', 'Chemistry']","[5, 5]",0,True,1,1,1,0,W,1,3,1.5,228,248
31,"['Geography', 'Chemistry']","[2, 4]",0,True,2,0,1,1,N,0,1,0.0,288,307
32,"['Art', 'Maths', 'Computer Science']","[5, 5, 4]",3,True,2,0,2,3,N,0,1,0.0,182,198
33,['Science'],[4],3,True,2,0,1,3,N,0,1,0.0,86,101
34,"['Physics', 'Biology']","[5, 3]",3,True,1,0,N,0,N,0,1,0.0,34,49
35,"['Literature', 'English', 'Art', 'Music']","[3, 4, 3, 2]",0,True,6,3,N,0,S,1,0,4.5,60,79
36,"['Science', 'Physics']","[3, 4]",1,False,2,1,0,1,N,0,1,0.0,92,109
37,['Art'],[3],3,False,4,0,N,1,N,0,1,0.0,298,316
38,"['Science', 'Physics', 'History', 'Geography']","[4, 2, 5, 5]",3,True,6,0,2,3,N,0,1,0.0,162,182
39,['Chemistry'],[5],0,True,5,0,N,0,N,0,1,0.0,102,122
40,"['English', 'Economics']","[4, 5]",1,True,8,0,0,0,N,0,1,0.0,128,148
41,"['Geography', 'Maths']","[2, 5]",1,True,2,1,0,1,N,0,1,0.0,42,56
42,['Literature'],[2],1,True,4,0,N,1,N,0,1,0.0,296,313
43,"['Computer Science', 'Physical Education', 'Foreign Language', 'Economics']","[4, 5, 5, 3]",0,True,4,1,N,3,N,0,1,0.0,176,194
44,"['Foreign Language', 'Maths']","[4, 3]",0,True,1,0,2,3,S,1,0,4.5,186,201
45,"['Economics', 'English']","[4, 3]",1,False,5,3,N,1,N,0,1,0.0,66,84
46,"['Maths', 'Chemistry']","[4, 4]",1,False,1,1,N,3,N,0,1,0.0,142,158
47,"['History', 'English', 'Science']","[4, 4, 5]",1,True,6,0,N,1,N,0,1,0.0,136,157
48,"['Foreign Language', 'Computer Science', 'Literature']","[4, 3, 2]",1,False,7,1,1,0,N,0,1,0.0,94,111
49,['Biology'],[5],0,False,3,0,1,1,N,0,1,0.0,254,272
50,"['Economics', 'Biology', 'Foreign Language']","[5, 2, 4]",0,True,7,0,N,0,N,0,1,0.0,130,148
51,"['Maths', 'Art']","[3, 2]",0,False,1,1,N,1,N,0,1,0.0,180,196
52,"['Biology', 'Chemistry']","[2, 4]",0,False,4,0,2,1,N,0,1,0.0,38,54
53,"['Biology', 'Literature']","[3, 5]",1,False,1,0,1,3,N,0,1,0.0,112,131
54,"['Science', 'Computer Science', 'Physics']","[4, 5, 5]",0,True,10,1,N,1,N,0,1,0.0,212,227
55,"['Literature', 'Physical Education', 'Maths', 'Foreign Language']","[5, 3, 4, 4]",3,True,10,0,N,1,N,0,1,0.0,84,98
56,['English'],[5],3,False,4,1,1,0,N,0,1,0.0,100,116
57,"['Biology', 'Physical Education']","[3, 2]",0,False,4,1,1,1,N,0,1,0.0,22,42
58,['Art'],[3],0,True,2,3,N,0,N,0,1,0.0,120,136
59,"['Biology', 'Economics', 'Music']","[4, 3, 2]",0,False,2,0,N,0,N,0,1,0.0,290,305
60,['Physical Education'],[3],0,True,6,3,N,3,N,0,1,0.0,206,224
61,"['Physical Education', 'Maths']","[5, 5]",0,False,2,0,N,3,N,0,1,0.0,184,200
62,"['Foreign Language', 'Art']","[4, 3]",1,False,1,0,N,0,N,0,1,0.0,32,46
63,"['Science', 'Literature']","[2, 4]",0,False,1,3,N,3,N,0,1,0.0,216,234
64,['Music'],[4],0,True,1,1,2,1,N,0,1,0.0,196,211
65,['Physics'],[5],0,True,1,0,2,1,N,0,1,0.0,154,170
66,"['Music', 'History']","[3, 4]",3,True,2,3,N,3,N,0,1,0.0,190,205
67,"['Chemistry', 'Physical Education', 'English', 'Literature', 'Art']","[3, 2, 5, 2, 4]",0,False,7,0,N,3,W,1,3,1.5,26,42
68,"['Art', 'Computer Science', 'History', 'Foreign Language']","[4, 5, 4, 5]",0,False,4,0,N,1,M,1,0,3.0,226,244
69,['Chemistry'],[4],3,False,1,0,0,0,N,0,1,0.0,110,124
