Mentor ID,Subjects,Max Group Capacity per Subject,Social Disadvantage Preference,Accepts Group,Time Capacity,Social Index,Student Year Preference,Social Preference,GPM,GPM_PM,GPM_SM,GPM_WM,Registration Date,Leaving Date
0,"['Music', 'Foreign Language']","[4, 2]",3,True,7,1,1,3,N,0,1,0.0,258,275
1,"['Music', 'Computer Science']","[3, 2]",3,True,2,0,N,1,N,0,1,0.0,154,171
2,"['Literature', 'Science', 'Computer Science', 'Maths']","[3, 5, 5, 5]",1,True,5,1,1,0,N,0,1,0.0,194,209
3,['Literature'],[3],3,True,6,0,N,3,N,0,1,0.0,56,74
4,"['Maths', 'History', 'Art', 'Biology']","[5, 4, 3, 2]",0,True,4,1,N,1,N,0,1,0.0,242,261
5,"['Geography', 'History', 'English']","[5, 2, 3]",0,False,1,1,N,1,N,0,1,0.0,298,313
6,['Biology'],[2],3,True,3,0,N,3,N,0,1,0.0,226,246
7,"['Chemistry', 'Biology', 'Foreign Language']","[2, 3, 4]",1,False,3,0,N,3,N,0,1,0.0,280,296
8,['Computer Science'],[2],1,False,6,0,0,0,N,0,1,0.0,182,199
9,"['Science', 'Economics']","[5, 5]",3,True,10,1,1,0,M,1,0,3.0,116,130
10,"['Economics', 'Foreign Language']","[3, 3]",1,False,8,1,N,0,W,1,3,1.5,92,108
11,"['Chemistry', 'Economics', 'English']","[4, 5, 3]",3,True,4,0,1,3,N,0,1,0.0,108,129
12,"['Geography', 'Maths']","[3, 3]",1,True,3,0,N,1,W,1,3,1.5,262,282
13,['Economics'],[2],3,False,7,1,2,0,N,0,1,0.0,238,254
14,['Computer Science'],[3],1,True,2,1,N,3,N,0,1,0.0,102,122
15,"['Music', 'Geography', 'Chemistry']","[3, 4, 5]",1,True,2,1,1,1,N,0,1,0.0,282,302
16,"['Maths', 'Music', 'Art']","[5, 3, 4]",3,True,6,1,N,1,N,0,1,0.0,144,161
17,"['Science', 'Literature', 'Computer Science', 'History']","[4, 2, 4, 4]",1,True,6,3,2,1,M,1,0,3.0,10,26
18,"['Computer Science', 'Biology', 'Economics', 'Physical Education']","[5, 2, 5, 2]",0,True,6,1,1,3,N,0,1,0.0,100,117
19,"['Science', 'History']","[2, 3]",3,False,8,0,2,3,N,0,1,0.0,62,81
20,"['Maths', 'English', 'Biology', 'Chemistry']","[4, 3, 3, 3]",3,True,5,1,N,1,N,0,1,0.0,290,306
21,['Chemistry'],[4],3,False,3,1,1,3,N,0,1,0.0,68,86
22,"['Music', 'Art', 'Literature', 'Geography']","[4, 5, 4, 3]",0,False,6,0,N,3,N,0,1,0.0,28,48
23,"['Art', 'Foreign Language']","[2, 5]",3,True,1,1,N,3,N,0,1,0.0,274,293
24,['Physical Education'],[4],1,True,5,0,N,1,M,1,0,3.0,236,256
25,['Maths'],[2],0,False,10,3,2,0,N,0,1,0.0,264,279
26,"['Literature', 'English', 'Geography', 'Chemistry']","[3, 5, 2, 5]",3,False,6,1,N,0,N,0,1,0.0,244,265
27,"['Maths', 'Biology']","[4, 4]",0,False,9,0,N,0,M,1,0,3.0,124,141
28,"['Science', 'Art', 'Music']","[4, 4, 3]",3,True,3,3,N,3,N,0,1,0.0,228,245
29,['History'],[4],0,False,1,0,N,0,N,0,1,0.0,72,89
30,"['Music', 'Computer Science']","[2, 4]",1,True,4,0,2,0,N,0,1,0.0,296,314
31,"['Literature', 'Foreign Language', 'Science']","[2, 3, 4]",3,True,6,0,1,3,N,0,1,0.0,168,188
32,['Economics'],[5],3,True,5,1,N,1,N,0,1,0.0,90,109
33,"['Physical Education', 'Maths', 'Music']","[4, 5, 3]",0,True,1,0,N,0,N,0,1,0.0,132,153
34,"['Science', 'Foreign Language', 'Physics', 'Maths']","[5, 3, 4, 2]",1,False,6,1,N,3,N,0,1,0.0,266,286
35,['Art'],[3],3,True,5,0,1,0,N,0,1,0.0,32,47
36,"['Music', 'Physics']","[4, 2]",3,False,2,1,N,1,N,0,1,0.0,180,195
37,['Computer Science'],[3],0,True,6,0,N,1,S,1,0,4.5,192,210
38,['Chemistry'],[2],1,False,1,3,N,1,N,0,1,0.0,130,147
39,"['Physics', 'Physical Education']","[3, 5]",0,False,1,1,N,3,N,0,1,0.0,98,117
40,"['History', 'Literature', 'Science', 'Maths']","[4, 5, 5, 4]",3,False,10,0,N,3,N,0,1,0.0,94,108
41,"['Art', 'English', 'Literature']","[2, 3, 4]",3,True,7,0,2,0,S,1,0,4.5,60,81
