Day,Available Students,Available Mentors,Individual Activities,Group Activities,Total Hours Allocated,Volume,Social Points,Preference Points,Students Involved,Execution Time
0,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0023698806762695312
14,10,8,9,0,21.0,21.0,51.0,103.0,8.0,0.10783910751342773
28,19,13,17,0,29.0,29.0,80.0,185.0,12.0,0.35767459869384766
42,19,19,15,0,28.0,28.0,36.5,150.0,11.0,0.45316219329833984
56,26,17,10,1,18.0,19.2,65.0,128.0,11.0,0.6277477741241455
70,22,17,12,1,25.0,25.1,77.0,165.0,13.0,0.5295729637145996
84,24,18,16,0,29.0,29.0,87.0,178.0,14.0,0.7265489101409912
98,19,17,13,0,24.0,24.0,86.0,142.0,10.0,0.30715203285217285
112,22,17,10,0,20.0,20.0,48.5,114.0,10.0,0.5984258651733398
126,20,16,17,3,40.0,42.4,150.5,243.0,14.0,0.8416743278503418
140,26,18,16,2,35.0,36.6,220.5,221.0,17.0,1.3011960983276367
154,25,17,9,2,17.0,20.0,72.5,151.0,13.0,0.6399312019348145
168,17,15,10,1,18.0,18.8,41.5,143.0,10.0,0.3727710247039795
182,14,15,7,0,15.0,15.0,23.0,79.0,7.0,0.29215192794799805
196,20,15,14,1,27.0,27.8,133.5,177.0,12.0,0.5130760669708252
210,18,17,11,0,22.0,22.0,56.5,121.0,9.0,0.2805759906768799
224,19,16,18,1,35.0,36.5,131.5,219.0,13.0,0.7149510383605957
238,21,18,14,1,22.0,22.8,93.0,181.0,14.0,0.5193538665771484
252,19,16,15,0,27.0,27.0,95.5,156.0,13.0,0.5363831520080566
266,22,16,21,0,42.0,42.0,103.5,242.0,17.0,0.5911598205566406
280,15,17,14,0,24.0,24.0,56.0,136.0,8.0,0.27222514152526855
294,14,15,18,0,37.0,37.0,91.5,191.0,14.0,0.18047714233398438
