Student ID,School,Class,Subjects,Time Required,Grades,Social Disadvantage,Accepts Group,Home Help,Equipment,Year,Not Enough Help at Home,Weak student,Critical Year,Matriculation,Registration Date,Leaving Date
0,School O2,C,"['Maths', 'Physical Education', 'Economics']","[4, 2, 4]","[2, 5, 2]",2,True,1,0,11,0.5,0,1,advanced,153,166
1,School W,E,"['Physical Education', 'Computer Science']","[3, 3]","[4, 1]",2,False,0,0,12,0.5,0,2,advanced,141,160
2,School R,B,['Maths'],[2],[5],0,True,0,0,5,1.0,0,0,N,148,160
3,School S4,D,['Physical Education'],[3],[3],0,True,2,0,8,0.5,0,0,N,42,59
4,School Z4,C,['History'],[3],[2],0,True,0,0,9,1.0,0,0,N,174,189
5,School F6,E,"['History', 'Physical Education', 'Foreign Language', 'Maths']","[3, 4, 2, 1]","[2, 0, 5, 5]",1,True,0,0,7,1.0,2,0,N,174,188
6,School A1,C,['Science'],[1],[0],0,True,1,0,10,0.5,0,0,N,98,112
7,School N7,E,['Foreign Language'],[2],[3],0,True,0,0,6,1.0,1,0,N,251,267
8,School G6,C,['English'],[2],[0],0,True,0,0,9,0.5,1,0,N,66,79
9,School G6,E,['Foreign Language'],[2],[5],1,True,2,0,5,1.0,1,0,N,96,106
10,School S3,B,"['Computer Science', 'History', 'Physical Education']","[1, 1, 1]","[3, 4, 2]",1,True,0,0,12,2.0,3,2,advanced,32,45
11,School R3,D,['Foreign Language'],[2],[0],0,True,1,0,5,3.0,1,0,N,291,303
12,School V4,D,"['Computer Science', 'English']","[2, 3]","[3, 2]",3,True,1,0,8,1.0,0,0,N,248,264
13,School Z2,E,"['English', 'Physical Education', 'Science', 'History']","[3, 2, 3, 2]","[1, 4, 1, 5]",0,True,0,0,10,1.0,0,0,N,78,95
14,School K,C,"['Maths', 'English']","[4, 3]","[2, 1]",0,True,2,0,6,0.5,1,0,N,114,128
15,School O6,E,"['Maths', 'History']","[2, 3]","[3, 4]",0,False,2,0,5,0.5,0,0,N,91,106
16,School F6,E,['Physical Education'],[3],[1],0,True,2,0,7,1.0,3,0,N,42,60
17,School K,C,"['Physical Education', 'English']","[1, 2]","[2, 2]",0,True,1,0,6,1.0,0,0,N,8,23
18,School D4,E,['Physical Education'],[2],[2],2,False,1,0,11,1.0,0,1,basic,216,233
19,School X3,E,"['Physical Education', 'History']","[2, 3]","[3, 3]",0,True,1,0,10,0.5,1,0,N,104,119
20,School F,B,['History'],[3],[4],0,False,0,0,11,1.0,0,1,advanced,181,196
21,School V1,D,['Physical Education'],[4],[2],0,False,2,0,8,1.0,0,0,N,209,225
22,School X6,D,['Art'],[3],[2],1,True,2,0,4,0.5,0,0,N,110,123
23,School D7,B,['Maths'],[3],[2],1,True,0,0,5,1.0,0,0,N,151,168
24,School H1,C,['Geography'],[1],[5],1,False,0,0,4,0.5,0,0,N,51,65
25,School F7,E,['History'],[1],[3],0,True,2,0,10,2.0,1,0,N,87,104
26,School R,B,"['Maths', 'Art']","[4, 1]","[1, 1]",1,True,1,0,4,0.5,1,0,N,274,288
27,School G5,E,['English'],[1],[4],3,True,2,0,10,0.5,2,0,N,263,277
28,School M6,D,['English'],[2],[5],0,True,0,0,10,0.5,2,0,N,298,314
29,School V5,D,['Maths'],[2],[0],0,True,0,0,4,2.0,0,0,N,86,100
30,School A,D,['Geography'],[1],[4],0,True,2,0,4,1.0,1,0,N,185,200
31,School R7,A,"['Physical Education', 'English']","[2, 2]","[2, 3]",1,False,2,0,9,0.5,0,0,N,31,42
32,School C3,C,"['Maths', 'Computer Science', 'English', 'Physical Education']","[2, 2, 1, 2]","[2, 3, 0, 3]",2,True,0,0,12,1.0,0,2,advanced,294,310
33,School W6,A,"['Maths', 'Physical Education', 'History', 'English']","[1, 1, 2, 2]","[5, 1, 1, 2]",2,True,2,0,7,1.0,1,0,N,237,254
34,School L1,A,"['Maths', 'Foreign Language', 'Physical Education', 'English']","[3, 1, 2, 2]","[5, 2, 4, 1]",0,False,2,0,7,1.0,0,0,N,178,191
35,School E1,E,['History'],[2],[4],1,True,0,0,10,1.5,0,0,N,264,279
36,School R1,C,['History'],[4],[1],0,False,1,0,6,0.5,1,0,N,28,43
37,School V4,D,['Computer Science'],[3],[4],0,True,2,0,8,0.5,2,0,N,102,115
38,School W4,C,['History'],[2],[1],1,True,1,0,10,0.5,2,0,N,149,164
39,School A2,A,['English'],[1],[3],1,False,0,0,10,0.5,0,0,N,222,232
40,School Q2,B,"['Maths', 'Physical Education']","[1, 1]","[5, 3]",0,False,0,0,12,0.5,1,2,advanced,212,228
41,School D1,D,['Foreign Language'],[1],[0],0,True,2,0,7,0.5,0,0,N,270,283
42,School G3,A,"['Maths', 'English']","[1, 1]","[1, 0]",0,True,0,0,9,0.5,0,0,N,58,74
43,School E3,D,['History'],[4],[4],1,True,2,0,8,0.5,0,0,N,280,292
44,School F6,E,['Foreign Language'],[2],[4],0,True,2,0,7,0.5,1,0,N,288,304
45,School E1,C,['Maths'],[1],[1],0,True,0,0,8,1.0,0,0,N,101,119
46,School J7,A,['Maths'],[3],[4],1,True,2,0,4,1.0,1,0,N,250,265
47,School V,E,"['History', 'Maths']","[1, 3]","[5, 3]",3,False,1,0,12,0.5,1,2,advanced,13,25
48,School F6,E,"['Maths', 'English']","[1, 4]","[4, 1]",1,True,1,0,7,0.5,0,0,N,237,252
49,School P7,E,"['Foreign Language', 'Maths', 'History', 'English']","[1, 1, 1, 2]","[3, 3, 1, 5]",0,True,1,0,7,0.5,1,0,N,37,50
50,School Y5,C,"['Physical Education', 'English', 'History', 'Economics']","[3, 1, 1, 2]","[3, 3, 0, 1]",2,True,2,0,11,0.5,0,1,advanced,21,34
51,School M6,D,['English'],[3],[5],2,True,1,0,10,1.0,0,0,N,230,245
52,School R2,D,['Maths'],[3],[2],0,True,0,0,7,3.0,0,0,N,244,255
53,School O5,B,"['History', 'Physical Education']","[2, 2]","[1, 1]",0,False,1,0,8,1.5,1,0,N,84,98
54,School L2,C,['Computer Science'],[1],[3],2,False,0,0,8,0.5,0,0,N,224,235
55,School M6,D,"['Maths', 'English']","[3, 2]","[1, 5]",1,True,2,0,10,0.5,1,0,N,151,162
56,School V4,D,['Computer Science'],[2],[2],0,True,2,0,8,0.5,0,0,N,91,104
57,School J1,D,['Computer Science'],[2],[4],0,False,0,0,12,1.0,0,2,advanced,270,285
58,School I4,A,['English'],[1],[3],1,False,2,0,11,1.0,0,1,advanced,84,99
59,School M1,C,['Physical Education'],[4],[0],0,True,1,0,9,0.5,1,0,N,246,261
60,School A1,C,['Maths'],[1],[3],0,True,1,0,8,2.0,0,0,N,6,18
61,School R5,A,['Computer Science'],[3],[3],0,True,2,0,12,0.5,1,2,advanced,256,267
62,School E1,C,['Maths'],[1],[1],0,True,2,0,8,1.0,2,0,N,284,301
63,School Y4,E,"['Maths', 'English', 'History']","[1, 4, 2]","[2, 2, 2]",1,False,2,0,8,1.0,0,0,N,162,173
