Day,Available Students,Available Mentors,Individual Activities,Group Activities,Total Hours Allocated,Volume,Social Points,Preference Points,Students Involved,Execution Time
4,2,3,3,0,7.0,7.0,7.5,29.0,2.0,0.011684894561767578
6,5,4,2,0,3.0,3.0,12.0,21.0,2.0,0.02013707160949707
8,7,5,2,0,4.0,4.0,4.0,21.0,2.0,0.02686285972595215
10,7,6,0,0,0.0,0.0,0.0,0.0,0.0,0.028083086013793945
12,8,7,0,0,0.0,0.0,0.0,0.0,0.0,0.03605198860168457
14,10,8,1,0,3.0,3.0,1.5,9.0,1.0,0.04814291000366211
16,10,9,0,0,0.0,0.0,0.0,0.0,0.0,0.062242984771728516
18,12,10,1,0,1.0,1.0,10.5,6.0,1.0,0.11438322067260742
20,12,10,1,0,3.0,3.0,5.0,11.0,1.0,0.12202286720275879
22,16,10,4,0,7.0,7.0,14.0,46.0,4.0,0.1387038230895996
24,18,11,1,0,1.0,1.0,5.0,9.0,1.0,0.22922205924987793
26,19,12,0,0,0.0,0.0,0.0,0.0,0.0,0.2699298858642578
28,19,13,2,0,3.0,3.0,43.0,18.0,2.0,0.2790100574493408
30,19,13,1,0,1.0,1.0,2.5,11.0,1.0,0.2684919834136963
32,22,14,3,0,4.0,4.0,39.5,36.0,3.0,0.2571840286254883
34,22,14,2,0,5.0,5.0,16.0,20.0,2.0,0.22989988327026367
36,20,15,3,0,6.0,6.0,16.0,32.0,3.0,0.22098827362060547
38,21,15,0,0,0.0,0.0,0.0,0.0,0.0,0.25427770614624023
40,17,15,1,0,1.0,1.0,1.5,13.0,1.0,0.16504788398742676
42,18,16,1,0,1.0,1.0,4.5,13.0,1.0,0.16839909553527832
44,18,16,2,1,8.0,8.8,9.5,47.0,4.0,0.24060797691345215
46,17,17,2,0,3.0,3.0,10.0,24.0,2.0,0.21378517150878906
48,20,17,4,1,8.0,8.1,43.0,68.0,5.0,0.3313639163970947
50,20,18,1,0,2.0,2.0,5.5,10.0,1.0,0.3978390693664551
52,20,17,0,0,0.0,0.0,0.0,0.0,0.0,0.40677404403686523
54,19,17,0,0,0.0,0.0,0.0,0.0,0.0,0.3640251159667969
56,17,16,0,0,0.0,0.0,0.0,0.0,0.0,0.38304996490478516
58,19,17,2,0,4.0,4.0,4.0,20.0,1.0,0.5110931396484375
60,16,18,4,0,8.0,8.0,16.0,41.0,4.0,0.3714003562927246
62,19,17,2,0,2.0,2.0,16.0,25.0,2.0,0.6331961154937744
64,20,18,3,0,5.0,5.0,13.5,36.0,2.0,0.5782020092010498
66,19,17,2,0,2.0,2.0,10.0,25.0,2.0,0.5274918079376221
68,20,18,4,0,9.0,9.0,11.0,43.0,4.0,0.6641840934753418
70,21,18,0,0,0.0,0.0,0.0,0.0,0.0,0.6908211708068848
72,21,19,0,0,0.0,0.0,0.0,0.0,0.0,0.6805000305175781
74,21,19,2,0,6.0,6.0,11.5,23.0,2.0,0.6551012992858887
76,22,20,5,1,8.0,8.8,30.5,72.0,5.0,0.7739500999450684
78,20,19,4,0,5.0,5.0,6.0,36.0,4.0,0.48171472549438477
80,18,20,1,0,1.0,1.0,1.5,13.0,1.0,0.3839139938354492
82,21,18,5,0,9.0,9.0,16.5,48.0,3.0,0.4391672611236572
84,19,18,0,0,0.0,0.0,0.0,0.0,0.0,0.33589887619018555
86,22,19,2,0,2.0,2.0,6.0,23.0,2.0,0.5111076831817627
88,22,19,1,0,2.0,2.0,6.0,8.0,1.0,0.506293773651123
90,21,20,0,0,0.0,0.0,0.0,0.0,0.0,0.5889232158660889
92,24,21,4,0,8.0,8.0,10.0,48.0,3.0,0.7751989364624023
94,26,20,4,0,6.0,6.0,29.0,45.0,3.0,0.7985742092132568
96,25,21,0,0,0.0,0.0,0.0,0.0,0.0,0.7017910480499268
98,27,21,2,0,5.0,5.0,10.0,25.0,2.0,0.638848066329956
100,26,21,5,0,12.0,12.0,23.0,61.0,5.0,0.7045350074768066
102,24,21,0,0,0.0,0.0,0.0,0.0,0.0,0.5314528942108154
104,24,20,1,0,3.0,3.0,4.0,9.0,1.0,0.5498669147491455
106,23,20,2,0,5.0,5.0,36.0,19.0,2.0,0.37963390350341797
108,20,19,1,0,2.0,2.0,1.5,9.0,1.0,0.3221011161804199
110,18,19,1,0,1.0,1.0,4.5,9.0,1.0,0.26590514183044434
112,24,20,6,0,14.0,14.0,19.0,73.0,6.0,0.33068203926086426
114,22,19,1,0,2.0,2.0,4.5,13.0,1.0,0.33941006660461426
116,20,19,0,0,0.0,0.0,0.0,0.0,0.0,0.3412342071533203
118,23,19,2,0,2.0,2.0,9.0,19.0,2.0,0.4275381565093994
120,26,19,1,0,2.0,2.0,1.0,12.0,1.0,0.6142721176147461
122,26,18,1,0,3.0,3.0,3.5,13.0,1.0,0.5714550018310547
