Day,Available Students,Available Mentors,Individual Activities,Group Activities,Total Hours Allocated,Volume,Social Points,Preference Points,Students Involved,Execution Time
0,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.004300117492675781
14,16,8,15,1,28.0,28.1,69.0,190.0,14.0,0.21375322341918945
28,23,15,16,1,25.0,27.2,43.5,214.0,15.0,0.49471282958984375
42,22,16,14,0,29.0,29.0,76.5,143.0,14.0,0.20865297317504883
56,18,19,10,0,24.0,24.0,54.5,116.0,10.0,0.2843821048736572
70,12,14,16,0,33.0,33.0,76.5,173.0,10.0,0.26709794998168945
84,19,16,16,0,30.0,30.0,92.0,187.0,12.0,0.43726491928100586
98,19,17,16,0,26.0,26.0,58.5,180.0,11.0,0.4056859016418457
112,19,19,16,0,30.0,30.0,66.0,173.0,11.0,0.3064861297607422
126,17,20,13,0,23.0,23.0,88.0,144.0,11.0,0.2947368621826172
140,17,18,13,0,20.0,20.0,101.5,140.0,10.0,0.22104692459106445
154,24,16,17,0,38.0,38.0,83.5,171.0,14.0,0.475557804107666
168,25,16,12,1,29.0,31.6,75.5,153.0,11.0,0.5662877559661865
182,27,16,9,1,19.0,20.5,41.5,127.0,11.0,0.7383918762207031
196,17,15,16,0,23.0,23.0,76.0,187.0,12.0,0.2340691089630127
210,24,16,7,1,16.0,16.1,32.0,104.0,9.0,0.25420069694519043
224,17,19,18,0,35.0,35.0,97.5,198.0,12.0,0.1964859962463379
238,19,16,15,0,31.0,31.0,64.5,170.0,13.0,0.34563708305358887
252,19,17,18,1,35.0,35.8,84.0,229.0,14.0,0.723365068435669
266,28,17,22,0,41.0,41.0,94.0,241.0,21.0,1.3975846767425537
280,24,17,9,0,15.0,15.0,33.5,101.0,8.0,0.4619882106781006
294,16,16,9,0,14.0,14.0,52.5,101.0,9.0,0.19562530517578125
