Day,Available Students,Available Mentors,Individual Activities,Group Activities,Total Hours Allocated,Volume,Social Points,Preference Points,Students Involved,Execution Time
0,2,1,1,0,1.0,1.0,3.5,12.0,1.0,0.003779172897338867
1,5,1,0,0,0.0,0.0,0.0,0.0,0.0,0.004622220993041992
2,6,2,2,0,4.0,4.0,32.0,20.0,2.0,0.008105039596557617
3,6,2,0,0,0.0,0.0,0.0,0.0,0.0,0.007596254348754883
4,7,3,2,0,3.0,3.0,5.0,11.0,2.0,0.014538049697875977
5,8,3,0,0,0.0,0.0,0.0,0.0,0.0,0.01545095443725586
6,8,4,1,0,3.0,3.0,5.0,11.0,1.0,0.020898818969726562
7,8,4,0,0,0.0,0.0,0.0,0.0,0.0,0.020704030990600586
8,9,5,0,0,0.0,0.0,0.0,0.0,0.0,0.028424978256225586
9,9,5,0,0,0.0,0.0,0.0,0.0,0.0,0.02915191650390625
10,9,6,2,0,3.0,3.0,8.0,25.0,2.0,0.05014824867248535
11,10,6,2,0,2.0,2.0,3.0,25.0,1.0,0.0333709716796875
12,11,7,2,0,4.0,4.0,1.0,18.0,1.0,0.05483889579772949
13,11,7,0,0,0.0,0.0,0.0,0.0,0.0,0.06914997100830078
14,13,8,4,1,7.0,7.1,26.5,60.0,5.0,0.09068584442138672
15,12,8,0,0,0.0,0.0,0.0,0.0,0.0,0.05605673789978027
16,13,9,2,0,6.0,6.0,13.0,24.0,2.0,0.09490609169006348
17,13,9,0,0,0.0,0.0,0.0,0.0,0.0,0.09201812744140625
18,14,10,1,0,3.0,3.0,8.0,13.0,1.0,0.11356282234191895
19,15,10,0,0,0.0,0.0,0.0,0.0,0.0,0.10060977935791016
20,15,11,3,0,5.0,5.0,9.5,38.0,3.0,0.12589812278747559
21,16,11,0,0,0.0,0.0,0.0,0.0,0.0,0.13317513465881348
22,16,12,3,0,6.0,6.0,9.5,29.0,3.0,0.12462782859802246
23,15,12,0,0,0.0,0.0,0.0,0.0,0.0,0.11916279792785645
24,16,12,1,0,1.0,1.0,2.0,12.0,1.0,0.12756609916687012
25,17,12,2,0,4.0,4.0,6.0,13.0,1.0,0.14313697814941406
26,17,13,1,0,1.0,1.0,3.0,10.0,1.0,0.1847379207611084
27,17,13,0,0,0.0,0.0,0.0,0.0,0.0,0.1593642234802246
28,16,14,0,0,0.0,0.0,0.0,0.0,0.0,0.18325138092041016
29,16,14,0,0,0.0,0.0,0.0,0.0,0.0,0.16414594650268555
30,17,15,1,0,3.0,3.0,3.5,7.0,1.0,0.21570396423339844
31,19,14,2,0,3.0,3.0,6.5,20.0,2.0,0.29843997955322266
32,21,15,4,0,7.0,7.0,16.0,48.0,4.0,0.4123101234436035
33,19,15,0,0,0.0,0.0,0.0,0.0,0.0,0.40642619132995605
34,17,16,0,0,0.0,0.0,0.0,0.0,0.0,0.35089874267578125
35,16,16,0,0,0.0,0.0,0.0,0.0,0.0,0.31703805923461914
36,14,17,2,0,3.0,3.0,26.5,22.0,2.0,0.30565881729125977
37,14,17,0,0,0.0,0.0,0.0,0.0,0.0,0.2794530391693115
38,14,18,1,0,1.0,1.0,3.0,12.0,1.0,0.34682512283325195
39,14,18,0,0,0.0,0.0,0.0,0.0,0.0,0.35115504264831543
40,14,19,1,0,3.0,3.0,6.5,6.0,1.0,0.3141329288482666
41,14,19,0,0,0.0,0.0,0.0,0.0,0.0,0.2927589416503906
42,17,20,6,0,11.0,11.0,23.0,55.0,3.0,0.46773505210876465
43,19,20,4,0,8.0,8.0,12.5,35.0,3.0,0.6071100234985352
44,19,21,0,1,2.0,2.8,5.0,25.0,2.0,0.65596604347229
45,18,21,1,0,2.0,2.0,8.5,13.0,1.0,0.5609390735626221
46,19,21,1,0,2.0,2.0,2.5,13.0,1.0,0.6150169372558594
47,22,21,3,0,5.0,5.0,9.0,23.0,1.0,0.8229079246520996
48,23,21,2,0,3.0,3.0,9.0,25.0,2.0,0.8189351558685303
49,23,21,0,0,0.0,0.0,0.0,0.0,0.0,0.7684648036956787
50,23,21,0,0,0.0,0.0,0.0,0.0,0.0,0.8927459716796875
51,24,21,0,0,0.0,0.0,0.0,0.0,0.0,1.046534776687622
52,22,22,2,0,3.0,3.0,9.0,22.0,1.0,0.8701739311218262
53,22,21,1,0,1.0,1.0,5.0,13.0,1.0,0.8538470268249512
54,21,21,0,0,0.0,0.0,0.0,0.0,0.0,0.7710866928100586
55,23,21,5,0,7.0,7.0,9.0,50.0,3.0,0.9141347408294678
56,24,21,0,0,0.0,0.0,0.0,0.0,0.0,1.0518980026245117
57,24,21,0,0,0.0,0.0,0.0,0.0,0.0,0.9661848545074463
58,26,21,2,0,3.0,3.0,8.0,20.0,2.0,1.024695873260498
59,26,21,0,0,0.0,0.0,0.0,0.0,0.0,1.0877611637115479
60,27,22,1,0,2.0,2.0,3.0,9.0,1.0,1.297966718673706
61,27,22,0,0,0.0,0.0,0.0,0.0,0.0,1.3070340156555176
62,25,23,2,0,4.0,4.0,7.0,24.0,1.0,1.0356910228729248
63,25,23,1,0,3.0,3.0,4.0,9.0,1.0,1.0608277320861816
64,25,23,3,0,7.0,7.0,11.5,33.0,3.0,1.111344814300537
65,25,22,0,0,0.0,0.0,0.0,0.0,0.0,1.0927271842956543
66,25,20,1,0,2.0,2.0,3.0,11.0,1.0,1.0369141101837158
67,24,20,0,0,0.0,0.0,0.0,0.0,0.0,0.8668925762176514
68,24,21,0,0,0.0,0.0,0.0,0.0,0.0,0.9245729446411133
69,20,21,0,0,0.0,0.0,0.0,0.0,0.0,0.559912919998169
70,21,22,0,0,0.0,0.0,0.0,0.0,0.0,0.7072699069976807
71,21,22,0,0,0.0,0.0,0.0,0.0,0.0,0.6986980438232422
72,19,23,1,1,4.0,4.8,16.0,37.0,3.0,0.5212390422821045
73,18,22,0,0,0.0,0.0,0.0,0.0,0.0,0.5289669036865234
74,19,23,5,0,10.0,10.0,41.0,59.0,5.0,0.5725109577178955
75,19,22,0,0,0.0,0.0,0.0,0.0,0.0,0.5800421237945557
