Day,Available Students,Available Mentors,Individual Activities,Group Activities,Total Hours Allocated,Volume,Social Points,Preference Points,Students Involved,Execution Time
0,2,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0032911300659179688
2,5,2,0,0,0.0,0.0,0.0,0.0,0.0,0.006713151931762695
4,7,3,1,0,3.0,3.0,4.0,9.0,1.0,0.011346101760864258
6,12,4,0,0,0.0,0.0,0.0,0.0,0.0,0.019469022750854492
8,14,5,2,0,3.0,3.0,8.0,13.0,2.0,0.04729723930358887
10,16,6,1,0,2.0,2.0,3.0,10.0,1.0,0.0735619068145752
12,17,7,3,0,5.0,5.0,17.0,35.0,3.0,0.1255800724029541
14,17,8,0,0,0.0,0.0,0.0,0.0,0.0,0.11290502548217773
16,18,9,2,0,4.0,4.0,40.5,17.0,2.0,0.12934398651123047
18,20,9,0,0,0.0,0.0,0.0,0.0,0.0,0.14405512809753418
20,19,10,0,0,0.0,0.0,0.0,0.0,0.0,0.12966489791870117
22,20,9,2,0,3.0,3.0,9.0,25.0,2.0,0.15199589729309082
24,18,10,0,0,0.0,0.0,0.0,0.0,0.0,0.1599869728088379
26,15,10,2,0,3.0,3.0,5.0,23.0,2.0,0.11271810531616211
28,16,11,5,1,12.0,14.6,29.5,73.0,6.0,0.16085076332092285
30,17,12,4,0,9.0,9.0,14.5,38.0,3.0,0.19986891746520996
32,17,13,1,0,2.0,2.0,2.5,12.0,1.0,0.24896001815795898
34,17,14,0,0,0.0,0.0,0.0,0.0,0.0,0.27832484245300293
36,18,15,0,0,0.0,0.0,0.0,0.0,0.0,0.4116339683532715
38,18,16,4,0,9.0,9.0,16.5,50.0,4.0,0.2510862350463867
40,21,16,2,0,5.0,5.0,1.5,26.0,2.0,0.3183410167694092
42,21,17,0,0,0.0,0.0,0.0,0.0,0.0,0.31487059593200684
44,23,17,1,0,2.0,2.0,7.5,11.0,1.0,0.36542797088623047
46,24,17,4,0,11.0,11.0,39.5,43.0,4.0,0.36565470695495605
48,25,17,5,0,10.0,10.0,12.0,46.0,3.0,0.3657097816467285
50,26,17,0,0,0.0,0.0,0.0,0.0,0.0,0.352794885635376
52,22,16,0,0,0.0,0.0,0.0,0.0,0.0,0.3094451427459717
