Mentor ID,Subjects,Max Group Capacity per Subject,Social Disadvantage Preference,Accepts Group,Time Capacity,Social Index,Student Year Preference,Social Preference,GPM,GPM_PM,GPM_SM,GPM_WM,Registration Date,Leaving Date
0,['Music'],[3],0,False,1,1,N,3,N,0,1,0.0,244,263
1,"['Art', 'Foreign Language', 'Science', 'Physics', 'Music']","[4, 4, 2, 5, 2]",3,True,7,1,N,0,N,0,1,0.0,38,57
2,['Physics'],[4],1,True,4,1,N,1,N,0,1,0.0,52,67
3,"['Chemistry', 'English']","[4, 4]",1,True,1,0,N,0,N,0,1,0.0,298,313
4,"['Science', 'Literature']","[5, 4]",3,True,2,0,N,1,S,1,0,4.5,172,192
5,"['Foreign Language', 'Chemistry', 'English']","[4, 5, 2]",3,True,3,0,N,3,N,0,1,0.0,256,275
6,"['English', 'Literature', 'Biology', 'History']","[2, 5, 3, 2]",1,True,8,0,2,1,N,0,1,0.0,266,280
7,"['Maths', 'Chemistry', 'Physical Education']","[3, 4, 5]",0,False,3,0,N,1,N,0,1,0.0,264,285
8,"['Art', 'English']","[2, 2]",1,False,6,1,N,3,N,0,1,0.0,210,224
9,['Biology'],[2],0,True,2,0,N,1,W,1,3,1.5,22,43
10,"['Computer Science', 'Maths']","[3, 4]",0,False,9,0,N,1,N,0,1,0.0,270,287
11,"['Literature', 'Biology']","[4, 4]",0,False,5,0,N,0,M,1,0,3.0,6,23
12,"['Music', 'Literature', 'Chemistry', 'English']","[5, 5, 3, 5]",3,True,6,0,N,0,N,0,1,0.0,36,55
13,"['Science', 'Music', 'Physics']","[3, 4, 3]",0,True,1,0,N,0,N,0,1,0.0,290,310
14,['Geography'],[4],3,False,4,1,N,0,N,0,1,0.0,142,163
15,"['Biology', 'Literature']","[4, 2]",0,True,4,0,N,3,N,0,1,0.0,122,142
16,"['Biology', 'Science', 'Maths']","[3, 4, 4]",3,False,4,0,1,1,N,0,1,0.0,286,306
17,"['Foreign Language', 'Chemistry', 'Music']","[5, 5, 5]",0,True,2,0,N,3,N,0,1,0.0,156,170
18,"['Computer Science', 'Maths', 'Biology']","[4, 3, 2]",0,False,6,1,N,3,N,0,1,0.0,192,208
19,['Biology'],[3],0,False,3,0,N,1,N,0,1,0.0,242,259
20,"['Art', 'Physical Education', 'Music']","[5, 2, 2]",3,True,5,0,2,3,N,0,1,0.0,268,289
21,"['History', 'Computer Science', 'Music']","[3, 4, 4]",3,False,3,1,N,3,N,0,1,0.0,68,87
22,"['Science', 'Literature']","[4, 3]",0,False,1,1,2,1,N,0,1,0.0,54,74
23,"['Chemistry', 'Geography']","[3, 4]",1,True,7,1,1,3,M,1,0,3.0,58,76
24,"['Art', 'Physics', 'Geography', 'Biology', 'Chemistry']","[3, 2, 2, 3, 3]",0,False,8,1,1,1,N,0,1,0.0,234,251
25,"['Chemistry', 'Music', 'Science', 'Biology']","[4, 4, 5, 2]",3,True,4,0,N,1,N,0,1,0.0,8,25
26,"['Biology', 'Geography']","[4, 5]",0,True,1,1,1,1,N,0,1,0.0,214,228
27,"['Art', 'Maths']","[4, 4]",0,False,3,1,N,3,N,0,1,0.0,102,121
28,['English'],[5],0,True,3,1,2,1,N,0,1,0.0,96,114
29,"['Chemistry', 'History', 'Physics']","[5, 2, 3]",0,False,10,1,1,3,N,0,1,0.0,94,108
30,['Music'],[2],0,True,1,1,N,3,M,1,0,3.0,108,125
31,"['Computer Science', 'Music']","[4, 2]",1,False,3,0,N,0,N,0,1,0.0,78,93
32,['Geography'],[4],3,True,6,1,1,1,N,0,1,0.0,80,97
33,"['Foreign Language', 'Literature', 'History', 'Science']","[5, 2, 5, 3]",3,True,6,1,N,3,N,0,1,0.0,158,177
34,"['Foreign Language', 'Physics', 'Science']","[3, 4, 3]",0,True,4,0,1,0,N,0,1,0.0,236,254
35,"['Literature', 'Biology', 'Foreign Language']","[2, 5, 5]",0,False,4,0,1,0,S,1,0,4.5,138,153
36,"['Physics', 'Computer Science']","[5, 2]",1,False,3,1,1,1,N,0,1,0.0,294,313
37,"['English', 'Music', 'Physics']","[4, 4, 4]",3,False,5,1,N,1,N,0,1,0.0,44,59
38,['History'],[3],1,False,6,0,N,1,N,0,1,0.0,176,194
39,"['Computer Science', 'History']","[2, 3]",0,False,4,1,N,1,N,0,1,0.0,180,196
40,['Literature'],[2],3,False,3,1,N,3,N,0,1,0.0,120,141
41,"['Geography', 'Computer Science']","[2, 5]",1,True,1,0,N,3,N,0,1,0.0,198,214
42,"['Art', 'Physics', 'Geography', 'Science']","[4, 5, 3, 4]",1,False,4,0,N,1,N,0,1,0.0,86,104
43,"['Maths', 'Science', 'Chemistry']","[2, 5, 2]",0,True,6,1,N,1,M,1,0,3.0,74,92
44,"['Music', 'Computer Science', 'History']","[3, 4, 4]",0,True,2,1,1,0,N,0,1,0.0,202,218
45,['Economics'],[5],3,False,3,0,0,1,N,0,1,0.0,246,261
46,"['Literature', 'English', 'Economics', 'Physics']","[4, 5, 2, 3]",0,False,5,1,1,0,N,0,1,0.0,252,269
47,"['Physics', 'Foreign Language', 'Science']","[2, 5, 5]",1,True,9,1,1,1,N,0,1,0.0,206,223
48,"['Maths', 'English']","[5, 4]",1,True,6,1,N,1,N,0,1,0.0,164,182
49,"['Chemistry', 'Art']","[3, 5]",3,False,2,1,0,1,N,0,1,0.0,296,316
50,"['Physical Education', 'Literature', 'Chemistry']","[4, 5, 4]",1,True,3,0,1,0,N,0,1,0.0,182,202
51,"['Art', 'English', 'Biology', 'Music', 'Maths']","[4, 2, 2, 3, 2]",0,True,7,3,N,3,N,0,1,0.0,118,138
