Mentor ID,Subjects,Max Group Capacity per Subject,Social Disadvantage Preference,Accepts Group,Time Capacity,Social Index,Student Year Preference,Social Preference,GPM,GPM_PM,GPM_SM,GPM_WM,Registration Date,Leaving Date
0,"['Chemistry', 'Foreign Language', 'Art', 'Literature', 'Economics']","[2, 2, 2, 2, 3]",3,False,9,1,2,3,N,0,1,0.0,140,155
1,"['Foreign Language', 'Computer Science', 'Chemistry', 'English']","[3, 4, 4, 5]",1,True,7,0,1,3,N,0,1,0.0,246,262
2,"['Chemistry', 'History']","[5, 4]",3,True,2,1,N,0,N,0,1,0.0,254,268
3,"['Foreign Language', 'Art', 'Physics', 'Chemistry']","[2, 3, 4, 4]",0,True,4,0,N,1,N,0,1,0.0,220,236
4,"['Music', 'Chemistry', 'Science']","[4, 5, 2]",0,False,1,0,N,0,N,0,1,0.0,84,105
5,['Biology'],[4],0,False,4,1,N,3,N,0,1,0.0,90,108
6,"['History', 'Physical Education', 'Biology']","[3, 2, 4]",0,False,1,1,0,1,M,1,0,3.0,228,246
7,"['Foreign Language', 'Science', 'Literature']","[5, 5, 4]",1,True,5,0,0,0,N,0,1,0.0,268,288
8,['History'],[4],3,False,5,0,N,3,N,0,1,0.0,98,115
9,"['Maths', 'Chemistry', 'Art']","[3, 5, 2]",0,False,4,1,2,3,N,0,1,0.0,64,84
10,['Literature'],[4],1,True,9,0,N,3,N,0,1,0.0,198,215
11,"['Chemistry', 'Art']","[2, 3]",1,True,1,1,N,3,N,0,1,0.0,240,256
12,"['Foreign Language', 'Maths', 'Physics', 'Geography']","[4, 2, 3, 4]",1,False,8,0,2,1,N,0,1,0.0,218,233
13,"['Computer Science', 'Biology', 'Art']","[3, 2, 4]",0,True,5,1,N,1,N,0,1,0.0,226,245
14,['Foreign Language'],[3],1,True,10,0,N,0,N,0,1,0.0,92,113
15,"['Literature', 'Geography', 'Chemistry']","[4, 3, 4]",3,True,6,1,N,1,N,0,1,0.0,62,78
16,"['Physical Education', 'Computer Science']","[2, 2]",3,False,3,0,N,3,N,0,1,0.0,142,161
17,"['Music', 'Chemistry']","[3, 4]",1,True,3,3,2,3,N,0,1,0.0,6,20
18,['Music'],[2],3,True,1,0,2,3,W,1,3,1.5,286,300
19,['Chemistry'],[3],1,True,7,1,1,0,N,0,1,0.0,18,36
20,"['Literature', 'Physical Education', 'Foreign Language', 'Maths']","[2, 4, 5, 4]",0,True,8,0,N,1,N,0,1,0.0,44,62
21,['Art'],[4],1,True,3,0,N,0,M,1,0,3.0,136,154
22,"['English', 'Economics']","[3, 5]",0,True,1,0,1,0,N,0,1,0.0,248,267
23,['Foreign Language'],[2],1,True,8,0,N,3,N,0,1,0.0,188,204
24,"['Foreign Language', 'Computer Science', 'English']","[4, 4, 2]",1,True,8,0,1,0,N,0,1,0.0,68,88
25,"['History', 'Maths']","[5, 3]",0,False,3,0,N,0,N,0,1,0.0,122,140
26,"['Physical Education', 'Physics', 'Music']","[4, 3, 3]",1,False,6,0,N,1,N,0,1,0.0,200,215
27,['Physics'],[2],0,True,4,0,N,1,N,0,1,0.0,42,61
28,"['Maths', 'Physical Education', 'English']","[2, 4, 3]",1,False,1,1,1,1,N,0,1,0.0,180,200
29,['Geography'],[2],0,True,5,0,N,3,N,0,1,0.0,110,126
30,"['Chemistry', 'Physical Education', 'English', 'Music', 'Economics']","[4, 3, 4, 5, 4]",3,False,7,1,N,1,N,0,1,0.0,284,302
