Day,Available Students,Available Mentors,Individual Activities,Group Activities,Total Hours Allocated,Volume,Social Points,Preference Points,Students Involved,Execution Time
7,7,4,4,0,7.0,7.0,15.5,47.0,4.0,0.030829668045043945
14,12,8,6,0,10.0,10.0,29.0,59.0,3.0,0.14330077171325684
21,18,11,8,0,14.0,14.0,28.0,84.0,8.0,0.33044981956481934
28,20,14,6,0,13.0,13.0,15.5,64.0,6.0,0.46968817710876465
35,17,15,5,0,8.0,8.0,26.0,52.0,4.0,0.40254807472229004
42,14,17,7,0,14.0,14.0,46.5,84.0,7.0,0.3423600196838379
49,18,17,12,0,20.0,20.0,53.0,121.0,11.0,0.6120603084564209
56,24,15,6,0,10.0,10.0,33.5,68.0,6.0,0.9530289173126221
63,26,14,6,2,14.0,17.4,41.5,116.0,9.0,1.0234911441802979
70,25,17,5,0,13.0,13.0,18.0,57.0,4.0,0.7816708087921143
77,25,18,9,0,15.0,15.0,50.0,86.0,8.0,0.5688591003417969
84,27,18,5,0,7.0,7.0,12.0,50.0,5.0,0.6293370723724365
91,27,18,6,0,10.0,10.0,23.0,60.0,6.0,0.4251587390899658
98,26,15,5,0,6.0,6.0,23.0,58.0,5.0,0.3942079544067383
105,20,14,3,0,4.0,4.0,9.0,38.0,3.0,0.21449494361877441
112,17,17,9,0,18.0,18.0,52.0,88.0,9.0,0.30931782722473145
119,21,14,2,0,3.0,3.0,10.0,20.0,2.0,0.3773689270019531
126,18,14,12,0,21.0,21.0,48.5,141.0,12.0,0.2826671600341797
133,27,16,4,0,8.0,8.0,13.0,46.0,4.0,0.6643402576446533
140,22,16,10,0,17.0,17.0,81.5,129.0,9.0,0.4110908508300781
147,20,16,9,0,17.0,17.0,44.0,83.0,8.0,0.3518640995025635
154,19,19,6,0,11.0,11.0,18.5,64.0,4.0,0.46057820320129395
161,22,17,8,0,14.0,14.0,44.0,76.0,7.0,0.7081172466278076
168,23,18,12,0,19.0,19.0,49.0,135.0,10.0,0.597437858581543
175,26,16,9,0,18.0,18.0,40.0,96.0,9.0,0.6516680717468262
182,26,19,3,0,6.0,6.0,16.0,36.0,3.0,0.943817138671875
189,23,18,9,0,15.0,15.0,35.5,105.0,8.0,0.5571420192718506
196,20,18,6,0,11.0,11.0,20.5,69.0,6.0,0.4068312644958496
203,17,16,8,0,18.0,18.0,25.5,75.0,7.0,0.28398799896240234
210,20,14,9,0,15.0,15.0,47.0,109.0,8.0,0.32494282722473145
217,26,15,6,0,13.0,13.0,22.5,74.0,5.0,0.5179808139801025
224,30,18,3,1,7.0,8.5,23.5,56.0,5.0,1.026595115661621
231,20,16,3,1,7.0,9.2,20.5,61.0,5.0,0.4895658493041992
238,16,19,7,0,12.0,12.0,34.0,85.0,7.0,0.36905598640441895
245,15,15,3,0,5.0,5.0,8.0,36.0,3.0,0.23318195343017578
252,16,13,7,0,17.0,17.0,35.5,82.0,7.0,0.26154422760009766
259,22,14,5,1,10.0,10.8,33.5,87.0,6.0,0.28365397453308105
266,26,16,7,0,10.0,10.0,33.5,89.0,7.0,0.6260249614715576
273,22,17,1,0,1.0,1.0,1.5,12.0,1.0,0.5107698440551758
280,16,15,4,0,6.0,6.0,15.0,43.0,4.0,0.289553165435791
287,14,17,8,0,12.0,12.0,31.5,92.0,8.0,0.2995729446411133
294,17,17,9,0,18.0,18.0,45.5,91.0,8.0,0.4132370948791504
