Day,Available Students,Available Mentors,Individual Activities,Group Activities,Total Hours Allocated,Volume,Social Points,Preference Points,Students Involved,Execution Time
1,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0043752193450927734
2,2,2,2,0,3.0,3.0,4.0,23.0,1.0,0.007223606109619141
3,4,2,1,0,1.0,1.0,4.5,13.0,1.0,0.009804010391235352
4,4,3,1,0,1.0,1.0,2.0,12.0,1.0,0.01559591293334961
5,4,3,0,0,0.0,0.0,0.0,0.0,0.0,0.014641761779785156
6,5,4,3,0,6.0,6.0,6.0,36.0,2.0,0.022342920303344727
7,5,4,0,0,0.0,0.0,0.0,0.0,0.0,0.020789146423339844
8,5,5,0,0,0.0,0.0,0.0,0.0,0.0,0.023992061614990234
9,6,5,2,0,5.0,5.0,3.0,20.0,1.0,0.030596017837524414
10,6,6,0,0,0.0,0.0,0.0,0.0,0.0,0.03340315818786621
11,10,6,5,0,7.0,7.0,25.0,59.0,3.0,0.06946778297424316
12,12,7,0,0,0.0,0.0,0.0,0.0,0.0,0.10638093948364258
13,12,7,0,0,0.0,0.0,0.0,0.0,0.0,0.11037492752075195
14,13,8,0,0,0.0,0.0,0.0,0.0,0.0,0.13611292839050293
15,13,8,0,0,0.0,0.0,0.0,0.0,0.0,0.1355741024017334
16,13,9,1,0,1.0,1.0,2.0,10.0,1.0,0.1762549877166748
17,16,9,5,0,11.0,11.0,22.5,53.0,3.0,0.22970080375671387
18,17,10,1,0,2.0,2.0,10.5,13.0,1.0,0.26441192626953125
19,19,10,2,0,4.0,4.0,7.5,22.0,2.0,0.305067777633667
20,20,11,0,0,0.0,0.0,0.0,0.0,0.0,0.4347531795501709
21,20,11,0,0,0.0,0.0,0.0,0.0,0.0,0.45989418029785156
22,21,12,0,0,0.0,0.0,0.0,0.0,0.0,0.47684788703918457
23,21,12,0,0,0.0,0.0,0.0,0.0,0.0,0.4621450901031494
24,24,13,7,0,14.0,14.0,46.0,80.0,3.0,0.7268362045288086
25,21,13,0,0,0.0,0.0,0.0,0.0,0.0,0.5322389602661133
26,22,14,1,0,3.0,3.0,2.5,9.0,1.0,0.6449449062347412
27,22,14,1,0,1.0,1.0,4.0,12.0,1.0,0.5415596961975098
28,22,15,1,0,3.0,3.0,2.5,13.0,1.0,0.660991907119751
29,22,15,0,0,0.0,0.0,0.0,0.0,0.0,0.6779017448425293
30,24,16,5,0,7.0,7.0,32.0,55.0,4.0,0.7713820934295654
31,24,16,0,0,0.0,0.0,0.0,0.0,0.0,0.825606107711792
32,23,17,0,0,0.0,0.0,0.0,0.0,0.0,0.7705402374267578
33,23,17,0,0,0.0,0.0,0.0,0.0,0.0,0.937964916229248
34,25,18,2,0,4.0,4.0,33.5,21.0,2.0,0.9597020149230957
35,27,18,2,0,3.0,3.0,15.0,23.0,2.0,1.145815134048462
36,26,19,2,0,4.0,4.0,14.5,22.0,2.0,0.9612948894500732
37,27,19,0,0,0.0,0.0,0.0,0.0,0.0,1.1591148376464844
38,28,20,4,0,7.0,7.0,20.0,41.0,4.0,1.2267000675201416
39,28,20,0,0,0.0,0.0,0.0,0.0,0.0,1.0333409309387207
40,28,21,3,0,6.0,6.0,12.5,32.0,3.0,1.1968162059783936
41,27,21,0,0,0.0,0.0,0.0,0.0,0.0,1.0057258605957031
42,26,22,2,0,6.0,6.0,15.5,21.0,2.0,1.0279769897460938
43,27,22,0,0,0.0,0.0,0.0,0.0,0.0,0.9351038932800293
44,27,23,1,0,2.0,2.0,1.5,10.0,1.0,1.051163911819458
45,28,23,0,0,0.0,0.0,0.0,0.0,0.0,1.059518814086914
