Student ID,School,Class,Subjects,Time Required,Grades,Social Disadvantage,Accepts Group,Home Help,Equipment,Year,Not Enough Help at Home,Weak student,Critical Year,Matriculation,Registration Date,Leaving Date
0,School J3,E,"['Maths', 'Geography', 'English', 'Science']","[1, 3, 1, 4]","[4, 2, 4, 0]",0,False,2,0,4,0.5,1,0,N,122,136
1,School H7,E,['Art'],[3],[3],0,False,0,0,4,0.5,0,0,N,235,247
2,School L4,C,['Maths'],[1],[5],1,True,2,0,4,0.5,0,0,N,7,20
3,School J1,D,['Literature'],[1],[2],3,True,2,0,9,0.5,1,0,N,59,73
4,School F,B,"['English', 'Physical Education', 'History']","[3, 3, 1]","[5, 4, 4]",0,True,1,0,10,1.0,0,0,N,298,312
5,School B5,B,"['Maths', 'History']","[2, 1]","[4, 5]",0,True,0,0,10,1.0,0,0,N,122,138
6,School L5,D,"['English', 'Computer Science', 'Physical Education']","[3, 1, 4]","[5, 3, 1]",0,False,1,0,8,1.0,0,0,N,214,228
7,School F,B,"['History', 'English']","[1, 2]","[5, 4]",1,True,1,0,10,0.5,1,0,N,38,54
8,School F,A,"['Maths', 'Foreign Language']","[3, 3]","[4, 2]",1,False,1,0,6,1.5,2,0,N,174,184
9,School M7,E,"['Maths', 'History', 'English']","[1, 1, 2]","[4, 4, 2]",0,False,1,0,11,1.0,0,1,basic,230,245
10,School A2,A,['Physical Education'],[3],[2],0,True,1,0,7,1.5,0,0,N,44,58
11,School D2,B,"['Geography', 'Science', 'English', 'Maths']","[3, 2, 3, 2]","[5, 2, 3, 2]",0,True,0,0,4,0.5,1,0,N,20,33
12,School L5,C,"['History', 'Maths']","[1, 1]","[1, 3]",3,True,1,0,10,1.0,0,0,N,50,64
13,School A3,D,"['Physical Education', 'Maths', 'History', 'Foreign Language']","[1, 3, 3, 3]","[1, 2, 3, 3]",2,True,0,0,6,0.5,1,0,N,225,243
14,School V1,E,"['Maths', 'Physical Education']","[4, 3]","[5, 5]",3,False,1,0,6,1.0,0,0,N,85,102
15,School K,A,['History'],[3],[0],1,False,1,0,6,1.0,2,0,N,270,287
16,School A,D,['Maths'],[2],[2],2,True,0,0,5,0.5,3,0,N,281,297
17,School K2,B,['Economics'],[1],[4],0,True,2,0,11,1.5,0,1,basic,78,94
18,School I4,A,"['Maths', 'History']","[1, 1]","[5, 2]",1,True,2,0,9,0.5,0,0,N,89,103
19,School A3,D,"['English', 'Foreign Language']","[3, 2]","[4, 2]",1,True,2,0,6,0.5,0,0,N,101,116
20,School T,B,['Maths'],[3],[2],1,False,2,0,10,1.0,0,0,N,229,244
21,School L5,A,"['History', 'Maths']","[2, 2]","[0, 2]",1,False,1,0,8,1.5,0,0,N,258,271
22,School W5,D,"['Physical Education', 'Science']","[3, 4]","[3, 0]",1,True,1,0,10,1.0,0,0,N,69,84
23,School H4,B,['Maths'],[1],[4],1,False,1,0,12,0.5,0,2,advanced,99,112
24,School F1,B,"['Art', 'Science', 'Maths', 'English']","[3, 2, 1, 3]","[3, 2, 5, 3]",2,False,0,0,4,0.5,0,0,N,237,252
25,School M,A,['Maths'],[2],[2],0,True,0,0,12,0.5,0,2,advanced,92,105
26,School L7,D,"['Maths', 'English', 'Physical Education', 'History']","[4, 2, 2, 2]","[3, 0, 2, 2]",0,True,0,0,9,0.5,1,0,N,100,114
27,School A3,D,"['Physical Education', 'Maths', 'History', 'Foreign Language']","[1, 3, 1, 3]","[1, 3, 2, 1]",0,True,0,0,6,1.0,0,0,N,83,98
28,School N1,C,['English'],[1],[1],3,True,0,0,11,1.0,0,1,N,230,243
29,School F,C,"['Maths', 'English']","[1, 1]","[3, 0]",0,False,0,0,8,0.5,2,0,N,247,261
30,School R5,C,"['Maths', 'English', 'History', 'Physical Education']","[3, 3, 2, 1]","[5, 1, 3, 3]",0,True,0,0,8,0.5,1,0,N,90,103
31,School F3,A,['History'],[2],[0],0,True,1,0,8,0.5,2,0,N,163,176
32,School F,B,"['History', 'English', 'Physical Education', 'Science']","[2, 2, 2, 2]","[5, 0, 5, 4]",1,True,0,0,10,0.5,3,0,N,156,169
33,School D3,B,['History'],[4],[0],0,False,2,0,5,1.0,0,0,N,24,41
34,School I5,E,"['English', 'Physical Education']","[1, 2]","[2, 3]",3,False,1,0,11,1.0,1,1,basic,26,40
35,School X5,B,"['Maths', 'History']","[2, 2]","[2, 3]",0,False,0,0,6,2.0,0,0,N,260,277
36,School A3,D,"['History', 'Maths']","[2, 3]","[2, 3]",0,True,1,0,6,0.5,0,0,N,224,238
37,School R4,C,['Science'],[1],[1],1,False,2,0,4,1.0,2,0,N,116,127
38,School Y4,E,"['Maths', 'Foreign Language']","[3, 1]","[4, 2]",0,False,0,0,7,1.5,0,0,N,50,64
39,School V2,A,['English'],[1],[5],0,False,0,0,12,1.0,0,2,advanced,42,55
40,School O4,E,['Physical Education'],[3],[3],0,True,0,0,12,0.5,0,2,advanced,129,142
41,School D1,E,['Economics'],[4],[1],0,True,1,0,11,1.0,0,1,advanced,175,190
42,School F,B,"['Science', 'English']","[1, 4]","[0, 5]",0,True,1,0,10,0.5,0,0,N,26,42
43,School O,D,['Physical Education'],[4],[0],0,True,2,0,10,0.5,0,0,N,281,297
44,School W3,D,"['Foreign Language', 'History', 'English']","[2, 2, 4]","[4, 1, 2]",0,False,0,0,5,0.5,1,0,N,122,135
45,School B3,D,"['English', 'Foreign Language', 'History']","[2, 4, 3]","[2, 4, 0]",0,False,2,0,6,0.5,0,0,N,6,22
46,School L1,E,['English'],[1],[5],0,True,0,0,6,0.5,2,0,N,42,60
47,School H6,A,['Maths'],[3],[4],0,True,2,0,10,1.0,0,0,N,54,68
48,School P2,D,['History'],[3],[0],0,True,2,0,11,0.5,0,1,advanced,111,123
49,School O5,C,"['Geography', 'English']","[2, 2]","[2, 5]",0,False,0,0,4,0.5,0,0,N,175,188
