Mentor ID,Subjects,Max Group Capacity per Subject,Social Disadvantage Preference,Accepts Group,Time Capacity,Social Index,Student Year Preference,Social Preference,GPM,GPM_PM,GPM_SM,GPM_WM,Registration Date,Leaving Date
0,['Physical Education'],[3],1,False,3,1,1,3,N,0,1,0.0,240,260
1,['Art'],[3],1,False,4,0,N,1,N,0,1,0.0,274,294
2,"['Art', 'Computer Science']","[5, 3]",3,False,4,1,N,3,N,0,1,0.0,176,196
3,['Literature'],[4],3,False,2,0,1,1,N,0,1,0.0,64,85
4,"['Physics', 'Maths', 'Computer Science']","[4, 4, 5]",3,True,3,0,N,3,N,0,1,0.0,86,102
5,"['History', 'Chemistry']","[2, 5]",1,True,1,0,N,0,N,0,1,0.0,28,46
6,"['Science', 'Maths']","[3, 2]",3,False,4,0,N,1,N,0,1,0.0,98,115
7,"['Art', 'Computer Science', 'Science']","[5, 2, 3]",3,True,5,0,N,3,N,0,1,0.0,36,51
8,['Literature'],[4],1,True,4,0,2,1,N,0,1,0.0,38,58
9,"['Literature', 'Computer Science', 'Biology', 'History']","[4, 2, 5, 3]",0,False,4,0,N,3,N,0,1,0.0,54,72
10,['Physics'],[5],0,True,5,0,1,1,N,0,1,0.0,128,143
11,"['Chemistry', 'History', 'Physics']","[2, 2, 2]",1,False,1,0,N,0,N,0,1,0.0,248,263
12,['Foreign Language'],[3],0,True,2,1,N,0,N,0,1,0.0,58,75
13,"['Physics', 'History']","[2, 3]",1,True,8,0,N,3,W,1,3,1.5,272,287
14,['Science'],[4],0,True,3,3,N,3,N,0,1,0.0,80,95
15,"['Science', 'Maths']","[4, 4]",1,True,1,0,2,1,N,0,1,0.0,298,315
16,['Foreign Language'],[4],3,True,3,0,2,1,N,0,1,0.0,196,214
17,"['Music', 'Computer Science', 'English']","[2, 5, 2]",3,True,6,0,N,1,N,0,1,0.0,210,225
18,"['Physical Education', 'Literature', 'Chemistry']","[4, 4, 2]",0,True,1,0,2,3,M,1,0,3.0,228,245
19,"['Chemistry', 'Foreign Language']","[3, 4]",3,True,2,0,N,3,N,0,1,0.0,22,39
20,"['Literature', 'Art', 'Chemistry']","[2, 5, 4]",0,False,4,0,N,1,N,0,1,0.0,168,187
21,"['Computer Science', 'Chemistry', 'Literature']","[3, 5, 4]",1,True,1,1,N,3,W,1,3,1.5,100,115
22,['Maths'],[5],3,True,9,0,2,0,W,1,3,1.5,282,297
23,"['English', 'Chemistry']","[3, 2]",1,False,6,0,N,3,N,0,1,0.0,178,192
24,"['English', 'Art', 'Physical Education']","[4, 5, 5]",1,True,1,1,N,0,N,0,1,0.0,50,71
25,"['Physics', 'Economics']","[2, 4]",3,False,3,1,N,1,N,0,1,0.0,296,315
26,"['Geography', 'Art']","[3, 4]",1,True,4,0,N,1,N,0,1,0.0,216,230
27,"['Computer Science', 'Music', 'Economics', 'Physics']","[4, 3, 2, 2]",3,True,5,0,0,0,N,0,1,0.0,174,189
28,"['Chemistry', 'Maths']","[2, 2]",3,False,2,3,1,1,M,1,0,3.0,208,229
29,"['Physics', 'History']","[2, 3]",3,False,2,1,N,1,N,0,1,0.0,158,173
30,"['Maths', 'Geography']","[3, 5]",0,False,5,0,N,0,N,0,1,0.0,182,199
31,"['Physical Education', 'Biology', 'Maths', 'Art']","[5, 5, 3, 3]",1,True,4,0,2,3,N,0,1,0.0,198,217
32,"['Art', 'Economics', 'Computer Science']","[4, 2, 3]",0,True,5,0,N,0,N,0,1,0.0,264,283
33,"['Foreign Language', 'Chemistry', 'English', 'Computer Science']","[2, 3, 2, 5]",3,False,5,1,0,0,S,1,0,4.5,8,26
34,"['Biology', 'History']","[4, 4]",0,False,4,1,N,0,N,0,1,0.0,160,177
35,"['Chemistry', 'History']","[2, 4]",0,False,5,0,N,0,N,0,1,0.0,172,191
36,['Foreign Language'],[3],0,True,3,1,N,1,N,0,1,0.0,104,119
37,['Art'],[5],3,True,9,1,N,3,N,0,1,0.0,152,170
38,"['History', 'Music', 'Chemistry']","[2, 2, 3]",1,True,1,0,N,3,N,0,1,0.0,46,61
39,"['Maths', 'Physics']","[5, 3]",0,False,5,0,N,3,M,1,0,3.0,96,114
40,"['Biology', 'Physics']","[3, 4]",3,False,6,0,2,1,N,0,1,0.0,224,244
41,"['Chemistry', 'Biology']","[4, 4]",1,False,4,0,N,1,M,1,0,3.0,44,60
42,"['Physical Education', 'Art', 'History']","[3, 4, 4]",1,True,4,0,N,1,M,1,0,3.0,62,78
43,"['Literature', 'Art', 'Maths']","[2, 5, 5]",3,True,10,0,N,3,N,0,1,0.0,114,134
44,"['Chemistry', 'Computer Science']","[4, 2]",1,False,2,0,N,1,N,0,1,0.0,206,224
