Day,Available Students,Available Mentors,Individual Activities,Group Activities,Total Hours Allocated,Volume,Social Points,Preference Points,Students Involved,Execution Time
0,2,1,0,0,0.0,0.0,0.0,0.0,0.0,0.003361940383911133
14,17,8,7,0,13.0,13.0,37.0,67.0,7.0,0.12095808982849121
28,14,11,9,1,18.0,20.6,78.5,114.0,8.0,0.15013670921325684
42,20,14,14,0,28.0,28.0,50.0,164.0,12.0,0.23542308807373047
56,18,14,17,1,31.0,32.2,81.5,197.0,13.0,0.201416015625
70,23,18,11,0,24.0,24.0,64.0,124.0,11.0,0.45783281326293945
84,17,16,7,0,10.0,10.0,36.0,73.0,6.0,0.28645801544189453
98,16,15,15,0,27.0,27.0,79.0,160.0,11.0,0.22858810424804688
112,16,16,12,0,20.0,20.0,68.5,125.0,10.0,0.22709918022155762
126,18,15,16,2,33.0,34.6,100.5,213.0,13.0,0.32083582878112793
140,15,18,16,0,28.0,28.0,84.5,172.0,11.0,0.44601893424987793
154,18,18,13,2,33.0,34.3,87.5,179.0,14.0,0.6777420043945312
168,26,19,10,1,21.0,22.2,67.5,125.0,9.0,0.8925089836120605
182,16,15,9,1,18.0,19.2,80.0,117.0,10.0,0.19358205795288086
196,11,15,4,0,6.0,6.0,13.5,42.0,4.0,0.16179919242858887
210,20,13,13,2,28.0,29.6,66.0,185.0,13.0,0.3236968517303467
224,22,14,14,3,32.0,33.7,81.0,224.0,18.0,0.8799021244049072
238,22,17,9,1,19.0,20.2,42.5,122.0,9.0,0.7155251502990723
252,21,18,15,1,28.0,28.8,103.5,201.0,16.0,0.29579806327819824
266,22,15,5,0,12.0,12.0,32.0,54.0,5.0,0.2833538055419922
280,18,15,15,0,28.0,28.0,68.5,176.0,13.0,0.39635300636291504
294,18,16,5,1,11.0,11.8,18.0,83.0,7.0,0.3086860179901123
