Student ID,School,Class,Subjects,Time Required,Grades,Social Disadvantage,Accepts Group,Home Help,Equipment,Year,Not Enough Help at Home,Weak student,Critical Year,Matriculation,Registration Date,Leaving Date
0,School J6,C,['History'],[1],[3],0,True,0,0,6,0.5,0,0,N,271,284
1,School Y6,B,"['Physical Education', 'Foreign Language']","[3, 2]","[5, 0]",0,True,2,0,7,0.5,1,0,N,197,210
2,School H5,B,"['History', 'English']","[3, 3]","[5, 5]",3,False,1,0,12,1.0,1,2,advanced,261,273
3,School O5,E,['History'],[3],[1],0,True,0,0,9,1.0,0,0,N,59,68
4,School I7,A,['Physical Education'],[4],[4],0,True,0,0,6,1.5,1,0,N,187,202
5,School P4,A,['Literature'],[2],[2],0,True,1,0,9,0.5,1,0,N,165,181
6,School G5,D,['Physical Education'],[1],[4],0,False,2,0,6,2.0,0,0,N,9,22
7,School R7,E,['Maths'],[3],[5],1,True,0,0,6,0.5,1,0,N,3,17
8,School R7,E,"['Economics', 'Maths']","[1, 3]","[3, 3]",0,True,2,0,11,1.0,0,1,N,267,282
9,School M6,E,"['Physical Education', 'Maths']","[2, 1]","[1, 0]",2,True,2,0,11,0.5,1,1,basic,28,42
10,School I,A,"['Maths', 'Physical Education']","[2, 2]","[2, 3]",1,False,2,0,12,1.0,1,2,advanced,74,86
11,School K2,B,"['English', 'History', 'Maths', 'Physical Education']","[2, 2, 1, 1]","[4, 0, 1, 1]",3,True,0,0,7,1.0,1,0,N,195,209
12,School L,A,"['Foreign Language', 'Maths']","[4, 2]","[0, 5]",0,True,2,0,5,1.0,1,0,N,107,122
13,School M6,E,"['History', 'Maths']","[4, 2]","[3, 0]",1,True,1,0,11,0.5,1,1,basic,210,222
14,School S4,D,"['Maths', 'History']","[1, 3]","[5, 2]",0,False,1,0,11,1.0,2,1,N,152,166
15,School Z,E,['English'],[4],[2],1,True,0,0,12,1.0,2,2,advanced,33,48
16,School U4,C,['History'],[1],[4],0,True,0,0,6,0.5,1,0,N,152,165
17,School I7,A,"['Maths', 'Foreign Language']","[2, 2]","[1, 5]",0,False,2,0,7,1.0,0,0,N,141,154
18,School F,D,"['Maths', 'Physical Education']","[1, 2]","[2, 2]",0,True,2,0,6,0.5,2,0,N,16,28
19,School M2,D,['History'],[3],[0],0,True,0,0,5,1.0,0,0,N,164,178
20,School P2,C,['Science'],[1],[4],0,False,2,0,10,0.5,3,0,N,181,196
21,School C1,E,['History'],[4],[3],2,True,2,0,6,0.5,1,0,N,156,167
22,School S2,D,['Maths'],[3],[0],0,True,1,0,12,0.5,0,2,advanced,189,203
23,School M6,E,"['English', 'Maths']","[2, 1]","[2, 1]",2,True,2,0,11,0.5,0,1,N,202,219
24,School P4,A,['History'],[1],[0],0,True,1,0,8,0.5,1,0,N,150,162
25,School A1,C,"['Art', 'Science']","[2, 1]","[5, 5]",0,True,0,0,4,1.0,0,0,N,15,29
