Day,Available Students,Available Mentors,Individual Activities,Group Activities,Total Hours Allocated,Volume,Social Points,Preference Points,Students Involved,Execution Time
0,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.002401113510131836
7,10,4,6,0,10.0,10.0,31.5,63.0,4.0,0.03830599784851074
14,12,8,1,0,1.0,1.0,0.5,12.0,1.0,0.07692718505859375
21,15,10,11,0,22.0,22.0,69.5,125.0,8.0,0.25539398193359375
28,13,13,10,0,18.0,18.0,47.0,118.0,8.0,0.15732502937316895
35,16,13,5,0,10.0,10.0,34.5,59.0,4.0,0.24666213989257812
42,19,15,7,0,15.0,15.0,42.5,79.0,7.0,0.2338728904724121
49,25,17,7,1,12.0,13.5,39.0,98.0,9.0,0.3985781669616699
56,26,17,9,0,17.0,17.0,36.0,97.0,8.0,0.7016699314117432
63,21,16,6,0,7.0,7.0,15.0,61.0,4.0,0.807358980178833
70,23,19,2,0,3.0,3.0,5.5,21.0,2.0,0.7903330326080322
77,21,17,8,0,16.0,16.0,30.5,99.0,8.0,0.5172557830810547
84,26,17,9,2,21.0,28.200000000000003,46.0,139.0,11.0,0.6947422027587891
91,21,15,3,0,6.0,6.0,17.5,26.0,3.0,0.37586307525634766
98,21,17,11,0,21.0,21.0,45.0,120.0,10.0,0.48360133171081543
105,23,18,4,0,8.0,8.0,15.0,48.0,4.0,0.4808497428894043
112,21,18,3,0,5.0,5.0,8.5,27.0,3.0,0.44437289237976074
119,20,17,6,0,12.0,12.0,15.5,66.0,5.0,0.5380861759185791
126,22,18,9,0,16.0,16.0,37.0,91.0,6.0,0.7679202556610107
133,18,15,2,0,5.0,5.0,7.5,23.0,2.0,0.4054121971130371
140,15,18,8,0,15.0,15.0,17.5,95.0,8.0,0.3811631202697754
147,19,17,8,0,17.0,17.0,33.5,100.0,8.0,0.3754751682281494
154,22,14,6,0,13.0,13.0,28.0,75.0,6.0,0.3543679714202881
161,24,13,6,1,12.0,13.2,24.5,95.0,8.0,0.4531099796295166
168,18,15,8,0,14.0,14.0,23.5,88.0,7.0,0.251798152923584
175,16,17,6,0,11.0,11.0,16.0,71.0,5.0,0.22803401947021484
182,13,17,6,0,13.0,13.0,20.5,74.0,5.0,0.24434518814086914
189,18,17,7,0,9.0,9.0,34.0,88.0,6.0,0.23304510116577148
196,21,18,8,0,14.0,14.0,43.0,79.0,7.0,0.333179235458374
203,20,16,2,0,4.0,4.0,5.0,26.0,2.0,0.22617506980895996
210,23,15,10,0,21.0,21.0,49.5,118.0,9.0,0.2244107723236084
217,19,17,13,0,19.0,19.0,41.5,126.0,9.0,0.21599698066711426
224,24,17,5,0,9.0,9.0,22.5,54.0,5.0,0.4292609691619873
231,26,16,9,0,12.0,12.0,38.0,103.0,8.0,0.5423219203948975
238,29,17,13,0,22.0,22.0,42.0,153.0,12.0,0.9577691555023193
245,29,17,11,0,19.0,19.0,38.5,133.0,10.0,0.6885960102081299
252,29,18,7,0,15.0,15.0,29.0,79.0,7.0,0.8817558288574219
259,30,19,11,0,17.0,17.0,50.0,122.0,11.0,1.067559003829956
266,30,21,5,0,8.0,8.0,24.0,64.0,5.0,0.6309540271759033
273,25,20,3,0,5.0,5.0,7.5,33.0,3.0,0.3101952075958252
280,19,17,11,0,20.0,20.0,32.5,125.0,10.0,0.24553608894348145
287,16,15,3,0,6.0,6.0,10.0,35.0,3.0,0.20259594917297363
294,16,15,5,0,12.0,12.0,25.0,60.0,5.0,0.2657129764556885
