Day,Available Students,Available Mentors,Individual Activities,Group Activities,Total Hours Allocated,Volume,Social Points,Preference Points,Students Involved,Execution Time
7,8,4,6,0,8.0,8.0,36.5,71.0,5.0,0.016893863677978516
14,19,8,15,0,27.0,27.0,88.0,179.0,12.0,0.09109830856323242
21,28,11,6,0,10.0,10.0,30.5,63.0,6.0,0.20208215713500977
28,26,15,12,0,19.0,19.0,99.5,122.0,10.0,0.28290390968322754
35,27,18,3,1,8.0,8.8,24.5,54.0,4.0,0.34388303756713867
42,26,20,6,2,14.0,18.799999999999997,53.0,106.0,8.0,0.6277401447296143
49,21,17,1,0,3.0,3.0,5.0,7.0,1.0,0.620758056640625
56,20,18,8,0,15.0,15.0,31.0,96.0,8.0,0.44382214546203613
63,25,15,3,0,5.0,5.0,13.5,33.0,3.0,0.6302938461303711
70,25,16,6,3,17.0,19.799999999999997,85.5,146.0,11.0,0.5527286529541016
77,26,14,3,0,4.0,4.0,21.0,39.0,3.0,0.417539119720459
84,19,15,10,0,22.0,22.0,36.5,102.0,8.0,0.3406548500061035
91,14,16,8,0,14.0,14.0,31.5,97.0,7.0,0.23357200622558594
98,16,16,5,0,10.0,10.0,20.5,59.0,5.0,0.27335405349731445
105,18,15,5,1,10.0,10.8,20.5,74.0,7.0,0.305894136428833
112,21,18,7,1,12.0,12.8,45.5,97.0,6.0,0.514164924621582
119,25,18,4,0,7.0,7.0,19.0,44.0,4.0,0.8444468975067139
126,23,16,6,0,15.0,15.0,34.0,67.0,6.0,0.6846768856048584
133,20,16,5,0,12.0,12.0,19.5,52.0,5.0,0.2813377380371094
140,26,18,9,0,17.0,17.0,47.0,103.0,9.0,0.7350389957427979
147,25,17,4,2,14.0,18.799999999999997,48.0,91.0,8.0,1.0698301792144775
154,26,17,6,0,14.0,14.0,33.0,55.0,5.0,1.172544002532959
161,19,15,2,0,5.0,5.0,12.0,22.0,2.0,0.49054479598999023
168,14,14,8,2,22.0,30.0,84.0,125.0,10.0,0.4805891513824463
175,17,12,6,2,12.0,14.0,52.5,110.0,8.0,0.47153711318969727
182,17,16,8,0,15.0,15.0,30.0,92.0,7.0,0.39284706115722656
189,18,16,4,0,8.0,8.0,25.0,44.0,3.0,0.4055509567260742
196,16,17,2,0,2.0,2.0,6.5,25.0,2.0,0.3712320327758789
203,13,15,3,0,6.0,6.0,16.5,36.0,3.0,0.11132383346557617
210,18,16,6,0,8.0,8.0,25.5,68.0,5.0,0.336151123046875
217,21,14,7,2,16.0,17.6,45.5,112.0,10.0,0.5133728981018066
224,24,16,6,0,12.0,12.0,19.0,63.0,6.0,0.7356197834014893
231,24,17,4,0,11.0,11.0,37.0,41.0,4.0,0.8763539791107178
238,18,16,4,0,7.0,7.0,19.0,43.0,4.0,0.4030749797821045
245,16,15,8,0,14.0,14.0,40.5,86.0,8.0,0.26822400093078613
252,20,14,4,1,9.0,9.8,19.0,73.0,6.0,0.4022257328033447
259,21,14,7,0,15.0,15.0,47.5,85.0,6.0,0.446429967880249
266,19,13,3,1,8.0,8.8,12.5,56.0,5.0,0.35222601890563965
273,25,14,9,0,18.0,18.0,53.5,92.0,8.0,0.449660062789917
280,26,16,3,0,6.0,6.0,27.5,34.0,3.0,0.396942138671875
287,22,17,4,0,8.0,8.0,13.0,48.0,4.0,0.449556827545166
294,22,16,5,0,9.0,9.0,31.0,57.0,5.0,0.4811439514160156
