Student ID,School,Class,Subjects,Time Required,Grades,Social Disadvantage,Accepts Group,Home Help,Equipment,Year,Not Enough Help at Home,Weak student,Critical Year,Matriculation,Registration Date,Leaving Date
0,School D4,E,"['Physical Education', 'Foreign Language', 'History']","[2, 1, 2]","[0, 0, 4]",0,True,0,0,7,0.5,3,0,N,210,226
1,School N,C,['History'],[1],[5],1,True,2,0,8,2.0,1,0,N,182,199
2,School I1,C,['History'],[3],[4],3,True,1,0,5,0.5,0,0,N,165,181
3,School F3,C,"['Computer Science', 'Physical Education']","[4, 1]","[1, 2]",0,True,1,0,8,0.5,1,0,N,299,318
4,School O4,A,['English'],[1],[1],2,True,0,0,4,0.5,0,0,N,89,102
5,School C7,D,['English'],[4],[3],0,True,1,0,7,0.5,2,0,N,199,212
6,School H1,C,"['Geography', 'Science']","[4, 1]","[2, 1]",1,False,1,0,4,0.5,0,0,N,161,178
7,School P5,C,['Science'],[3],[1],1,True,1,0,4,0.5,0,0,N,290,300
8,School D2,E,['Maths'],[1],[1],0,False,0,0,12,0.5,2,2,advanced,283,295
9,School T1,C,"['Foreign Language', 'Maths', 'English', 'Physical Education']","[1, 1, 1, 2]","[5, 3, 0, 4]",2,False,2,0,6,1.0,1,0,N,281,295
10,School A3,A,"['Maths', 'History']","[4, 1]","[5, 1]",1,True,0,0,9,0.5,0,0,N,185,197
11,School H3,E,"['Foreign Language', 'History', 'Physical Education']","[4, 1, 2]","[2, 4, 3]",0,False,1,0,7,1.0,0,0,N,261,275
12,School B3,A,"['History', 'Physical Education', 'Foreign Language', 'English']","[2, 2, 4, 1]","[3, 0, 3, 0]",2,True,2,0,6,0.5,1,0,N,245,262
13,School Y,E,"['Foreign Language', 'Maths', 'Physical Education']","[2, 2, 1]","[2, 1, 2]",0,True,0,0,6,1.0,2,0,N,188,205
14,School C5,C,"['Physical Education', 'History']","[2, 3]","[2, 4]",1,False,1,0,8,0.5,1,0,N,198,206
15,School H3,C,['Physical Education'],[2],[0],0,True,1,0,6,1.0,1,0,N,59,71
16,School W4,B,"['Maths', 'History', 'Physical Education']","[3, 4, 3]","[2, 0, 2]",1,False,1,0,8,3.0,0,0,N,45,59
17,School J7,E,['Physical Education'],[1],[4],2,False,1,0,6,1.0,1,0,N,196,210
18,School I7,E,"['Maths', 'Physical Education']","[4, 1]","[2, 2]",0,True,0,0,5,0.5,0,0,N,153,168
19,School B3,B,['Literature'],[2],[4],0,True,0,0,9,1.0,0,0,N,53,63
20,School M7,B,"['English', 'Economics', 'History', 'Physical Education']","[3, 1, 3, 3]","[4, 5, 2, 2]",0,True,0,0,11,0.5,0,1,N,8,25
21,School P6,C,"['Maths', 'English']","[2, 2]","[3, 4]",0,False,1,0,4,1.0,2,0,N,144,154
22,School T5,C,"['Computer Science', 'English']","[4, 3]","[3, 1]",1,False,1,0,8,0.5,1,0,N,165,180
23,School Q3,D,['English'],[3],[3],0,True,0,0,12,1.0,1,2,advanced,277,294
24,School V2,E,['English'],[4],[1],0,True,1,0,10,0.5,2,0,N,234,246
25,School D5,A,"['Maths', 'Geography']","[1, 2]","[0, 1]",2,True,2,0,4,0.5,1,0,N,23,39
26,School V3,B,"['Maths', 'Foreign Language', 'English', 'Physical Education']","[2, 1, 2, 3]","[4, 1, 4, 3]",0,True,0,0,5,1.0,1,0,N,221,235
27,School D,E,"['Science', 'Maths']","[3, 3]","[0, 1]",0,True,0,0,4,0.5,1,0,N,157,170
28,School Q6,C,"['History', 'Maths', 'Foreign Language']","[2, 4, 3]","[4, 5, 4]",0,True,1,0,7,0.5,1,0,N,153,166
29,School M3,D,"['English', 'Physical Education']","[2, 4]","[2, 0]",0,True,1,0,5,1.5,0,0,N,49,59
30,School B3,B,"['English', 'History']","[1, 2]","[5, 3]",0,True,0,0,6,0.5,1,0,N,94,108
31,School U2,A,"['English', 'Art', 'Geography']","[2, 4, 2]","[3, 4, 4]",1,False,2,0,4,0.5,2,0,N,250,264
32,School T1,D,['Maths'],[3],[5],2,True,2,0,8,0.5,2,0,N,160,175
33,School K7,B,"['Science', 'History', 'English', 'Physical Education']","[3, 1, 1, 2]","[2, 4, 4, 1]",0,False,2,0,10,0.5,1,0,N,280,294
34,School D4,E,"['Science', 'Art']","[1, 3]","[0, 0]",2,False,1,0,4,0.5,2,0,N,148,160
35,School B1,B,['Computer Science'],[2],[5],1,False,0,0,8,0.5,3,0,N,48,60
36,School H3,C,"['Foreign Language', 'Physical Education', 'English']","[4, 1, 1]","[4, 0, 5]",0,True,0,0,6,0.5,1,0,N,118,130
37,School R,B,['Computer Science'],[1],[1],1,True,0,0,12,1.0,1,2,advanced,185,197
38,School A7,D,"['Physical Education', 'History', 'Computer Science', 'English']","[1, 3, 3, 2]","[1, 5, 1, 3]",2,False,0,0,12,1.0,0,2,advanced,137,153
39,School B3,B,['History'],[1],[2],1,True,0,0,6,0.5,1,0,N,289,302
40,School A4,E,"['English', 'Maths', 'Physical Education', 'Science']","[3, 1, 1, 3]","[1, 1, 3, 4]",0,False,2,0,10,1.0,1,0,N,136,152
41,School K4,D,['Physical Education'],[1],[5],0,False,0,0,5,2.0,1,0,N,211,225
42,School R1,B,['Art'],[1],[1],0,True,2,0,4,0.5,0,0,N,76,89
43,School I2,B,"['Maths', 'Economics']","[3, 2]","[1, 5]",0,True,2,0,11,2.0,0,1,basic,91,106
44,School H3,B,['Science'],[1],[1],1,True,0,0,4,1.0,1,0,N,102,116
45,School P5,C,"['Science', 'Geography', 'Maths', 'English']","[2, 2, 2, 2]","[2, 1, 3, 1]",0,True,2,0,4,0.5,1,0,N,81,98
46,School X5,D,['Maths'],[1],[1],0,True,1,0,11,0.5,0,1,N,157,172
47,School C7,C,"['English', 'History', 'Maths']","[2, 3, 2]","[5, 4, 2]",0,False,0,0,6,1.0,2,0,N,181,193
48,School F1,A,"['Physical Education', 'History', 'Economics']","[1, 1, 1]","[2, 4, 5]",0,True,2,0,11,0.5,0,1,N,239,251
49,School B6,C,"['Physical Education', 'Foreign Language', 'History', 'Maths']","[4, 2, 2, 2]","[0, 5, 4, 2]",0,False,0,0,7,1.0,0,0,N,57,69
50,School D5,A,"['Economics', 'Physical Education']","[2, 3]","[5, 0]",1,True,0,0,11,1.0,3,1,N,170,185
51,School K3,D,['Maths'],[1],[1],0,False,2,0,11,1.0,1,1,N,199,212
52,School V3,B,"['Foreign Language', 'Maths', 'English']","[2, 1, 4]","[4, 3, 2]",2,True,1,0,5,0.5,1,0,N,283,298
53,School R3,B,"['History', 'Physical Education']","[1, 1]","[3, 4]",1,False,1,0,9,1.0,0,0,N,279,293
54,School N,C,"['History', 'Maths']","[1, 2]","[5, 4]",0,True,2,0,8,0.5,0,0,N,26,41
55,School E6,C,"['Foreign Language', 'Maths']","[1, 3]","[3, 3]",0,True,1,0,6,0.5,2,0,N,289,304
56,School P2,E,['Maths'],[2],[0],1,True,1,0,11,0.5,0,1,advanced,226,242
57,School Y6,C,['History'],[1],[3],0,True,0,0,11,0.5,0,1,basic,132,144
58,School E,E,['Computer Science'],[3],[3],0,True,0,0,8,0.5,2,0,N,68,83
59,School V2,E,['English'],[3],[0],3,True,1,0,10,0.5,1,0,N,11,23
60,School F,B,['Physical Education'],[2],[1],0,True,1,0,7,1.0,0,0,N,20,37
61,School P4,C,"['History', 'Maths']","[3, 1]","[4, 4]",1,True,0,0,6,0.5,0,0,N,204,216
62,School B4,C,"['Computer Science', 'History', 'Physical Education']","[2, 2, 3]","[1, 5, 2]",0,True,2,0,12,2.0,0,2,advanced,290,302
63,School Q6,C,['History'],[3],[3],2,True,2,0,7,2.0,3,0,N,142,156
64,School T1,D,"['Maths', 'Computer Science']","[2, 4]","[5, 5]",3,True,2,0,8,1.0,0,0,N,207,222
65,School R6,A,['Computer Science'],[2],[1],2,True,0,0,12,0.5,0,2,advanced,289,306
66,School A6,A,['Computer Science'],[1],[2],0,True,0,0,8,0.5,3,0,N,205,219
67,School V4,B,['Foreign Language'],[2],[1],0,True,0,0,7,1.0,2,0,N,188,203
68,School B7,C,['English'],[1],[3],1,True,2,0,6,0.5,0,0,N,139,152
69,School L2,A,['Physical Education'],[2],[2],0,False,0,0,10,1.5,1,0,N,0,11
70,School V6,A,"['Physical Education', 'Foreign Language']","[2, 1]","[3, 4]",2,False,0,0,5,0.5,1,0,N,252,268
71,School M2,E,['Maths'],[2],[0],0,False,0,0,10,0.5,1,0,N,72,86
72,School E7,B,['Physical Education'],[2],[3],1,False,1,0,8,1.0,1,0,N,49,65
73,School E5,A,"['English', 'Physical Education', 'Foreign Language', 'History']","[4, 3, 2, 2]","[1, 1, 2, 3]",1,True,0,0,5,0.5,1,0,N,261,271
74,School S7,D,"['Maths', 'History']","[3, 2]","[1, 0]",1,True,2,0,5,1.0,1,0,N,188,204
75,School K5,B,['Geography'],[2],[3],0,True,0,0,4,0.5,1,0,N,127,143
76,School J7,B,"['English', 'Physical Education']","[1, 3]","[0, 5]",2,True,1,0,9,0.5,0,0,N,118,131
77,School H,C,"['Maths', 'Foreign Language']","[2, 1]","[0, 5]",0,True,1,0,5,1.0,0,0,N,142,156
78,School C,E,['Maths'],[2],[0],0,True,1,0,4,1.0,2,0,N,169,183
79,School Y6,C,"['English', 'History', 'Maths']","[4, 2, 1]","[0, 3, 1]",0,True,0,0,11,0.5,0,1,N,258,271
80,School C5,A,"['English', 'Maths']","[1, 3]","[2, 3]",1,False,2,0,9,1.0,0,0,N,178,189
81,School M,B,"['English', 'History']","[1, 3]","[1, 3]",0,False,1,0,6,1.0,2,0,N,235,251
82,School W1,B,['English'],[3],[4],0,False,0,0,6,0.5,0,0,N,240,250
83,School S4,C,['Physical Education'],[2],[1],0,True,1,0,8,0.5,1,0,N,11,26
