Day,Available Students,Available Mentors,Individual Activities,Group Activities,Total Hours Allocated,Volume,Social Points,Preference Points,Students Involved,Execution Time
0,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.002323150634765625
14,9,8,10,0,17.0,17.0,42.5,114.0,8.0,0.04060220718383789
28,24,14,17,1,27.0,27.8,77.5,223.0,17.0,0.41379404067993164
42,25,16,11,2,22.0,22.9,53.0,169.0,12.0,0.5437240600585938
56,20,17,6,0,11.0,11.0,21.0,63.0,5.0,0.6790211200714111
70,18,16,9,0,14.0,14.0,64.0,97.0,8.0,0.2600698471069336
84,26,14,14,2,31.0,34.4,81.0,210.0,16.0,0.8521599769592285
98,16,16,8,0,13.0,13.0,48.0,89.0,6.0,0.2777540683746338
112,15,16,12,0,23.0,23.0,113.5,144.0,11.0,0.2022571563720703
126,23,15,19,0,32.0,32.0,87.5,222.0,14.0,0.29171180725097656
140,14,18,9,0,17.0,17.0,29.5,98.0,7.0,0.18631696701049805
154,12,13,8,0,17.0,17.0,29.5,92.0,6.0,0.14172101020812988
168,14,15,12,0,19.0,19.0,66.5,140.0,7.0,0.1591031551361084
182,22,16,16,2,34.0,35.6,94.0,231.0,16.0,0.30991578102111816
196,26,20,20,1,37.0,38.2,89.0,255.0,18.0,0.9000558853149414
210,26,18,10,2,21.0,24.0,99.5,174.0,12.0,0.6538259983062744
224,21,14,11,2,27.0,29.0,87.5,169.0,12.0,0.4475891590118408
238,24,14,10,1,19.0,19.8,95.5,137.0,10.0,0.7208189964294434
252,19,16,12,2,31.0,33.7,55.5,168.0,14.0,0.4649531841278076
266,26,17,22,3,48.0,50.8,172.5,301.0,21.0,1.1067540645599365
280,30,20,10,2,26.0,29.4,89.0,163.0,14.0,1.721653938293457
294,11,18,10,0,16.0,16.0,47.0,113.0,7.0,0.15758919715881348
