Day,Available Students,Available Mentors,Individual Activities,Group Activities,Total Hours Allocated,Volume,Social Points,Preference Points,Students Involved,Execution Time
2,2,2,2,0,3.0,3.0,4.0,23.0,1.0,0.007318019866943359
4,4,3,2,0,2.0,2.0,6.5,25.0,2.0,0.016008853912353516
6,5,4,3,0,6.0,6.0,6.0,36.0,2.0,0.022025108337402344
8,5,5,0,0,0.0,0.0,0.0,0.0,0.0,0.02401113510131836
10,6,6,2,0,5.0,5.0,3.0,20.0,1.0,0.03472304344177246
12,12,7,5,0,7.0,7.0,25.0,59.0,3.0,0.08919310569763184
14,13,8,0,0,0.0,0.0,0.0,0.0,0.0,0.1378030776977539
16,13,9,1,0,1.0,1.0,2.0,10.0,1.0,0.160261869430542
18,17,10,6,0,13.0,13.0,33.0,66.0,4.0,0.2686150074005127
20,20,11,2,0,4.0,4.0,7.5,22.0,2.0,0.424868106842041
22,21,12,0,0,0.0,0.0,0.0,0.0,0.0,0.4967050552368164
24,24,13,7,0,15.0,15.0,46.0,76.0,3.0,0.6598389148712158
26,22,14,1,0,2.0,2.0,2.5,13.0,1.0,0.6305580139160156
28,22,15,2,0,4.0,4.0,6.5,25.0,2.0,0.7154910564422607
30,24,16,5,0,7.0,7.0,32.0,55.0,4.0,0.8007478713989258
32,23,17,0,0,0.0,0.0,0.0,0.0,0.0,0.7976548671722412
34,25,18,3,0,4.0,4.0,57.5,30.0,2.0,1.008328914642334
36,26,19,3,1,7.0,7.8,40.5,55.0,4.0,1.0299620628356934
38,28,20,3,0,7.0,7.0,18.0,30.0,3.0,1.1914827823638916
40,28,21,2,0,6.0,6.0,8.0,21.0,2.0,1.2270970344543457
42,26,22,2,0,6.0,6.0,15.5,21.0,2.0,0.92498779296875
44,27,22,1,0,2.0,2.0,1.5,10.0,1.0,1.0013089179992676
46,29,23,0,0,0.0,0.0,0.0,0.0,0.0,1.2519149780273438
48,29,24,1,0,2.0,2.0,1.5,9.0,1.0,1.400749921798706
50,28,25,2,0,5.0,5.0,10.5,25.0,2.0,1.4910693168640137
52,30,24,3,0,8.0,8.0,19.0,30.0,3.0,1.1978189945220947
54,30,24,1,0,2.0,2.0,2.0,7.0,1.0,1.5132858753204346
56,31,25,0,0,0.0,0.0,0.0,0.0,0.0,1.650120735168457
58,32,25,3,1,5.0,5.8,19.0,65.0,5.0,1.6051101684570312
60,32,23,1,0,1.0,1.0,1.5,10.0,1.0,1.433164119720459
62,35,22,1,0,2.0,2.0,7.0,12.0,1.0,1.2436940670013428
64,34,22,1,0,2.0,2.0,3.0,9.0,1.0,1.1221799850463867
66,29,21,4,0,7.0,7.0,27.0,48.0,4.0,0.97922682762146
68,25,22,2,0,5.0,5.0,2.5,25.0,2.0,0.6970341205596924
70,21,20,1,0,2.0,2.0,6.0,10.0,1.0,0.3728609085083008
72,19,17,0,0,0.0,0.0,0.0,0.0,0.0,0.301069974899292
74,23,16,1,0,1.0,1.0,0.5,13.0,1.0,0.39585089683532715
76,19,14,0,0,0.0,0.0,0.0,0.0,0.0,0.17160606384277344
78,15,15,2,0,3.0,3.0,7.0,23.0,2.0,0.14850497245788574
80,19,15,4,0,7.0,7.0,24.5,48.0,4.0,0.1771090030670166
82,17,16,0,0,0.0,0.0,0.0,0.0,0.0,0.17623186111450195
84,17,16,0,0,0.0,0.0,0.0,0.0,0.0,0.1599881649017334
86,17,16,0,0,0.0,0.0,0.0,0.0,0.0,0.204301118850708
88,15,17,0,0,0.0,0.0,0.0,0.0,0.0,0.18741989135742188
90,20,15,5,0,8.0,8.0,28.0,47.0,5.0,0.1675572395324707
92,24,16,3,1,8.0,9.5,16.0,53.0,4.0,0.2656419277191162
94,26,17,2,0,4.0,4.0,4.5,21.0,2.0,0.3559122085571289
96,24,18,6,0,10.0,10.0,22.5,63.0,6.0,0.2835729122161865
98,26,16,2,0,3.0,3.0,23.0,26.0,2.0,0.31949782371520996
100,26,16,0,0,0.0,0.0,0.0,0.0,0.0,0.3519308567047119
102,26,15,3,0,7.0,7.0,23.0,37.0,3.0,0.35242605209350586
104,27,16,1,0,2.0,2.0,3.0,13.0,1.0,0.45911622047424316
106,25,16,1,2,6.0,6.8999999999999995,15.5,64.0,5.0,0.5116937160491943
108,26,17,1,0,3.0,3.0,3.5,9.0,1.0,0.47362208366394043
110,26,17,1,0,1.0,1.0,0.5,13.0,1.0,0.5803849697113037
112,25,17,5,0,7.0,7.0,22.0,49.0,5.0,0.4843120574951172
114,25,18,2,0,5.0,5.0,9.5,22.0,2.0,0.43699216842651367
116,23,17,1,0,2.0,2.0,3.5,11.0,1.0,0.2788670063018799
118,21,18,2,0,6.0,6.0,5.0,24.0,2.0,0.29900407791137695
120,24,19,1,0,2.0,2.0,0.5,11.0,1.0,0.37519001960754395
122,27,17,3,0,5.0,5.0,27.0,35.0,2.0,0.4186367988586426
124,24,16,1,0,1.0,1.0,5.5,11.0,1.0,0.27132511138916016
126,26,17,4,0,4.0,4.0,33.0,49.0,4.0,0.42497992515563965
128,23,16,4,0,4.0,4.0,25.0,47.0,3.0,0.33446621894836426
130,21,17,3,0,8.0,8.0,3.0,36.0,3.0,0.3986051082611084
132,18,18,4,0,5.0,5.0,35.0,34.0,3.0,0.28577208518981934
134,16,17,0,0,0.0,0.0,0.0,0.0,0.0,0.19124674797058105
136,16,16,2,0,3.0,3.0,24.0,25.0,1.0,0.1994180679321289
138,17,17,1,0,3.0,3.0,3.0,12.0,1.0,0.2139883041381836
140,18,16,4,0,10.0,10.0,22.5,43.0,4.0,0.1819760799407959
142,16,15,1,0,3.0,3.0,-0.5,13.0,1.0,0.17020893096923828
144,17,16,4,0,9.0,9.0,27.0,46.0,4.0,0.22260689735412598
146,19,16,7,0,11.0,11.0,41.5,71.0,5.0,0.2841050624847412
148,17,17,1,0,1.0,1.0,4.0,11.0,1.0,0.19699382781982422
150,16,18,1,0,3.0,3.0,0.0,13.0,1.0,0.20573115348815918
152,20,18,2,0,5.0,5.0,14.5,25.0,2.0,0.35631608963012695
154,20,19,1,1,5.0,5.1,14.0,34.0,3.0,0.44584012031555176
156,21,20,0,0,0.0,0.0,0.0,0.0,0.0,0.5171430110931396
158,24,21,2,2,9.0,11.0,14.0,59.0,6.0,0.7122702598571777
160,25,22,2,0,4.0,4.0,18.5,25.0,2.0,0.7360899448394775
162,26,21,0,0,0.0,0.0,0.0,0.0,0.0,0.7245261669158936
164,22,21,0,0,0.0,0.0,0.0,0.0,0.0,0.5188469886779785
166,23,21,4,0,8.0,8.0,54.0,39.0,3.0,0.5312550067901611
168,23,20,6,0,9.0,9.0,24.5,58.0,6.0,0.5664060115814209
170,21,21,0,0,0.0,0.0,0.0,0.0,0.0,0.5108871459960938
172,21,21,1,0,2.0,2.0,10.5,12.0,1.0,0.5160658359527588
174,22,21,4,0,5.0,5.0,35.0,42.0,3.0,0.6694939136505127
176,22,21,1,0,1.0,1.0,3.0,13.0,1.0,0.6396150588989258
178,21,20,1,0,2.0,2.0,4.5,13.0,1.0,0.5726318359375
180,22,20,1,0,1.0,1.0,16.0,13.0,1.0,0.5987401008605957
182,20,18,3,0,6.0,6.0,15.0,34.0,3.0,0.33879590034484863
184,17,19,3,0,5.0,5.0,9.0,36.0,3.0,0.2833669185638428
186,19,20,2,0,2.0,2.0,15.5,23.0,2.0,0.3363919258117676
188,20,18,5,0,10.0,10.0,21.0,60.0,5.0,0.2834930419921875
190,22,19,3,0,5.0,5.0,61.0,28.0,3.0,0.3690681457519531
192,28,20,3,0,3.0,3.0,15.0,38.0,3.0,0.6131711006164551
194,27,20,1,0,3.0,3.0,1.5,12.0,1.0,0.6047539710998535
196,25,20,0,0,0.0,0.0,0.0,0.0,0.0,0.450502872467041
198,22,19,1,0,1.0,1.0,4.0,13.0,1.0,0.3044149875640869
200,22,19,2,0,3.0,3.0,5.5,23.0,2.0,0.3135859966278076
202,18,18,2,0,4.0,4.0,11.5,24.0,2.0,0.17021822929382324
204,15,19,0,0,0.0,0.0,0.0,0.0,0.0,0.1371288299560547
206,17,18,5,0,10.0,10.0,29.0,53.0,4.0,0.21565699577331543
208,16,18,4,0,7.0,7.0,17.5,44.0,3.0,0.16751432418823242
210,18,19,4,0,9.0,9.0,15.0,47.0,4.0,0.3002791404724121
212,19,19,5,0,10.0,10.0,12.5,65.0,5.0,0.2199258804321289
214,21,19,2,0,3.0,3.0,9.5,20.0,2.0,0.24288105964660645
216,21,20,2,0,5.0,5.0,11.5,22.0,2.0,0.2560999393463135
218,22,19,2,0,6.0,6.0,5.5,25.0,2.0,0.33425307273864746
220,21,20,1,0,1.0,1.0,1.5,12.0,1.0,0.2952299118041992
222,25,21,4,0,6.0,6.0,18.0,43.0,4.0,0.4337029457092285
224,25,22,3,0,7.0,7.0,10.0,28.0,3.0,0.6389219760894775
226,25,21,0,0,0.0,0.0,0.0,0.0,0.0,0.573357105255127
228,25,21,2,0,4.0,4.0,4.0,24.0,2.0,0.7151360511779785
230,25,22,1,0,2.0,2.0,2.5,9.0,1.0,0.8021361827850342
232,24,20,4,0,10.0,10.0,11.5,51.0,4.0,0.7105920314788818
234,22,21,4,0,8.0,8.0,12.5,49.0,4.0,0.5641701221466064
236,19,22,1,0,2.0,2.0,15.5,10.0,1.0,0.425457239151001
238,19,22,2,0,3.0,3.0,4.5,23.0,2.0,0.34189605712890625
240,19,23,1,0,2.0,2.0,4.5,12.0,1.0,0.404573917388916
242,18,22,1,0,1.0,1.0,4.0,13.0,1.0,0.27982306480407715
244,17,22,1,0,3.0,3.0,2.5,10.0,1.0,0.2959730625152588
246,15,22,1,0,2.0,2.0,16.0,10.0,1.0,0.3319110870361328
248,13,21,2,0,6.0,6.0,20.0,20.0,2.0,0.20512628555297852
250,14,21,1,0,3.0,3.0,3.0,12.0,1.0,0.2738800048828125
252,16,21,5,0,9.0,9.0,20.0,54.0,5.0,0.4255189895629883
254,18,19,2,0,4.0,4.0,13.0,23.0,2.0,0.4098799228668213
256,19,19,1,0,1.0,1.0,2.0,12.0,1.0,0.5328619480133057
258,18,20,2,0,5.0,5.0,9.0,22.0,1.0,0.5074570178985596
260,19,19,2,0,3.0,3.0,10.5,23.0,2.0,0.5371830463409424
262,20,19,4,0,9.0,9.0,16.0,48.0,4.0,0.4992797374725342
264,20,19,0,0,0.0,0.0,0.0,0.0,0.0,0.49689817428588867
266,23,19,3,0,5.0,5.0,9.5,33.0,3.0,0.6540992259979248
268,24,18,2,0,2.0,2.0,8.5,24.0,2.0,0.7157249450683594
270,22,18,0,0,0.0,0.0,0.0,0.0,0.0,0.695472002029419
272,20,19,1,0,2.0,2.0,2.0,11.0,1.0,0.6440408229827881
274,21,20,3,0,4.0,4.0,10.0,33.0,3.0,0.6687219142913818
276,20,21,3,0,6.0,6.0,12.5,33.0,3.0,0.6581869125366211
278,22,21,2,0,4.0,4.0,7.5,18.0,2.0,0.7087600231170654
280,22,21,1,1,4.0,4.8,9.5,35.0,3.0,0.7224681377410889
282,23,21,2,0,3.0,3.0,12.5,25.0,2.0,0.8955349922180176
284,26,20,4,0,7.0,7.0,30.5,41.0,4.0,1.0417041778564453
286,27,21,0,0,0.0,0.0,0.0,0.0,0.0,1.1062190532684326
288,29,19,1,1,3.0,3.8,11.5,33.0,3.0,1.415992259979248
290,26,20,1,0,3.0,3.0,2.0,13.0,1.0,1.1396129131317139
292,25,21,1,0,2.0,2.0,0.5,10.0,1.0,1.0369281768798828
294,26,20,0,0,0.0,0.0,0.0,0.0,0.0,1.3165240287780762
296,26,21,0,0,0.0,0.0,0.0,0.0,0.0,1.2946841716766357
298,22,19,3,1,7.0,7.8,7.0,60.0,4.0,0.8186061382293701
