Mentor ID,Subjects,Max Group Capacity per Subject,Social Disadvantage Preference,Accepts Group,Time Capacity,Social Index,Student Year Preference,Social Preference,GPM,GPM_PM,GPM_SM,GPM_WM,Registration Date,Leaving Date
0,['Geography'],[4],0,False,9,1,N,0,N,0,1,0.0,228,243
1,"['Foreign Language', 'Science']","[4, 3]",1,False,2,0,N,0,N,0,1,0.0,230,249
2,['Computer Science'],[5],0,True,3,3,N,1,S,1,0,4.5,72,90
3,"['Music', 'Physics', 'Computer Science', 'Literature']","[4, 5, 3, 2]",1,False,4,1,2,3,N,0,1,0.0,92,108
4,['Geography'],[5],0,True,4,3,N,1,N,0,1,0.0,60,78
5,"['Chemistry', 'Physics']","[2, 2]",1,False,4,0,2,3,N,0,1,0.0,170,187
6,"['Economics', 'Computer Science', 'Maths', 'Physical Education']","[2, 3, 4, 4]",1,True,8,1,2,0,N,0,1,0.0,66,80
7,['Maths'],[3],3,True,2,3,N,0,S,1,0,4.5,118,134
8,"['Art', 'Physics', 'English', 'Biology']","[5, 2, 4, 2]",3,True,4,0,N,1,N,0,1,0.0,138,159
9,"['Physics', 'Physical Education', 'History', 'Maths']","[5, 4, 5, 5]",0,False,4,0,2,1,N,0,1,0.0,220,235
10,"['Music', 'Maths', 'Physics']","[2, 4, 5]",1,True,1,1,2,0,N,0,1,0.0,226,245
11,['Biology'],[5],0,False,7,0,N,0,N,0,1,0.0,286,307
12,"['Geography', 'Art']","[5, 5]",0,True,5,0,2,3,N,0,1,0.0,148,165
13,['Physics'],[3],1,True,1,0,2,3,N,0,1,0.0,260,274
14,['Economics'],[4],3,True,1,0,1,1,N,0,1,0.0,236,250
15,['Geography'],[3],0,False,5,0,N,0,M,1,0,3.0,218,232
16,"['Literature', 'Biology', 'Science', 'Music', 'Art']","[5, 2, 5, 3, 4]",3,True,9,0,1,3,W,1,3,1.5,256,275
17,['Maths'],[3],1,True,2,0,N,0,M,1,0,3.0,206,224
18,['Geography'],[3],0,True,2,0,N,3,N,0,1,0.0,280,294
19,"['Physical Education', 'Chemistry']","[2, 4]",1,False,6,0,N,1,S,1,0,4.5,270,285
20,"['Maths', 'Geography']","[3, 3]",3,True,2,0,1,0,N,0,1,0.0,56,71
21,['Maths'],[4],1,False,5,1,N,0,N,0,1,0.0,80,101
22,['Art'],[2],0,True,7,0,1,1,N,0,1,0.0,120,141
23,"['Computer Science', 'Literature', 'Art']","[5, 5, 4]",0,True,8,0,N,3,N,0,1,0.0,36,52
24,"['Geography', 'Literature', 'Physical Education']","[4, 4, 2]",1,True,3,0,N,1,N,0,1,0.0,114,130
25,"['Chemistry', 'Computer Science', 'Music']","[3, 4, 2]",1,True,6,1,2,0,N,0,1,0.0,242,256
26,"['Art', 'Literature', 'English']","[2, 2, 5]",3,True,3,1,N,3,W,1,3,1.5,282,300
27,['Science'],[4],1,True,1,0,N,3,N,0,1,0.0,250,267
28,"['Computer Science', 'Economics']","[2, 5]",1,False,1,0,N,0,N,0,1,0.0,18,33
29,"['Economics', 'Music']","[5, 2]",1,False,3,1,2,3,N,0,1,0.0,252,269
