Student ID,School,Class,Subjects,Time Required,Grades,Social Disadvantage,Accepts Group,Home Help,Equipment,Year,Not Enough Help at Home,Weak student,Critical Year,Matriculation,Registration Date,Leaving Date
0,School C2,A,"['Maths', 'English']","[3, 1]","[2, 2]",0,False,1,0,4,1.5,1,0,N,251,265
1,School Q1,E,['Art'],[1],[0],0,True,2,0,4,1.0,0,0,N,20,37
2,School C6,A,"['English', 'Maths', 'Foreign Language', 'Physical Education']","[3, 4, 3, 1]","[0, 4, 5, 0]",0,False,0,0,6,0.5,1,0,N,192,205
3,School H6,A,"['Computer Science', 'Physical Education']","[1, 3]","[1, 4]",0,False,2,0,8,1.5,0,0,N,218,231
4,School M5,D,"['Maths', 'Geography', 'English', 'Science']","[3, 4, 4, 3]","[2, 4, 2, 1]",3,True,1,0,4,1.0,1,0,N,147,164
5,School N,D,['Maths'],[4],[2],0,True,2,0,7,0.5,0,0,N,112,124
6,School A5,D,"['English', 'Physical Education']","[3, 1]","[5, 0]",0,True,1,0,8,0.5,0,0,N,24,38
7,School H4,B,['Physical Education'],[3],[5],2,True,1,0,6,0.5,0,0,N,106,119
8,School N7,E,"['Physical Education', 'History', 'English', 'Maths']","[4, 2, 1, 2]","[4, 1, 4, 1]",0,True,2,0,12,1.0,0,2,advanced,205,217
9,School Q6,D,['History'],[2],[2],0,False,1,0,8,2.0,0,0,N,88,102
10,School Z,E,"['Maths', 'Physical Education']","[4, 1]","[4, 1]",2,True,1,0,9,0.5,0,0,N,177,190
11,School H7,C,['History'],[2],[5],0,True,1,0,6,1.0,2,0,N,247,260
12,School Q,C,"['History', 'Maths']","[3, 2]","[5, 4]",0,True,1,0,8,0.5,0,0,N,66,80
13,School L,B,['Science'],[1],[1],0,False,1,0,4,1.0,1,0,N,21,34
14,School G6,D,['History'],[2],[2],0,True,0,0,10,0.5,2,0,N,178,190
15,School A2,D,['Physical Education'],[3],[5],1,True,1,0,11,0.5,0,1,basic,130,149
16,School A5,D,['English'],[4],[4],0,True,0,0,8,1.5,1,0,N,257,276
17,School E6,E,['Physical Education'],[2],[2],1,False,1,0,12,0.5,1,2,advanced,131,144
18,School T6,B,['Maths'],[4],[4],0,True,1,0,6,1.0,2,0,N,171,185
19,School N1,C,['History'],[1],[2],2,True,2,0,12,1.0,1,2,advanced,246,258
20,School M7,D,"['History', 'Maths', 'Foreign Language', 'English']","[3, 4, 2, 3]","[5, 1, 3, 3]",1,False,2,0,6,1.5,3,0,N,296,308
21,School L7,E,['Maths'],[1],[0],1,True,0,0,4,1.0,0,0,N,27,37
22,School P6,E,"['History', 'Physical Education', 'English']","[3, 1, 1]","[0, 3, 2]",0,True,2,0,5,1.0,0,0,N,145,162
23,School Z6,B,['Physical Education'],[3],[2],0,False,2,0,8,0.5,1,0,N,163,178
24,School O3,C,"['Maths', 'English']","[1, 1]","[3, 2]",0,False,0,0,5,0.5,1,0,N,265,275
25,School B4,E,['Maths'],[1],[2],0,True,2,0,6,1.0,0,0,N,197,213
26,School K1,E,"['Maths', 'History']","[3, 3]","[2, 3]",0,False,2,0,8,1.5,0,0,N,134,145
27,School K,C,['History'],[3],[0],0,False,0,0,11,1.0,0,1,basic,228,243
28,School H2,B,['Maths'],[2],[1],1,True,2,0,10,1.0,1,0,N,61,74
29,School I2,A,['History'],[1],[5],0,False,1,0,12,1.0,3,2,advanced,100,117
30,School E6,A,['Science'],[1],[5],1,True,0,0,10,1.0,0,0,N,57,69
31,School L6,E,"['Physical Education', 'English']","[1, 1]","[5, 5]",0,True,0,0,6,1.0,1,0,N,30,42
32,School F3,A,['Foreign Language'],[1],[2],0,True,2,0,5,1.0,1,0,N,37,51
33,School X2,D,"['Economics', 'English']","[3, 1]","[0, 3]",0,True,1,0,11,0.5,1,1,N,250,263
34,School X5,E,"['Physical Education', 'Maths', 'Foreign Language']","[1, 2, 2]","[5, 3, 4]",0,True,2,0,5,1.0,0,0,N,264,277
35,School G,A,['History'],[3],[3],0,False,2,0,11,1.0,2,1,basic,132,145
36,School J3,C,"['Foreign Language', 'History']","[3, 2]","[2, 2]",3,False,0,0,7,0.5,3,0,N,150,165
37,School Q,D,"['Literature', 'English', 'History']","[2, 1, 3]","[2, 4, 2]",3,False,2,0,9,0.5,1,0,N,32,48
38,School M,E,['Foreign Language'],[1],[3],0,True,0,0,5,1.5,0,0,N,169,183
39,School C4,A,['Maths'],[2],[1],0,False,1,0,6,0.5,0,0,N,142,157
40,School K3,E,"['Physical Education', 'Maths']","[1, 2]","[4, 3]",0,True,0,0,7,0.5,0,0,N,186,202
41,School U5,E,['Physical Education'],[4],[0],0,False,2,0,5,0.5,2,0,N,220,235
42,School L4,A,"['History', 'English', 'Physical Education']","[1, 2, 2]","[5, 0, 4]",1,False,2,0,8,2.0,0,0,N,198,212
