Mentor ID,Subjects,Max Group Capacity per Subject,Social Disadvantage Preference,Accepts Group,Time Capacity,Social Index,Student Year Preference,Social Preference,GPM,GPM_PM,GPM_SM,GPM_WM,Registration Date,Leaving Date
0,"['Literature', 'Geography']","[3, 3]",0,True,5,0,1,3,M,1,0,3.0,266,282
1,"['Maths', 'Science', 'Biology', 'Physical Education']","[4, 5, 4, 4]",1,False,6,1,1,1,N,0,1,0.0,190,205
2,['Computer Science'],[3],1,True,2,1,N,3,N,0,1,0.0,40,58
3,['Chemistry'],[3],0,False,5,0,N,1,S,1,0,4.5,46,61
4,"['Art', 'Science']","[2, 4]",3,False,5,0,N,0,N,0,1,0.0,42,56
5,"['Geography', 'Biology', 'Physical Education', 'Music']","[5, 4, 2, 4]",1,True,4,1,N,0,N,0,1,0.0,204,221
6,"['Physical Education', 'Science', 'Physics', 'Economics']","[5, 3, 2, 4]",0,True,5,3,N,1,S,1,0,4.5,284,301
7,"['History', 'Computer Science']","[4, 5]",1,False,7,0,N,1,N,0,1,0.0,32,46
8,"['History', 'Literature']","[3, 3]",3,False,4,0,N,3,N,0,1,0.0,156,170
9,"['Music', 'Physics']","[2, 2]",3,True,4,0,N,3,N,0,1,0.0,118,132
10,['Chemistry'],[5],1,False,7,1,N,3,N,0,1,0.0,82,99
11,['Chemistry'],[3],1,True,2,1,2,3,N,0,1,0.0,268,287
12,"['Maths', 'Biology', 'Chemistry']","[5, 3, 3]",0,False,3,1,N,0,N,0,1,0.0,104,125
13,"['Economics', 'Geography', 'English', 'Chemistry']","[4, 5, 4, 4]",1,True,6,0,1,3,N,0,1,0.0,128,149
14,['Biology'],[5],3,True,1,0,N,3,N,0,1,0.0,2,20
15,['Art'],[3],0,False,9,1,1,3,N,0,1,0.0,206,221
16,"['Foreign Language', 'Music', 'Art', 'History']","[4, 2, 3, 3]",0,True,5,1,1,1,N,0,1,0.0,150,171
17,"['Art', 'Geography', 'Physical Education']","[4, 5, 2]",1,False,10,1,N,3,N,0,1,0.0,84,100
18,"['Computer Science', 'Art', 'English']","[4, 2, 4]",1,False,5,3,N,0,N,0,1,0.0,224,241
19,['Computer Science'],[3],0,False,2,0,N,0,N,0,1,0.0,234,255
20,['Literature'],[2],1,True,3,0,1,0,N,0,1,0.0,292,313
21,"['Music', 'English', 'Foreign Language', 'Art']","[2, 3, 5, 2]",0,False,8,0,2,1,N,0,1,0.0,74,89
22,['Science'],[3],1,False,3,1,1,0,N,0,1,0.0,50,67
23,"['English', 'Geography', 'Physics']","[2, 2, 2]",1,False,2,0,N,1,N,0,1,0.0,208,223
24,"['Literature', 'Physics']","[4, 5]",1,False,1,0,0,3,N,0,1,0.0,72,91
25,"['Economics', 'History', 'Chemistry', 'Biology']","[4, 3, 2, 2]",3,False,6,0,N,3,N,0,1,0.0,136,157
26,['History'],[2],0,True,7,1,N,1,N,0,1,0.0,210,224
27,"['Geography', 'Maths']","[2, 2]",0,False,1,1,N,0,N,0,1,0.0,202,217
28,"['Computer Science', 'Maths', 'History']","[3, 3, 4]",1,False,6,1,N,0,W,1,3,1.5,122,137
29,"['Geography', 'Music', 'Economics', 'Art']","[2, 4, 5, 4]",3,False,10,0,N,3,N,0,1,0.0,106,122
30,['Maths'],[2],1,False,5,0,0,1,N,0,1,0.0,250,271
31,"['Art', 'Maths']","[5, 4]",1,True,5,0,N,3,N,0,1,0.0,68,85
32,"['Physics', 'Physical Education', 'Foreign Language']","[4, 2, 2]",0,False,3,0,N,0,M,1,0,3.0,288,306
33,"['Chemistry', 'Geography']","[3, 4]",1,False,6,0,1,1,N,0,1,0.0,180,197
34,"['History', 'Art', 'English']","[2, 5, 4]",1,False,3,1,N,1,N,0,1,0.0,194,213
35,['Chemistry'],[4],0,True,5,0,N,0,N,0,1,0.0,138,158
36,"['Literature', 'Art', 'English', 'Maths']","[4, 2, 2, 2]",0,False,8,0,N,1,N,0,1,0.0,134,153
37,"['Computer Science', 'Chemistry', 'English']","[3, 2, 2]",3,True,1,0,N,0,N,0,1,0.0,220,241
38,['Music'],[4],1,False,8,3,N,3,N,0,1,0.0,62,77
39,"['Literature', 'Economics', 'History', 'Chemistry']","[3, 4, 4, 4]",0,False,6,0,N,0,N,0,1,0.0,18,32
40,"['English', 'Literature', 'Physics']","[5, 4, 2]",0,False,10,1,N,0,N,0,1,0.0,162,181
41,"['Physical Education', 'Biology', 'Science']","[2, 4, 5]",3,False,2,1,N,0,N,0,1,0.0,148,165
42,"['Economics', 'English', 'Literature', 'Science']","[4, 2, 4, 4]",1,False,6,1,N,3,N,0,1,0.0,188,205
43,"['Biology', 'History', 'English']","[3, 5, 5]",1,False,2,3,1,1,S,1,0,4.5,230,250
44,"['Geography', 'Biology']","[5, 4]",3,True,8,3,1,1,N,0,1,0.0,168,188
45,['Foreign Language'],[2],3,False,6,0,1,0,N,0,1,0.0,294,315
46,"['Science', 'Biology']","[5, 5]",1,True,1,0,0,3,N,0,1,0.0,274,294
47,"['Art', 'English', 'Computer Science']","[2, 3, 5]",0,False,6,1,1,1,N,0,1,0.0,282,298
48,['English'],[4],0,False,3,0,N,0,M,1,0,3.0,276,295
49,"['History', 'Physical Education', 'Biology']","[5, 4, 4]",3,False,10,0,N,1,S,1,0,4.5,262,283
50,"['Chemistry', 'Biology']","[2, 5]",0,True,6,0,1,3,N,0,1,0.0,218,235
51,['Physics'],[3],1,False,4,1,N,0,N,0,1,0.0,126,146
52,['Foreign Language'],[3],1,True,2,1,N,0,N,0,1,0.0,140,158
53,"['Economics', 'Science', 'Art']","[5, 2, 2]",0,False,2,0,N,3,N,0,1,0.0,102,117
54,"['Chemistry', 'Computer Science', 'English']","[5, 5, 5]",0,True,6,3,0,3,N,0,1,0.0,90,108
55,"['Economics', 'Physics']","[3, 3]",3,True,7,1,N,1,N,0,1,0.0,184,201
56,"['Biology', 'Computer Science', 'Physics']","[2, 2, 5]",3,True,5,0,N,0,W,1,3,1.5,286,302
57,['English'],[2],3,True,2,0,N,3,N,0,1,0.0,290,307
58,"['Economics', 'English', 'Art', 'Literature']","[4, 3, 5, 2]",0,True,4,0,2,3,N,0,1,0.0,172,191
59,"['Physics', 'Literature', 'Physical Education']","[3, 4, 2]",0,True,8,0,N,3,N,0,1,0.0,36,50
60,"['Foreign Language', 'Economics']","[2, 2]",3,False,4,0,N,0,N,0,1,0.0,56,73
61,"['Foreign Language', 'Economics', 'Biology']","[3, 2, 3]",0,True,4,0,2,0,N,0,1,0.0,52,73
62,"['Biology', 'Literature', 'Art', 'Music']","[2, 5, 2, 4]",1,True,6,3,1,0,N,0,1,0.0,120,138
63,"['English', 'Literature', 'Maths', 'Biology']","[5, 4, 3, 3]",0,False,4,1,2,3,N,0,1,0.0,152,168
64,"['Maths', 'Art']","[3, 3]",1,False,2,0,N,1,N,0,1,0.0,16,33
65,"['Computer Science', 'Science']","[4, 4]",1,False,3,1,N,1,N,0,1,0.0,86,100
66,"['Biology', 'Economics', 'Foreign Language', 'Music', 'Physics']","[5, 3, 4, 2, 2]",3,True,7,1,N,3,W,1,3,1.5,30,44
67,"['Maths', 'Science']","[5, 2]",0,True,5,0,N,0,N,0,1,0.0,98,117
68,"['Science', 'Chemistry', 'Art', 'Computer Science', 'Biology']","[3, 3, 2, 3, 5]",1,True,10,3,N,3,N,0,1,0.0,70,90
69,['Physical Education'],[3],0,True,2,1,1,1,S,1,0,4.5,64,84
70,['Science'],[5],3,False,1,0,N,1,N,0,1,0.0,296,316
71,"['Biology', 'Foreign Language', 'Geography', 'Physics', 'Art']","[3, 3, 4, 2, 4]",3,False,7,0,N,1,N,0,1,0.0,196,216
72,['Literature'],[4],0,True,3,0,1,1,N,0,1,0.0,176,193
73,"['Physical Education', 'Physics']","[3, 3]",0,True,2,1,N,3,N,0,1,0.0,154,174
74,['Physical Education'],[2],3,False,1,0,N,1,N,0,1,0.0,192,208
75,['Foreign Language'],[3],1,False,7,0,N,1,S,1,0,4.5,108,127
76,['Science'],[4],1,False,4,1,2,0,N,0,1,0.0,244,265
77,['Computer Science'],[4],1,True,6,0,1,3,N,0,1,0.0,182,198
78,"['Physical Education', 'Physics', 'Music', 'Economics']","[3, 3, 3, 3]",1,True,4,1,2,1,S,1,0,4.5,242,257
79,['Music'],[5],1,True,2,0,1,1,N,0,1,0.0,166,187
80,"['Literature', 'Computer Science', 'Economics', 'Geography']","[3, 2, 5, 4]",0,False,6,1,N,3,N,0,1,0.0,228,247
81,"['Economics', 'Foreign Language', 'English']","[4, 5, 5]",1,True,6,0,N,0,N,0,1,0.0,14,30
82,"['Literature', 'Foreign Language']","[3, 2]",0,False,6,0,N,1,W,1,3,1.5,44,59
83,"['Literature', 'Chemistry']","[2, 3]",1,True,5,0,0,3,N,0,1,0.0,246,265
84,['Literature'],[5],0,True,1,3,1,0,N,0,1,0.0,100,118
85,"['Computer Science', 'Geography', 'Biology', 'English']","[4, 4, 3, 3]",3,False,8,1,N,1,N,0,1,0.0,170,187
86,"['Economics', 'Biology', 'Chemistry']","[5, 2, 5]",1,False,9,0,N,1,N,0,1,0.0,238,257
87,"['English', 'Maths']","[2, 2]",1,False,2,1,N,3,N,0,1,0.0,60,80
88,"['Literature', 'Physical Education']","[2, 3]",3,False,6,0,N,0,S,1,0,4.5,142,156
89,"['English', 'Physics', 'Chemistry']","[4, 4, 4]",0,True,2,1,N,1,N,0,1,0.0,240,255
90,['Physical Education'],[2],3,False,9,0,N,1,N,0,1,0.0,66,85
91,"['Economics', 'Physics']","[3, 5]",3,True,4,0,N,0,N,0,1,0.0,34,54
92,"['Chemistry', 'Economics']","[4, 5]",1,True,7,0,N,1,N,0,1,0.0,48,67
93,"['Computer Science', 'Biology']","[5, 2]",0,True,7,1,2,0,N,0,1,0.0,270,284
94,"['Computer Science', 'Economics']","[2, 3]",1,True,3,0,1,1,N,0,1,0.0,174,194
95,"['Economics', 'Computer Science', 'Foreign Language', 'Geography']","[4, 3, 2, 5]",0,False,6,1,2,3,N,0,1,0.0,54,73
96,"['Foreign Language', 'Economics', 'Computer Science']","[5, 2, 2]",1,False,5,0,N,0,N,0,1,0.0,264,284
97,"['Biology', 'Computer Science']","[3, 3]",1,True,3,0,N,1,W,1,3,1.5,200,215
98,['English'],[4],3,True,7,3,N,3,N,0,1,0.0,112,127
99,"['English', 'Physical Education', 'Physics']","[5, 2, 2]",3,True,2,1,N,3,N,0,1,0.0,78,92
100,"['Music', 'Literature']","[4, 4]",3,False,1,1,2,3,N,0,1,0.0,298,313
101,"['Music', 'English', 'Biology', 'Literature', 'Chemistry']","[5, 3, 3, 2, 3]",0,False,10,0,N,3,S,1,0,4.5,10,30
102,"['Biology', 'Chemistry', 'History']","[4, 3, 2]",0,False,3,1,1,0,N,0,1,0.0,226,240
103,"['English', 'Literature', 'History', 'Geography']","[2, 3, 5, 2]",1,False,10,0,1,1,N,0,1,0.0,254,275
