Day,Available Students,Available Mentors,Individual Activities,Group Activities,Total Hours Allocated,Volume,Social Points,Preference Points,Students Involved,Execution Time
14,15,8,6,0,9.0,9.0,31.0,68.0,6.0,0.1182248592376709
28,20,14,10,0,17.0,17.0,62.5,121.0,8.0,0.22184014320373535
42,22,13,10,2,22.0,24.7,69.5,164.0,10.0,0.40195298194885254
56,18,16,12,2,28.0,29.6,54.0,182.0,13.0,0.281141996383667
70,21,18,13,1,23.0,23.1,68.5,182.0,12.0,0.28044605255126953
84,22,19,6,1,11.0,12.5,79.0,94.0,8.0,0.450606107711792
98,16,13,14,0,27.0,27.0,82.5,159.0,9.0,0.30254697799682617
112,20,16,13,0,26.0,26.0,60.0,135.0,11.0,0.21213412284851074
126,16,15,8,2,17.0,19.0,44.5,132.0,7.0,0.20090699195861816
140,21,17,7,2,19.0,21.0,49.5,112.0,7.0,0.5731236934661865
154,14,15,11,5,35.0,44.3,121.0,226.0,14.0,0.3020169734954834
168,23,15,13,2,29.0,30.6,162.0,196.0,13.0,0.7767288684844971
182,17,17,6,1,15.0,16.5,34.0,92.0,8.0,0.42408013343811035
196,20,19,13,1,24.0,24.1,101.0,154.0,10.0,0.3635740280151367
210,14,16,13,1,27.0,28.2,83.5,165.0,10.0,0.3192787170410156
224,18,17,11,0,19.0,19.0,58.0,110.0,9.0,0.33609986305236816
238,22,17,9,2,18.0,19.6,86.5,130.0,12.0,0.546907901763916
252,20,15,16,1,40.0,40.8,113.0,166.0,13.0,0.3355100154876709
266,22,18,11,0,20.0,20.0,35.5,125.0,11.0,0.36956095695495605
280,14,16,6,0,9.0,9.0,36.5,64.0,5.0,0.2211148738861084
294,14,17,12,2,32.0,34.0,65.5,164.0,11.0,0.3918569087982178
