Mentor ID,Subjects,Max Group Capacity per Subject,Social Disadvantage Preference,Accepts Group,Time Capacity,Social Index,Student Year Preference,Social Preference,GPM,GPM_PM,GPM_SM,GPM_WM,Registration Date,Leaving Date
0,['Chemistry'],[3],3,True,1,1,N,1,N,0,1,0.0,292,311
1,"['Physics', 'Geography', 'History', 'Physical Education']","[3, 2, 3, 3]",1,False,6,1,N,1,M,1,0,3.0,86,102
2,"['History', 'Economics']","[3, 4]",0,True,4,0,2,0,N,0,1,0.0,52,68
3,"['Computer Science', 'Literature']","[3, 4]",3,False,3,0,1,1,M,1,0,3.0,224,242
4,"['Economics', 'Art']","[5, 4]",1,True,6,1,1,0,N,0,1,0.0,178,196
5,['Foreign Language'],[2],1,True,1,0,1,0,N,0,1,0.0,116,131
6,"['Physical Education', 'English', 'Literature', 'Computer Science']","[3, 4, 2, 3]",3,False,4,0,1,3,N,0,1,0.0,146,167
7,"['Maths', 'Physical Education', 'Computer Science', 'Art']","[2, 2, 2, 2]",1,True,4,1,N,0,N,0,1,0.0,186,203
8,"['Maths', 'Physics']","[5, 2]",0,True,2,0,N,1,S,1,0,4.5,84,100
9,['Chemistry'],[3],1,False,9,0,1,1,N,0,1,0.0,210,225
10,"['Foreign Language', 'Maths']","[3, 3]",0,True,5,1,N,1,N,0,1,0.0,176,194
11,"['English', 'Physical Education']","[4, 4]",0,True,3,1,N,1,N,0,1,0.0,238,254
12,"['Music', 'Geography', 'Physical Education']","[4, 2, 2]",1,False,6,1,N,0,N,0,1,0.0,246,263
13,"['Maths', 'Physical Education']","[4, 4]",1,False,6,1,1,1,N,0,1,0.0,118,138
14,"['Physical Education', 'Maths', 'Biology', 'History']","[5, 2, 5, 5]",1,False,5,0,N,3,N,0,1,0.0,266,286
15,"['Maths', 'Music']","[2, 2]",3,False,3,1,1,1,N,0,1,0.0,206,226
16,"['Science', 'English']","[2, 4]",0,True,2,1,N,1,N,0,1,0.0,230,244
17,"['Physical Education', 'Computer Science', 'Economics']","[5, 5, 4]",1,False,3,0,1,1,N,0,1,0.0,60,75
18,"['Science', 'Physical Education', 'History', 'Geography']","[2, 3, 3, 5]",0,False,4,1,N,1,N,0,1,0.0,288,309
19,"['English', 'Computer Science', 'History']","[3, 3, 3]",0,False,5,0,1,3,N,0,1,0.0,264,282
20,"['History', 'Maths']","[2, 2]",3,True,1,0,N,3,N,0,1,0.0,228,244
21,['Art'],[3],0,True,1,1,0,0,N,0,1,0.0,82,96
22,"['Art', 'Foreign Language', 'History', 'Music']","[2, 2, 5, 5]",1,True,8,1,N,1,N,0,1,0.0,164,179
23,"['Physical Education', 'History']","[2, 3]",0,True,6,0,N,1,N,0,1,0.0,74,90
24,"['History', 'Science', 'Economics']","[4, 3, 5]",1,True,5,1,2,1,W,1,3,1.5,34,50
25,"['History', 'Music']","[4, 2]",0,False,1,0,1,1,N,0,1,0.0,286,303
26,"['Biology', 'Maths']","[5, 2]",3,True,8,1,2,1,N,0,1,0.0,78,92
27,"['Music', 'Maths']","[3, 3]",3,True,2,0,2,3,N,0,1,0.0,88,108
28,"['Literature', 'Biology']","[4, 2]",1,True,5,1,N,0,N,0,1,0.0,6,23
29,['Geography'],[2],3,False,2,1,N,0,N,0,1,0.0,190,208
30,"['Physical Education', 'Music', 'Foreign Language', 'Computer Science']","[3, 5, 5, 5]",0,True,5,0,N,0,N,0,1,0.0,148,166
31,"['English', 'Computer Science', 'Geography']","[4, 4, 4]",1,True,3,0,N,3,N,0,1,0.0,290,304
32,['Music'],[4],3,True,7,0,N,3,N,0,1,0.0,154,171
33,['English'],[5],3,True,1,0,1,1,N,0,1,0.0,4,25
34,['Physics'],[4],1,True,2,1,N,0,N,0,1,0.0,244,263
35,"['Art', 'Foreign Language', 'Computer Science']","[2, 4, 5]",0,True,4,1,N,0,N,0,1,0.0,232,250
36,"['Literature', 'Science', 'Chemistry']","[5, 5, 5]",0,False,7,0,N,0,N,0,1,0.0,120,134
37,['Art'],[2],3,True,8,0,N,3,N,0,1,0.0,36,57
38,"['Foreign Language', 'History']","[4, 3]",3,True,6,0,1,1,N,0,1,0.0,66,87
39,['Biology'],[4],1,True,5,1,N,0,N,0,1,0.0,200,219
40,"['Maths', 'Foreign Language', 'Literature']","[2, 4, 5]",0,False,3,0,N,0,N,0,1,0.0,260,277
41,['Physics'],[3],3,False,6,1,1,1,M,1,0,3.0,252,270
42,['Foreign Language'],[5],1,True,1,0,N,0,N,0,1,0.0,26,45
43,['English'],[5],0,False,1,1,1,0,N,0,1,0.0,32,46
44,"['Biology', 'Art', 'Literature', 'English', 'Chemistry']","[3, 4, 3, 5, 5]",1,False,10,3,1,1,N,0,1,0.0,274,295
45,"['Music', 'Computer Science', 'Biology', 'Physics', 'Foreign Language']","[3, 5, 2, 2, 5]",3,False,10,0,N,1,N,0,1,0.0,102,120
46,['Foreign Language'],[5],3,False,2,1,N,3,S,1,0,4.5,270,284
47,"['Music', 'History']","[4, 2]",1,True,2,0,N,0,N,0,1,0.0,144,165
48,"['English', 'Foreign Language', 'Science']","[5, 4, 2]",1,False,6,1,2,1,N,0,1,0.0,96,113
49,"['Literature', 'Chemistry', 'Music']","[5, 4, 2]",1,True,3,0,1,0,N,0,1,0.0,214,229
50,"['Chemistry', 'Computer Science', 'Maths', 'History']","[4, 4, 2, 2]",3,True,4,0,N,3,N,0,1,0.0,106,123
51,"['English', 'Foreign Language', 'Computer Science']","[5, 2, 3]",0,True,1,0,N,3,N,0,1,0.0,168,184
52,"['Computer Science', 'Physics']","[5, 4]",0,True,4,0,N,0,N,0,1,0.0,30,45
53,"['Foreign Language', 'Chemistry']","[3, 5]",0,False,4,0,N,1,N,0,1,0.0,298,317
54,"['Geography', 'English', 'Computer Science', 'Biology']","[3, 5, 2, 2]",0,True,6,0,1,0,N,0,1,0.0,16,31
55,"['Music', 'Chemistry', 'Science']","[2, 3, 3]",1,True,3,0,N,3,N,0,1,0.0,92,111
56,['Computer Science'],[5],1,False,9,0,N,0,N,0,1,0.0,234,252
57,"['Foreign Language', 'Physical Education']","[5, 3]",1,False,6,0,1,1,S,1,0,4.5,226,246
58,['Art'],[4],0,True,6,0,1,3,N,0,1,0.0,20,38
59,"['Music', 'Maths', 'History', 'Biology']","[5, 2, 2, 3]",1,True,4,0,N,1,N,0,1,0.0,8,28
60,"['Literature', 'Biology', 'Chemistry', 'Science', 'Economics']","[5, 4, 4, 5, 4]",1,False,7,1,N,1,S,1,0,4.5,268,289
61,['Chemistry'],[5],0,True,3,3,N,0,N,0,1,0.0,98,114
62,"['English', 'Geography', 'Physics']","[4, 4, 5]",1,True,8,0,N,1,S,1,0,4.5,90,108
63,['Foreign Language'],[5],0,False,6,0,N,1,N,0,1,0.0,112,128
64,"['Computer Science', 'Physical Education']","[4, 4]",3,False,5,1,N,3,M,1,0,3.0,46,66
65,"['Foreign Language', 'Music', 'Maths', 'Economics']","[4, 3, 3, 3]",1,True,6,1,N,3,S,1,0,4.5,142,156
66,"['Computer Science', 'Foreign Language', 'History']","[2, 4, 2]",1,True,4,3,2,0,N,0,1,0.0,12,31
67,"['Science', 'Physical Education', 'Chemistry']","[5, 5, 2]",3,False,3,1,N,1,W,1,3,1.5,152,172
68,"['Chemistry', 'Science']","[5, 2]",0,True,8,1,2,3,S,1,0,4.5,184,204
69,"['Literature', 'Geography', 'Economics']","[4, 2, 4]",3,False,6,1,N,0,N,0,1,0.0,258,275
70,"['Foreign Language', 'Chemistry', 'Literature']","[5, 2, 4]",1,False,6,3,N,3,N,0,1,0.0,166,183
71,"['Science', 'Maths']","[3, 2]",3,False,3,1,N,1,N,0,1,0.0,132,153
72,"['Chemistry', 'English', 'Physics', 'Literature', 'Economics']","[2, 5, 2, 4, 2]",0,True,7,0,1,1,N,0,1,0.0,162,176
73,"['Geography', 'Science', 'History', 'Biology']","[5, 2, 5, 3]",3,True,5,0,0,1,N,0,1,0.0,138,158
74,"['English', 'History', 'Music']","[4, 3, 5]",3,True,10,3,N,1,N,0,1,0.0,124,143
75,['Economics'],[5],3,True,4,1,N,3,N,0,1,0.0,202,219
76,['Literature'],[2],3,False,1,1,N,1,N,0,1,0.0,208,225
77,"['Geography', 'Economics', 'Chemistry', 'Music']","[2, 2, 3, 2]",1,False,7,3,N,1,M,1,0,3.0,222,240
78,"['Computer Science', 'Economics']","[4, 2]",0,True,9,3,N,1,N,0,1,0.0,38,56
79,['History'],[5],1,False,4,1,1,1,N,0,1,0.0,130,144
80,"['Maths', 'History', 'Science']","[2, 2, 4]",0,True,3,1,N,3,N,0,1,0.0,218,232
81,"['Chemistry', 'Art']","[2, 5]",3,False,2,1,2,0,S,1,0,4.5,150,165
82,"['Chemistry', 'History']","[3, 3]",1,True,1,1,N,1,N,0,1,0.0,24,43
83,"['Chemistry', 'Physical Education', 'Economics', 'Science']","[4, 3, 3, 5]",3,True,6,0,N,1,N,0,1,0.0,294,308
84,"['Literature', 'Physics', 'Economics', 'Biology']","[3, 4, 2, 4]",0,True,5,0,1,1,N,0,1,0.0,240,259
85,"['Art', 'Geography', 'Physical Education']","[4, 5, 5]",0,False,1,0,2,1,N,0,1,0.0,48,63
86,"['Literature', 'Biology', 'Chemistry']","[3, 5, 5]",1,False,5,0,N,1,N,0,1,0.0,278,297
87,"['Physics', 'Foreign Language']","[4, 5]",3,True,3,0,N,0,N,0,1,0.0,104,121
88,"['Literature', 'Chemistry', 'Foreign Language']","[5, 2, 4]",0,False,2,1,1,1,W,1,3,1.5,180,196
89,['Physical Education'],[4],1,True,3,0,2,3,N,0,1,0.0,110,129
90,"['Chemistry', 'History', 'Literature', 'Physics', 'Foreign Language']","[3, 5, 4, 4, 5]",1,True,7,1,N,3,N,0,1,0.0,94,111
91,['History'],[2],3,True,1,0,N,3,N,0,1,0.0,204,224
92,['Geography'],[3],0,True,6,1,1,0,N,0,1,0.0,28,46
93,"['Music', 'Chemistry', 'Foreign Language', 'Maths', 'Physics']","[2, 4, 4, 4, 4]",0,False,8,0,2,1,N,0,1,0.0,122,138
94,['Physical Education'],[5],1,False,6,1,1,3,N,0,1,0.0,22,43
95,"['Science', 'Economics']","[4, 2]",3,False,4,1,1,3,N,0,1,0.0,134,150
96,['Geography'],[2],3,False,5,0,1,0,W,1,3,1.5,254,269
97,"['Science', 'Economics', 'Foreign Language']","[2, 3, 5]",0,False,1,1,N,3,N,0,1,0.0,14,29
98,"['Music', 'Biology', 'Science', 'English']","[5, 2, 5, 4]",1,True,4,1,N,1,N,0,1,0.0,108,126
99,"['Literature', 'Geography']","[3, 2]",0,False,6,0,N,1,N,0,1,0.0,72,90
100,"['Geography', 'Computer Science']","[4, 3]",1,False,1,0,N,0,N,0,1,0.0,136,153
101,"['Physics', 'Computer Science']","[3, 3]",3,True,5,1,N,3,S,1,0,4.5,64,83
102,"['History', 'Literature']","[2, 2]",3,False,2,1,N,0,W,1,3,1.5,42,62
103,"['English', 'Economics', 'Science']","[4, 4, 3]",3,False,6,1,N,0,S,1,0,4.5,256,271
104,"['Art', 'Economics', 'Physics']","[4, 4, 5]",0,True,5,0,N,3,N,0,1,0.0,50,71
105,"['Physics', 'Foreign Language', 'Biology']","[2, 4, 2]",1,True,5,1,N,1,S,1,0,4.5,128,147
106,"['Economics', 'Geography', 'Biology']","[5, 4, 4]",0,False,4,0,1,0,N,0,1,0.0,100,114
107,"['Foreign Language', 'Physical Education', 'Geography', 'Physics']","[4, 5, 3, 5]",1,False,4,1,N,3,N,0,1,0.0,172,192
108,['Geography'],[4],1,False,10,1,N,1,N,0,1,0.0,198,218
109,['Art'],[4],0,True,7,1,N,1,N,0,1,0.0,0,20
110,['Science'],[2],3,False,5,3,1,1,N,0,1,0.0,296,316
111,"['Physical Education', 'Foreign Language']","[3, 5]",3,True,3,0,N,1,N,0,1,0.0,212,228
112,"['Literature', 'Art']","[2, 2]",0,True,1,1,2,3,N,0,1,0.0,40,60
113,"['Biology', 'Art', 'Physics']","[4, 5, 2]",3,True,3,0,N,1,N,0,1,0.0,276,297
114,['Computer Science'],[3],1,False,4,1,N,1,N,0,1,0.0,58,75
