Day,Available Students,Available Mentors,Individual Activities,Group Activities,Total Hours Allocated,Volume,Social Points,Preference Points,Students Involved,Execution Time
0,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0033159255981445312
7,7,4,5,0,8.0,8.0,13.0,57.0,5.0,0.04032492637634277
14,14,8,7,0,17.0,17.0,18.5,80.0,7.0,0.11540699005126953
21,21,10,10,0,14.0,14.0,59.5,104.0,9.0,0.1740431785583496
28,23,14,6,1,16.0,17.5,30.5,98.0,7.0,0.3414280414581299
35,19,16,4,0,9.0,9.0,18.0,45.0,4.0,0.13806414604187012
42,18,17,9,0,12.0,12.0,57.5,97.0,9.0,0.13898301124572754
49,23,15,9,0,14.0,14.0,52.5,107.0,7.0,0.2368459701538086
56,25,17,9,0,18.0,18.0,76.5,96.0,7.0,0.4784708023071289
63,19,17,3,0,3.0,3.0,21.0,34.0,3.0,0.24429702758789062
70,17,18,3,1,10.0,10.8,28.5,54.0,4.0,0.2440659999847412
77,14,15,5,0,11.0,11.0,15.5,56.0,5.0,0.18712973594665527
84,15,15,7,0,12.0,12.0,11.5,76.0,6.0,0.22647380828857422
91,16,14,1,0,1.0,1.0,0.5,13.0,1.0,0.14447903633117676
98,12,14,6,0,8.0,8.0,22.0,72.0,5.0,0.13544297218322754
105,16,16,7,0,13.0,13.0,13.5,66.0,7.0,0.2506980895996094
112,18,15,11,0,25.0,25.0,37.0,116.0,7.0,0.3314168453216553
119,21,17,5,1,13.0,14.2,24.0,69.0,7.0,0.5977878570556641
126,28,19,11,1,23.0,23.8,79.0,136.0,11.0,0.9657108783721924
133,31,17,4,0,8.0,8.0,12.5,46.0,4.0,0.8942217826843262
140,26,18,5,0,9.0,9.0,31.0,52.0,5.0,0.8479940891265869
147,18,18,3,0,7.0,7.0,32.5,37.0,3.0,0.38411688804626465
154,18,17,4,2,12.0,12.899999999999999,25.0,96.0,7.0,0.4326317310333252
161,16,15,4,0,8.0,8.0,55.5,45.0,4.0,0.24219489097595215
168,18,14,7,0,10.0,10.0,75.5,81.0,6.0,0.4455990791320801
175,19,15,3,0,8.0,8.0,8.0,28.0,2.0,0.3748650550842285
182,17,16,7,0,13.0,13.0,59.0,68.0,7.0,0.3671908378601074
189,23,13,6,0,12.0,12.0,18.5,75.0,6.0,0.4697439670562744
196,18,15,6,0,13.0,13.0,26.5,67.0,6.0,0.2900962829589844
203,18,15,4,0,8.0,8.0,15.0,45.0,4.0,0.34857702255249023
210,21,15,9,0,13.0,13.0,37.0,101.0,7.0,0.3543078899383545
217,24,15,8,0,14.0,14.0,49.5,79.0,7.0,0.23690485954284668
224,30,18,8,0,16.0,16.0,51.0,94.0,7.0,0.31204700469970703
231,27,17,7,0,11.0,11.0,42.0,77.0,6.0,0.253615140914917
238,26,17,9,0,19.0,19.0,95.5,98.0,9.0,0.4414331912994385
245,31,17,5,3,14.0,18.5,55.5,105.0,9.0,0.8340411186218262
252,27,17,5,2,18.0,22.099999999999998,52.0,95.0,8.0,1.0674421787261963
259,21,18,5,0,9.0,9.0,28.5,58.0,5.0,0.7303850650787354
266,20,15,6,0,12.0,12.0,21.0,62.0,5.0,0.5694389343261719
273,20,17,6,0,11.0,11.0,43.0,66.0,6.0,0.29920005798339844
280,27,16,5,3,16.0,18.799999999999997,109.0,132.0,9.0,0.41948699951171875
287,27,17,6,1,14.0,14.1,45.5,87.0,8.0,0.47158193588256836
294,20,18,4,0,8.0,8.0,14.5,44.0,4.0,0.18076705932617188
