Day,Available Students,Available Mentors,Individual Activities,Group Activities,Total Hours Allocated,Volume,Social Points,Preference Points,Students Involved,Execution Time
0,2,1,2,0,3.0,3.0,8.5,26.0,2.0,0.006970882415771484
7,7,4,6,0,10.0,10.0,21.5,63.0,4.0,0.020107030868530273
14,20,8,9,0,17.0,17.0,62.5,97.0,6.0,0.175307035446167
21,21,11,2,1,7.0,7.1,10.5,49.0,4.0,0.18111205101013184
28,19,14,4,0,8.0,8.0,11.0,35.0,3.0,0.35064697265625
35,12,15,7,0,13.0,13.0,21.5,89.0,5.0,0.23171401023864746
42,18,17,4,1,10.0,10.8,21.5,66.0,5.0,0.5870180130004883
49,20,14,5,0,13.0,13.0,5.5,58.0,3.0,0.6024351119995117
56,14,16,10,0,19.0,19.0,51.5,102.0,8.0,0.34140634536743164
63,16,16,3,0,3.0,3.0,15.0,37.0,3.0,0.2908928394317627
70,19,18,11,1,21.0,21.8,54.0,149.0,10.0,0.3629491329193115
77,21,14,6,0,12.0,12.0,60.0,62.0,5.0,0.1953599452972412
84,18,15,7,0,13.0,13.0,33.5,80.0,6.0,0.1866910457611084
91,20,16,7,0,13.0,13.0,41.0,75.0,7.0,0.2068347930908203
98,23,18,7,1,14.0,14.8,58.0,98.0,6.0,0.42722415924072266
105,22,19,6,0,9.0,9.0,24.0,68.0,4.0,0.3376431465148926
112,19,18,11,0,21.0,21.0,47.0,123.0,11.0,0.3095998764038086
119,30,19,3,0,5.0,5.0,19.0,33.0,3.0,0.8594069480895996
126,30,20,7,1,13.0,13.8,45.0,108.0,7.0,1.0471012592315674
133,22,18,7,0,16.0,16.0,93.5,81.0,4.0,0.607896089553833
140,22,18,2,0,2.0,2.0,15.5,26.0,2.0,0.5631310939788818
147,18,19,1,2,7.0,7.9,16.5,58.0,5.0,0.40393495559692383
154,21,18,6,2,14.0,16.0,75.5,123.0,9.0,0.6894979476928711
161,20,18,3,0,5.0,5.0,12.0,33.0,3.0,0.5258350372314453
168,22,17,14,0,25.0,25.0,71.0,161.0,10.0,0.5947070121765137
175,18,19,3,0,5.0,5.0,17.5,31.0,2.0,0.3837449550628662
182,18,19,4,0,9.0,9.0,12.5,43.0,4.0,0.4044227600097656
189,19,18,3,0,3.0,3.0,15.5,35.0,3.0,0.3607518672943115
196,21,18,2,0,4.0,4.0,8.5,17.0,2.0,0.6027512550354004
203,19,12,8,0,14.0,14.0,44.5,78.0,6.0,0.4559669494628906
210,20,14,6,0,9.0,9.0,26.5,52.0,5.0,0.6065499782562256
217,18,14,5,0,10.0,10.0,56.0,57.0,5.0,0.4167771339416504
224,19,17,4,0,4.0,4.0,20.5,43.0,4.0,0.373244047164917
231,16,16,4,0,9.0,9.0,14.5,42.0,4.0,0.2827470302581787
238,22,16,6,0,10.0,10.0,36.0,69.0,5.0,0.566709041595459
245,25,15,15,3,28.0,29.4,85.5,226.0,15.0,0.9033927917480469
252,27,16,1,0,1.0,1.0,4.5,12.0,1.0,0.8548269271850586
259,22,15,10,0,21.0,21.0,32.0,103.0,7.0,0.4436221122741699
266,17,16,12,0,21.0,21.0,84.0,134.0,9.0,0.3324861526489258
273,19,17,8,0,12.0,12.0,38.0,88.0,6.0,0.42969775199890137
280,22,17,4,0,7.0,7.0,10.0,45.0,4.0,0.25879812240600586
287,19,18,7,0,14.0,14.0,41.0,78.0,7.0,0.20944881439208984
294,21,17,4,0,8.0,8.0,29.0,51.0,4.0,0.2278578281402588
