Day,Available Students,Available Mentors,Individual Activities,Group Activities,Total Hours Allocated,Volume,Social Points,Preference Points,Students Involved,Execution Time
0,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.002348184585571289
14,14,8,14,0,27.0,27.0,86.5,125.0,10.0,0.10967803001403809
28,13,14,8,0,17.0,17.0,49.0,84.0,7.0,0.20114588737487793
42,17,15,9,1,16.0,16.8,51.5,105.0,9.0,0.2340700626373291
56,22,14,10,0,21.0,21.0,31.0,112.0,9.0,0.5369911193847656
70,14,15,12,0,21.0,21.0,59.0,124.0,8.0,0.21862220764160156
84,25,15,14,2,28.0,29.6,81.5,203.0,14.0,0.7902719974517822
98,23,18,12,0,26.0,26.0,57.0,130.0,10.0,0.6008961200714111
112,16,19,7,2,14.0,15.299999999999999,41.0,106.0,7.0,0.3679521083831787
126,22,17,6,3,16.0,20.9,54.0,139.0,10.0,0.9968020915985107
140,20,14,21,0,40.0,40.0,126.0,241.0,16.0,0.6612467765808105
154,23,17,14,0,26.0,26.0,58.5,140.0,10.0,0.8796908855438232
168,17,18,11,0,18.0,18.0,36.0,125.0,8.0,0.4290480613708496
182,29,15,10,2,27.0,32.5,68.0,141.0,14.0,0.5784738063812256
196,15,16,6,0,11.0,11.0,31.0,73.0,5.0,0.4525120258331299
210,13,15,9,0,18.0,18.0,49.0,89.0,7.0,0.18862700462341309
224,12,15,16,1,37.0,37.8,67.0,178.0,11.0,0.15857505798339844
238,16,16,11,1,23.0,23.1,50.5,145.0,11.0,0.28690195083618164
252,18,15,13,1,24.0,25.9,81.5,175.0,11.0,0.3574099540710449
266,21,16,11,4,28.0,32.3,83.0,195.0,12.0,0.6539840698242188
280,16,16,10,0,24.0,24.0,41.5,110.0,7.0,0.18196415901184082
294,20,17,12,0,19.0,19.0,60.5,133.0,10.0,0.17314815521240234
