Student ID,School,Class,Subjects,Time Required,Grades,Social Disadvantage,Accepts Group,Home Help,Equipment,Year,Not Enough Help at Home,Weak student,Critical Year,Matriculation,Registration Date,Leaving Date
0,School N6,A,['English'],[1],[2],0,False,0,0,10,0.5,1,0,N,175,190
1,School Y4,E,"['History', 'Foreign Language', 'Maths', 'Physical Education']","[4, 2, 2, 1]","[1, 4, 3, 4]",1,True,2,0,6,1.0,2,0,N,172,183
2,School U1,E,['History'],[4],[0],0,True,1,0,5,0.5,0,0,N,119,137
3,School E1,D,['English'],[1],[3],1,False,1,0,11,0.5,2,1,basic,122,134
4,School C2,B,"['English', 'History']","[4, 3]","[5, 5]",2,True,2,0,11,0.5,1,1,advanced,248,262
5,School Z6,A,['Physical Education'],[4],[0],0,True,2,0,11,1.0,1,1,advanced,49,63
6,School G4,D,['History'],[1],[0],0,True,0,0,9,0.5,1,0,N,7,24
7,School P,D,"['Maths', 'Physical Education']","[4, 2]","[5, 3]",1,False,2,0,9,0.5,2,0,N,64,74
8,School Q3,C,['Maths'],[1],[1],0,True,1,0,7,1.0,1,0,N,216,229
9,School R,E,"['Science', 'English']","[4, 1]","[2, 5]",0,True,2,0,4,0.5,0,0,N,228,243
10,School H5,E,['Foreign Language'],[3],[5],0,False,1,0,7,0.5,1,0,N,146,159
11,School A6,A,['English'],[2],[3],0,True,2,0,6,0.5,0,0,N,181,195
12,School B5,A,['Maths'],[2],[3],2,True,1,0,8,1.0,1,0,N,115,127
13,School B5,B,['History'],[3],[4],2,True,1,0,12,0.5,1,2,advanced,50,65
14,School Q2,E,"['Physical Education', 'English']","[1, 2]","[5, 1]",0,False,1,0,12,1.0,3,2,advanced,297,310
15,School X5,E,['Geography'],[1],[4],2,False,1,0,4,0.5,1,0,N,224,238
16,School M5,A,['Maths'],[2],[1],0,True,0,0,10,0.5,1,0,N,35,47
17,School C2,B,['English'],[3],[4],0,True,2,0,11,1.0,1,1,basic,39,53
18,School F1,A,"['Physical Education', 'Maths', 'History']","[2, 3, 2]","[3, 0, 0]",0,False,0,0,5,0.5,0,0,N,123,140
19,School A1,D,"['Foreign Language', 'Maths']","[1, 3]","[1, 1]",0,True,1,0,6,0.5,0,0,N,70,84
20,School D3,A,"['Physical Education', 'Computer Science']","[1, 1]","[3, 0]",2,False,2,0,8,2.0,1,0,N,189,203
21,School S2,B,"['History', 'Physical Education']","[3, 2]","[4, 3]",1,True,2,0,8,1.0,2,0,N,249,263
22,School W2,B,"['History', 'Physical Education']","[1, 2]","[2, 4]",2,False,2,0,8,0.5,1,0,N,110,121
23,School K3,C,['Maths'],[2],[3],0,True,1,0,6,1.0,1,0,N,236,253
24,School F3,C,['Physical Education'],[2],[0],0,True,0,0,6,1.0,0,0,N,73,88
25,School V5,E,['History'],[2],[0],2,True,2,0,10,0.5,3,0,N,146,159
26,School C3,A,"['Physical Education', 'English', 'History', 'Maths']","[2, 2, 2, 2]","[1, 0, 1, 2]",2,True,1,0,11,0.5,0,1,basic,205,219
27,School U4,E,['Maths'],[2],[5],1,True,0,0,9,1.0,0,0,N,294,306
28,School G4,D,['Literature'],[2],[1],0,True,2,0,9,2.0,0,0,N,47,64
29,School R2,D,"['Maths', 'Physical Education']","[2, 2]","[4, 2]",2,True,1,0,5,0.5,2,0,N,128,143
30,School L6,D,['History'],[3],[1],0,True,1,0,12,0.5,0,2,advanced,250,265
31,School M6,A,['Art'],[1],[0],0,False,1,0,4,0.5,1,0,N,121,138
32,School V5,E,"['English', 'Physical Education']","[1, 3]","[4, 2]",0,True,0,0,8,1.0,0,0,N,280,293
33,School L6,A,['English'],[3],[2],1,True,0,0,10,1.0,2,0,N,203,216
34,School D5,A,['History'],[2],[0],0,True,1,0,7,0.5,0,0,N,234,248
35,School S,D,['Economics'],[3],[0],0,False,1,0,11,1.0,0,1,N,123,138
36,School Y2,E,"['English', 'Maths', 'Physical Education']","[1, 2, 3]","[1, 1, 2]",1,True,2,0,11,0.5,0,1,N,146,160
37,School C5,D,['Maths'],[3],[4],0,True,2,0,12,0.5,1,2,advanced,168,180
38,School B5,A,"['Physical Education', 'Maths', 'Computer Science']","[1, 3, 3]","[2, 2, 0]",0,True,0,0,8,1.0,0,0,N,271,285
39,School Y5,C,['History'],[1],[2],0,True,0,0,10,1.0,1,0,N,139,153
40,School R3,E,['Maths'],[2],[3],0,False,1,0,7,0.5,0,0,N,131,145
41,School Z6,A,"['Physical Education', 'Maths']","[1, 2]","[0, 1]",2,False,0,0,12,0.5,2,2,advanced,127,143
42,School A4,A,"['History', 'English', 'Economics', 'Maths']","[4, 1, 1, 2]","[5, 0, 5, 1]",0,True,1,0,11,3.0,0,1,basic,22,35
43,School I2,E,['Maths'],[3],[4],0,False,2,0,5,0.5,3,0,N,140,154
44,School F3,C,['Physical Education'],[3],[0],1,True,0,0,6,0.5,1,0,N,84,100
45,School C4,B,['Maths'],[2],[1],0,True,0,0,11,2.0,1,1,N,202,212
46,School D7,E,"['Maths', 'Computer Science']","[2, 4]","[3, 1]",2,True,1,0,8,0.5,2,0,N,42,53
47,School N4,D,['Foreign Language'],[1],[1],0,True,0,0,6,1.0,0,0,N,52,65
48,School H5,C,['English'],[3],[5],0,True,0,0,12,0.5,1,2,advanced,140,153
49,School A1,B,['English'],[1],[2],0,False,0,0,6,0.5,2,0,N,239,252
50,School C2,B,"['English', 'History', 'Physical Education']","[2, 2, 1]","[5, 5, 5]",0,True,1,0,11,0.5,1,1,N,283,299
51,School Y2,E,['English'],[3],[2],1,False,0,0,7,0.5,1,0,N,144,153
52,School J,B,['English'],[3],[5],0,True,2,0,9,0.5,1,0,N,216,230
53,School V3,A,"['Computer Science', 'Maths', 'English']","[2, 1, 1]","[3, 1, 3]",0,True,2,0,8,0.5,0,0,N,112,125
54,School Y2,E,['Maths'],[2],[0],0,True,2,0,11,0.5,1,1,N,125,137
55,School M3,B,"['History', 'Computer Science', 'Physical Education']","[2, 2, 3]","[1, 4, 5]",0,False,0,0,12,0.5,0,2,advanced,284,298
56,School C1,C,"['History', 'English']","[1, 1]","[4, 0]",0,True,2,0,5,0.5,1,0,N,262,277
57,School C5,B,"['Science', 'Geography']","[2, 2]","[2, 5]",0,False,1,0,4,0.5,1,0,N,65,77
58,School I7,A,['Physical Education'],[3],[4],0,False,0,0,6,1.0,0,0,N,1,16
59,School E1,E,['Maths'],[1],[1],0,True,2,0,12,0.5,0,2,advanced,141,158
60,School J7,C,['Maths'],[4],[2],0,False,2,0,10,0.5,0,0,N,293,308
61,School X3,C,['Maths'],[1],[4],2,True,1,0,9,1.0,1,0,N,218,234
62,School F,D,"['History', 'Maths']","[4, 3]","[2, 0]",0,False,0,0,10,2.0,0,0,N,104,114
63,School C5,B,['Foreign Language'],[2],[1],0,True,2,0,5,2.0,0,0,N,233,248
64,School R4,D,['Maths'],[1],[2],0,False,2,0,8,1.0,1,0,N,131,149
65,School K3,D,"['Economics', 'Maths']","[2, 3]","[4, 3]",0,False,0,0,11,0.5,0,1,advanced,52,67
66,School Z1,C,['Maths'],[2],[3],0,False,2,0,5,1.0,0,0,N,212,228
67,School Q3,C,"['Physical Education', 'Foreign Language']","[1, 1]","[5, 2]",0,False,2,0,7,1.0,1,0,N,148,160
68,School L,C,['Maths'],[2],[4],0,True,2,0,10,0.5,0,0,N,70,83
69,School U4,B,['Physical Education'],[2],[2],1,True,2,0,12,1.0,0,2,advanced,69,80
70,School C2,E,['Maths'],[1],[0],0,True,2,0,10,0.5,1,0,N,150,166
71,School P4,A,['Computer Science'],[3],[0],0,True,2,0,12,0.5,0,2,advanced,240,255
72,School G2,E,['Physical Education'],[1],[0],1,False,0,0,6,1.0,1,0,N,105,117
73,School H4,A,['History'],[3],[4],0,True,1,0,7,0.5,1,0,N,275,288
74,School C7,E,"['Economics', 'Maths']","[2, 4]","[0, 2]",2,True,0,0,11,1.0,0,1,advanced,131,146
75,School R2,D,['Maths'],[2],[5],0,True,0,0,5,0.5,0,0,N,134,147
76,School F7,D,['English'],[2],[1],0,True,0,0,6,0.5,0,0,N,232,240
77,School R3,E,"['Physical Education', 'Foreign Language']","[2, 2]","[2, 3]",0,True,2,0,6,0.5,1,0,N,242,252
78,School G5,E,"['History', 'Physical Education', 'Foreign Language']","[2, 1, 2]","[5, 4, 3]",1,True,0,0,6,1.0,0,0,N,264,281
79,School J6,D,"['Maths', 'Art']","[2, 1]","[3, 5]",0,True,0,0,4,0.5,2,0,N,278,293
80,School I5,A,"['Science', 'Maths']","[2, 3]","[5, 2]",0,True,1,0,10,0.5,0,0,N,73,90
81,School Y5,D,"['English', 'History']","[2, 3]","[4, 0]",0,True,1,0,5,0.5,0,0,N,209,221
82,School V4,E,"['Science', 'Art', 'English', 'Maths']","[3, 2, 2, 2]","[1, 5, 5, 4]",2,True,1,0,4,0.5,0,0,N,273,284
83,School V1,A,"['Physical Education', 'Maths', 'History', 'English']","[1, 4, 2, 1]","[4, 2, 5, 3]",2,True,2,0,12,0.5,0,2,advanced,214,229
84,School Y1,D,"['History', 'Physical Education', 'Maths']","[1, 4, 1]","[2, 1, 3]",0,False,0,0,9,0.5,0,0,N,159,174
85,School O7,E,"['History', 'Physical Education']","[3, 3]","[2, 3]",0,False,1,0,9,3.0,1,0,N,269,282
86,School J1,D,['Geography'],[4],[0],1,True,1,0,4,0.5,1,0,N,247,260
87,School N6,E,"['History', 'English']","[2, 4]","[3, 0]",0,True,2,0,5,0.5,1,0,N,212,226
88,School E1,C,"['English', 'Computer Science']","[2, 1]","[1, 4]",0,True,0,0,12,0.5,2,2,advanced,225,236
89,School P3,A,['History'],[2],[2],0,False,1,0,6,0.5,2,0,N,73,89
90,School B5,A,"['Computer Science', 'Maths']","[3, 1]","[4, 2]",1,True,1,0,8,0.5,1,0,N,30,48
91,School C,A,"['Computer Science', 'Maths', 'History', 'English']","[3, 3, 1, 1]","[1, 4, 4, 3]",0,False,0,0,8,1.0,1,0,N,32,50
92,School I5,D,"['Maths', 'English', 'Geography', 'Science']","[4, 3, 1, 4]","[5, 5, 0, 2]",0,True,0,0,4,0.5,1,0,N,54,68
93,School K7,E,"['Physical Education', 'English', 'Literature']","[3, 1, 3]","[0, 5, 3]",0,False,1,0,9,1.0,0,0,N,244,257
94,School U2,E,['Maths'],[2],[0],2,True,0,0,10,0.5,1,0,N,86,100
95,School L2,E,['English'],[4],[0],0,True,0,0,8,1.0,2,0,N,155,168
96,School G1,B,"['English', 'Geography', 'Science', 'Art']","[2, 2, 3, 1]","[5, 5, 2, 4]",0,True,1,0,4,0.5,0,0,N,279,292
97,School C3,A,['English'],[4],[3],0,True,2,0,7,0.5,1,0,N,246,261
98,School T2,A,['Maths'],[1],[0],0,True,2,0,7,0.5,2,0,N,167,182
99,School J1,D,['Geography'],[4],[0],0,True,0,0,4,0.5,0,0,N,178,192
100,School P2,D,['English'],[1],[2],0,True,0,0,6,0.5,0,0,N,256,269
101,School Q1,E,['History'],[2],[4],2,True,2,0,10,1.0,2,0,N,48,61
102,School D7,D,['Computer Science'],[3],[5],1,False,1,0,12,0.5,1,2,advanced,36,49
103,School K6,B,['Physical Education'],[1],[3],0,False,0,0,9,3.0,1,0,N,232,247
104,School Y,C,['English'],[2],[5],0,False,0,0,7,0.5,0,0,N,187,202
105,School D7,C,['Foreign Language'],[1],[5],1,False,2,0,5,1.0,1,0,N,72,85
106,School J1,C,"['History', 'Physical Education']","[2, 1]","[2, 1]",1,True,1,0,9,0.5,2,0,N,73,85
107,School F1,E,"['Economics', 'History']","[1, 1]","[0, 2]",0,False,0,0,11,0.5,1,1,N,13,25
108,School A6,A,['English'],[3],[3],0,True,0,0,6,0.5,3,0,N,275,291
109,School D,D,['Science'],[2],[2],1,False,2,0,10,1.0,1,0,N,291,303
110,School O1,C,"['Literature', 'Maths', 'English']","[1, 1, 1]","[1, 3, 3]",0,False,0,0,9,1.0,0,0,N,226,240
111,School K2,A,['English'],[1],[1],1,True,0,0,12,1.0,0,2,advanced,277,293
112,School Q4,E,['History'],[3],[2],0,True,2,0,6,1.0,1,0,N,144,156
113,School G,A,"['Foreign Language', 'English']","[2, 1]","[3, 1]",1,False,2,0,7,0.5,0,0,N,225,240
114,School Q4,D,"['Physical Education', 'History', 'English', 'Maths']","[4, 3, 1, 1]","[4, 0, 0, 4]",0,False,1,0,7,0.5,0,0,N,183,200
115,School K4,B,"['English', 'Foreign Language']","[1, 3]","[0, 5]",0,True,2,0,5,0.5,0,0,N,169,182
116,School U3,A,"['Computer Science', 'Physical Education', 'History', 'Maths']","[3, 1, 3, 3]","[4, 1, 1, 0]",0,True,1,0,8,0.5,2,0,N,185,200
117,School V1,C,"['Maths', 'English']","[1, 2]","[5, 0]",0,False,2,0,4,0.5,1,0,N,222,239
118,School A7,C,"['Maths', 'English']","[1, 3]","[3, 5]",0,False,2,0,11,0.5,0,1,basic,271,289
119,School G2,B,['Physical Education'],[3],[1],0,True,2,0,6,0.5,0,0,N,97,115
120,School Z1,D,['Physical Education'],[2],[4],3,True,0,0,7,0.5,0,0,N,273,289
121,School G2,A,['Maths'],[1],[4],0,False,2,0,11,0.5,2,1,basic,119,131
122,School V1,A,['English'],[1],[3],0,True,0,0,12,1.0,1,2,advanced,64,72
123,School U3,A,"['English', 'History', 'Physical Education']","[1, 2, 2]","[4, 1, 1]",1,True,2,0,8,0.5,1,0,N,13,24
124,School B7,E,['Physical Education'],[2],[3],0,False,1,0,9,0.5,2,0,N,62,76
125,School P4,A,"['English', 'Computer Science']","[2, 4]","[5, 1]",0,True,2,0,12,0.5,1,2,advanced,223,241
126,School N4,E,['English'],[1],[3],0,False,0,0,10,0.5,1,0,N,207,223
127,School R1,E,['History'],[1],[4],0,False,1,0,9,0.5,0,0,N,32,47
