Student ID,School,Class,Subjects,Time Required,Grades,Social Disadvantage,Accepts Group,Home Help,Equipment,Year,Not Enough Help at Home,Weak student,Critical Year,Matriculation,Registration Date,Leaving Date
0,School P3,C,['Physical Education'],[2],[4],0,True,1,0,11,0.5,1,1,advanced,234,245
1,School P,D,"['Maths', 'English']","[4, 3]","[1, 1]",0,True,1,0,5,1.5,0,0,N,180,198
2,School S1,B,['Foreign Language'],[2],[0],2,True,2,0,7,1.0,1,0,N,146,161
3,School J,A,"['English', 'Physical Education', 'Computer Science', 'History']","[2, 1, 2, 2]","[0, 1, 4, 5]",0,False,0,0,12,1.0,0,2,advanced,212,228
4,School N2,D,['Literature'],[1],[0],0,False,2,0,9,0.5,0,0,N,148,163
5,School U4,A,['History'],[1],[3],0,True,0,0,10,0.5,2,0,N,115,129
6,School P6,E,['Economics'],[2],[3],1,True,2,0,11,1.0,0,1,N,276,291
7,School R6,C,['History'],[1],[0],2,True,1,0,8,0.5,2,0,N,210,224
8,School P3,C,"['Physical Education', 'History']","[3, 1]","[4, 0]",0,True,0,0,11,0.5,3,1,basic,87,99
9,School J4,C,"['Maths', 'Art']","[2, 1]","[2, 1]",1,True,2,0,4,1.0,1,0,N,182,200
10,School K,A,"['English', 'Computer Science']","[1, 2]","[0, 5]",0,False,2,0,12,0.5,0,2,advanced,247,262
11,School E5,D,"['Science', 'Art', 'Maths', 'Geography']","[2, 3, 2, 2]","[3, 3, 0, 2]",1,False,0,0,4,0.5,0,0,N,235,250
12,School H5,A,"['Physical Education', 'English', 'Economics']","[2, 1, 1]","[0, 2, 0]",0,True,2,0,11,1.0,2,1,N,10,23
13,School X6,B,['Physical Education'],[3],[0],0,True,2,0,9,0.5,0,0,N,132,147
14,School L3,A,"['Physical Education', 'History', 'Maths']","[2, 3, 1]","[1, 4, 0]",1,True,1,0,12,0.5,2,2,advanced,37,52
15,School W3,B,['Maths'],[3],[0],0,True,1,0,6,3.0,2,0,N,105,120
16,School W,E,"['Maths', 'Science']","[2, 3]","[1, 2]",0,True,2,0,4,0.5,2,0,N,210,225
17,School K,A,"['Physical Education', 'English']","[2, 4]","[2, 0]",0,True,2,0,5,2.0,1,0,N,68,80
18,School L,A,['History'],[2],[1],1,True,1,0,7,0.5,2,0,N,168,180
19,School S2,E,['Physical Education'],[1],[4],0,False,0,0,8,1.0,0,0,N,167,183
20,School V6,E,"['History', 'English', 'Maths']","[4, 3, 2]","[1, 2, 1]",0,True,1,0,9,0.5,2,0,N,152,167
21,School M3,A,"['Economics', 'Physical Education']","[3, 2]","[1, 2]",0,True,1,0,11,0.5,2,1,advanced,208,222
22,School O6,E,"['English', 'Physical Education']","[2, 3]","[1, 2]",0,True,2,0,7,1.0,0,0,N,288,301
23,School G6,E,"['History', 'Maths']","[1, 2]","[1, 4]",1,True,2,0,9,0.5,1,0,N,85,98
24,School H5,E,['Maths'],[1],[4],0,True,1,0,9,1.0,1,0,N,258,273
25,School F2,E,"['Maths', 'Physical Education', 'History']","[1, 1, 3]","[0, 1, 3]",0,True,1,0,7,0.5,0,0,N,260,274
26,School D4,C,['History'],[2],[0],0,True,2,0,8,0.5,0,0,N,49,61
27,School Y6,C,"['Maths', 'English']","[3, 3]","[0, 0]",0,False,0,0,10,1.0,1,0,N,54,66
28,School V,A,['History'],[3],[4],2,True,1,0,10,1.0,1,0,N,96,109
29,School Z,A,['Maths'],[2],[5],0,True,0,0,8,0.5,0,0,N,142,157
30,School R6,C,"['Physical Education', 'History']","[1, 1]","[5, 0]",0,True,1,0,8,2.0,1,0,N,153,167
31,School U3,D,"['Maths', 'Physical Education']","[1, 3]","[0, 4]",0,True,2,0,5,0.5,1,0,N,63,78
32,School J4,C,"['Science', 'Maths', 'Geography', 'Art']","[3, 3, 1, 1]","[3, 2, 0, 2]",0,True,0,0,4,1.0,1,0,N,153,165
33,School I2,B,"['Physical Education', 'History']","[1, 3]","[0, 5]",2,True,0,0,7,0.5,0,0,N,247,256
34,School J5,E,['History'],[4],[0],0,False,2,0,12,0.5,1,2,advanced,296,311
35,School O3,E,['English'],[2],[5],1,False,2,0,4,1.0,1,0,N,10,26
36,School F1,C,['Physical Education'],[1],[4],1,True,1,0,10,0.5,1,0,N,84,97
37,School U6,B,"['Foreign Language', 'Maths', 'History']","[1, 3, 1]","[0, 3, 1]",0,False,0,0,5,0.5,2,0,N,192,205
38,School Z,D,['English'],[1],[1],0,True,0,0,12,1.5,0,2,advanced,279,292
39,School R6,B,"['Physical Education', 'History']","[3, 1]","[4, 5]",0,True,1,0,11,1.0,1,1,N,10,26
40,School U,B,"['Science', 'Physical Education']","[2, 1]","[2, 3]",1,True,0,0,10,0.5,0,0,N,120,136
41,School I2,D,['English'],[3],[3],0,False,2,0,4,0.5,2,0,N,73,87
42,School U,B,"['English', 'Foreign Language']","[1, 1]","[1, 3]",0,True,0,0,5,1.0,0,0,N,223,236
43,School X5,D,"['Maths', 'History', 'English', 'Foreign Language']","[2, 3, 1, 3]","[1, 0, 1, 4]",0,False,2,0,5,3.0,0,0,N,263,277
44,School R6,C,"['History', 'English', 'Maths', 'Physical Education']","[1, 1, 1, 1]","[0, 3, 4, 0]",1,True,1,0,8,0.5,0,0,N,143,156
45,School J2,C,['Maths'],[3],[4],0,True,2,0,8,1.0,1,0,N,175,187
