Student ID,School,Class,Subjects,Time Required,Grades,Social Disadvantage,Accepts Group,Home Help,Equipment,Year,Not Enough Help at Home,Weak student,Critical Year,Matriculation,Registration Date,Leaving Date
0,School K5,D,"['English', 'Physical Education', 'History']","[1, 2, 4]","[1, 1, 3]",2,False,0,0,8,0.5,0,0,N,220,235
1,School V6,D,['Computer Science'],[3],[4],1,False,0,0,12,2.0,0,2,advanced,109,123
2,School O,B,['Maths'],[2],[3],0,True,0,0,5,0.5,2,0,N,127,142
3,School I6,D,"['Maths', 'History']","[3, 1]","[2, 4]",0,False,0,0,6,0.5,0,0,N,171,186
4,School T3,E,"['Geography', 'Maths']","[1, 4]","[5, 3]",0,False,0,0,4,0.5,0,0,N,160,173
5,School X,A,"['Physical Education', 'English']","[4, 2]","[1, 1]",3,True,1,0,6,1.0,0,0,N,206,219
6,School F1,D,"['Maths', 'English']","[3, 1]","[3, 3]",0,True,1,0,9,2.0,2,0,N,151,163
7,School E1,D,['History'],[2],[0],0,True,0,0,5,0.5,0,0,N,205,221
8,School Z1,B,"['English', 'Physical Education']","[3, 2]","[4, 0]",1,True,0,0,5,2.0,1,0,N,24,40
9,School O4,D,"['Physical Education', 'History']","[3, 4]","[2, 3]",0,True,2,0,8,0.5,0,0,N,87,100
10,School W5,C,['Physical Education'],[1],[3],0,True,1,0,12,1.0,2,2,advanced,1,11
11,School L7,C,['English'],[3],[5],2,True,2,0,9,1.0,1,0,N,233,247
12,School L,A,['Foreign Language'],[2],[1],1,True,0,0,7,0.5,1,0,N,155,169
13,School Y6,A,['Maths'],[1],[4],1,True,1,0,11,1.0,1,1,N,241,255
14,School X5,E,"['Physical Education', 'Maths']","[1, 3]","[2, 1]",3,True,0,0,7,0.5,0,0,N,40,57
15,School W3,E,"['History', 'Computer Science']","[1, 3]","[5, 5]",0,True,1,0,12,0.5,1,2,advanced,210,225
16,School S6,A,"['Physical Education', 'English']","[1, 1]","[0, 0]",0,False,0,0,11,0.5,2,1,N,263,276
17,School O5,E,"['Art', 'Geography']","[1, 2]","[0, 0]",0,True,2,0,4,2.0,1,0,N,7,17
18,School O,B,"['Physical Education', 'Maths']","[1, 2]","[0, 4]",0,False,2,0,5,0.5,0,0,N,122,137
19,School X5,E,['Physical Education'],[1],[2],1,True,1,0,7,2.0,0,0,N,90,103
20,School N1,A,"['Physical Education', 'History', 'English']","[2, 2, 2]","[5, 5, 1]",0,False,2,0,5,0.5,0,0,N,55,67
21,School G5,E,['Maths'],[4],[0],0,True,1,0,11,0.5,0,1,basic,218,235
22,School G4,C,['Physical Education'],[4],[2],0,True,1,0,10,0.5,2,0,N,215,231
23,School E2,A,"['English', 'Maths', 'History']","[1, 1, 1]","[2, 0, 4]",0,True,0,0,9,0.5,1,0,N,31,45
24,School O4,A,"['Maths', 'English']","[1, 1]","[0, 2]",0,True,2,0,9,1.0,0,0,N,150,162
25,School M7,C,['Physical Education'],[1],[5],0,True,1,0,7,1.0,1,0,N,30,45
26,School L1,E,['Physical Education'],[2],[1],0,True,2,0,11,2.0,1,1,basic,176,188
27,School R1,E,"['Geography', 'Maths']","[4, 2]","[3, 4]",0,True,2,0,4,0.5,0,0,N,201,218
28,School E5,B,['History'],[3],[2],0,True,0,0,10,0.5,1,0,N,104,118
29,School A7,B,['Maths'],[3],[3],0,False,0,0,7,0.5,0,0,N,267,282
30,School G3,D,['Physical Education'],[2],[2],2,True,2,0,6,0.5,0,0,N,216,230
31,School J7,B,"['Literature', 'English', 'History']","[4, 1, 1]","[1, 0, 0]",0,False,1,0,9,0.5,2,0,N,131,146
32,School L7,C,"['Maths', 'History', 'English', 'Literature']","[3, 4, 3, 2]","[5, 5, 4, 5]",0,True,1,0,9,0.5,1,0,N,187,204
33,School T5,D,"['Science', 'Art']","[2, 4]","[1, 0]",0,False,0,0,4,0.5,0,0,N,157,173
34,School L7,C,['History'],[4],[5],0,True,0,0,9,0.5,0,0,N,160,175
35,School G2,C,"['Science', 'Maths']","[1, 2]","[5, 4]",1,True,2,0,10,1.0,0,0,N,164,176
36,School Z4,A,['Physical Education'],[3],[0],0,True,0,0,7,1.0,0,0,N,208,224
37,School N3,C,['Maths'],[3],[3],1,True,0,0,4,0.5,0,0,N,224,238
38,School U5,B,['Physical Education'],[2],[4],2,True,0,0,12,0.5,1,2,advanced,281,296
39,School Y3,D,['Maths'],[1],[3],3,True,0,0,5,0.5,1,0,N,54,69
40,School R,C,['Physical Education'],[2],[0],0,False,2,0,8,1.0,0,0,N,57,73
41,School R3,A,"['English', 'Maths']","[2, 1]","[1, 2]",0,True,2,0,5,1.0,0,0,N,167,180
42,School T1,C,['Foreign Language'],[3],[5],0,True,2,0,7,1.0,0,0,N,106,124
43,School Y3,A,['Science'],[3],[2],0,True,0,0,4,0.5,0,0,N,152,164
44,School X3,C,"['History', 'English', 'Physical Education', 'Maths']","[3, 1, 1, 4]","[3, 5, 5, 1]",0,True,0,0,11,0.5,0,1,advanced,191,206
45,School U2,A,['Physical Education'],[4],[2],0,True,2,0,5,0.5,3,0,N,79,97
46,School Z,E,"['Physical Education', 'English']","[2, 2]","[4, 3]",0,True,2,0,12,1.0,1,2,advanced,171,185
47,School P6,B,"['Physical Education', 'Maths']","[1, 3]","[0, 1]",2,True,1,0,12,0.5,1,2,advanced,131,146
48,School F2,C,['Science'],[1],[1],0,True,0,0,4,0.5,2,0,N,152,164
49,School D4,E,"['Maths', 'Physical Education']","[1, 3]","[1, 2]",3,True,0,0,8,0.5,1,0,N,26,39
50,School P1,B,['English'],[1],[0],0,True,0,0,4,0.5,0,0,N,125,137
51,School Y2,B,"['History', 'Literature']","[2, 1]","[3, 1]",0,True,1,0,9,0.5,1,0,N,135,148
52,School R6,D,['Foreign Language'],[3],[4],0,False,1,0,6,0.5,0,0,N,211,226
53,School W3,D,['Physical Education'],[4],[2],1,True,1,0,5,1.0,0,0,N,163,175
54,School O3,C,['Maths'],[3],[5],0,True,0,0,10,0.5,0,0,N,219,235
55,School J4,D,"['History', 'Physical Education']","[1, 2]","[2, 0]",0,False,1,0,6,1.0,2,0,N,212,227
56,School L5,A,['English'],[2],[1],0,False,0,0,8,0.5,0,0,N,27,39
57,School G2,E,"['English', 'Science']","[2, 2]","[3, 1]",2,True,2,0,4,0.5,3,0,N,142,158
58,School I3,C,"['Physical Education', 'History']","[1, 1]","[5, 5]",0,False,0,0,8,1.0,1,0,N,157,172
59,School C6,D,"['Foreign Language', 'History']","[2, 1]","[5, 5]",0,True,1,0,6,0.5,0,0,N,234,246
60,School Y1,D,['Physical Education'],[3],[4],0,False,0,0,7,1.0,0,0,N,234,248
61,School T4,D,['Physical Education'],[1],[4],3,True,0,0,10,1.0,2,0,N,107,124
62,School A4,C,['History'],[4],[2],1,True,0,0,5,0.5,0,0,N,46,62
63,School Z4,D,['Maths'],[2],[0],0,False,2,0,7,1.0,1,0,N,24,40
64,School A2,B,"['Maths', 'Physical Education']","[1, 2]","[5, 5]",0,False,1,0,11,1.0,0,1,basic,42,60
65,School D1,D,"['English', 'Maths', 'Physical Education', 'History']","[1, 2, 4, 3]","[4, 4, 5, 4]",0,False,0,0,10,0.5,0,0,N,192,208
66,School D,D,['Foreign Language'],[2],[0],0,False,2,0,5,0.5,0,0,N,201,219
67,School L1,A,"['English', 'Foreign Language', 'Physical Education']","[2, 1, 3]","[2, 5, 2]",0,False,2,0,5,0.5,0,0,N,11,23
68,School C6,D,['History'],[1],[5],2,True,1,0,6,1.0,2,0,N,202,212
69,School J3,B,['English'],[3],[2],0,True,0,0,11,0.5,0,1,basic,3,16
