Day,Available Students,Available Mentors,Individual Activities,Group Activities,Total Hours Allocated,Volume,Social Points,Preference Points,Students Involved,Execution Time
2,2,2,2,0,3.0,3.0,4.0,23.0,1.0,0.0075871944427490234
4,4,3,2,0,2.0,2.0,6.5,25.0,2.0,0.01578521728515625
6,5,4,3,0,6.0,6.0,6.0,33.0,2.0,0.022095918655395508
8,5,5,0,0,0.0,0.0,0.0,0.0,0.0,0.024888992309570312
10,6,6,2,0,5.0,5.0,3.0,20.0,1.0,0.03521585464477539
12,12,7,5,0,7.0,7.0,25.0,59.0,3.0,0.12111687660217285
14,13,8,0,0,0.0,0.0,0.0,0.0,0.0,0.15427613258361816
16,13,9,1,0,1.0,1.0,2.0,10.0,1.0,0.15932679176330566
18,17,10,6,0,14.0,14.0,31.5,64.0,4.0,0.27460718154907227
20,20,11,2,0,4.0,4.0,7.0,25.0,2.0,0.42041015625
22,21,12,0,0,0.0,0.0,0.0,0.0,0.0,0.4821040630340576
24,24,13,7,0,15.0,15.0,46.0,73.0,3.0,0.7393357753753662
26,22,14,1,0,3.0,3.0,2.5,12.0,1.0,0.6065940856933594
28,22,15,2,0,4.0,4.0,6.5,25.0,2.0,0.6811819076538086
30,24,16,4,0,5.0,5.0,24.0,45.0,4.0,0.8301010131835938
32,23,17,0,0,0.0,0.0,0.0,0.0,0.0,0.8093850612640381
34,25,18,2,0,4.0,4.0,33.5,21.0,2.0,0.9893057346343994
36,26,19,3,1,7.0,7.8,36.5,55.0,5.0,1.0187740325927734
38,28,20,3,0,7.0,7.0,23.0,31.0,3.0,1.2508389949798584
40,28,21,3,0,6.0,6.0,12.5,32.0,3.0,1.2110052108764648
42,26,22,2,0,6.0,6.0,12.0,19.0,2.0,0.9975297451019287
44,27,22,1,0,2.0,2.0,-2.0,11.0,1.0,1.0232391357421875
46,29,23,0,0,0.0,0.0,0.0,0.0,0.0,1.1848790645599365
48,30,24,1,0,2.0,2.0,1.0,9.0,1.0,1.5157570838928223
50,30,25,3,0,5.0,5.0,17.5,36.0,3.0,1.6749858856201172
52,33,25,4,0,8.0,8.0,15.5,43.0,4.0,1.5626270771026611
54,34,25,1,0,2.0,2.0,2.0,7.0,1.0,1.65948486328125
56,33,26,0,0,0.0,0.0,0.0,0.0,0.0,1.4925129413604736
58,32,26,3,0,5.0,5.0,13.0,38.0,3.0,1.4412100315093994
60,31,24,1,0,1.0,1.0,1.5,10.0,1.0,1.1860032081604004
62,33,23,1,0,2.0,2.0,2.0,10.0,1.0,1.045767068862915
64,33,23,0,0,0.0,0.0,0.0,0.0,0.0,0.9182331562042236
66,29,21,3,1,7.0,9.2,46.5,60.0,5.0,0.8711090087890625
68,26,22,2,0,5.0,5.0,2.5,25.0,2.0,0.6560273170471191
70,21,20,1,0,2.0,2.0,1.5,10.0,1.0,0.3934648036956787
72,18,17,0,0,0.0,0.0,0.0,0.0,0.0,0.23212099075317383
74,23,16,2,0,3.0,3.0,10.0,24.0,2.0,0.3840630054473877
76,19,13,0,0,0.0,0.0,0.0,0.0,0.0,0.15863776206970215
78,15,14,2,0,3.0,3.0,9.0,23.0,2.0,0.1291828155517578
80,19,14,3,0,4.0,4.0,16.5,35.0,3.0,0.15629839897155762
82,17,15,0,0,0.0,0.0,0.0,0.0,0.0,0.13953375816345215
84,17,15,0,0,0.0,0.0,0.0,0.0,0.0,0.1565718650817871
86,18,15,0,0,0.0,0.0,0.0,0.0,0.0,0.18930482864379883
88,15,16,0,0,0.0,0.0,0.0,0.0,0.0,0.13838410377502441
90,20,15,6,0,8.0,8.0,30.0,56.0,6.0,0.16241979598999023
92,24,16,3,1,6.0,6.8,15.5,52.0,4.0,0.2414991855621338
94,27,17,2,0,4.0,4.0,4.5,21.0,2.0,0.36748385429382324
96,25,18,6,0,10.0,10.0,13.5,61.0,5.0,0.28718113899230957
98,27,16,2,0,3.0,3.0,24.5,25.0,2.0,0.3293771743774414
100,26,16,0,0,0.0,0.0,0.0,0.0,0.0,0.36300015449523926
102,28,15,3,0,7.0,7.0,11.5,35.0,3.0,0.39972615242004395
104,30,16,1,0,2.0,2.0,3.0,13.0,1.0,0.4653918743133545
106,28,16,3,1,6.0,6.8,16.5,62.0,5.0,0.5443868637084961
108,28,17,1,0,3.0,3.0,3.5,9.0,1.0,0.48496294021606445
110,26,17,1,0,1.0,1.0,2.5,12.0,1.0,0.5163650512695312
112,24,17,6,0,7.0,7.0,25.5,58.0,6.0,0.3630688190460205
114,23,18,2,0,5.0,5.0,49.0,18.0,2.0,0.2871549129486084
116,23,17,1,0,2.0,2.0,3.5,11.0,1.0,0.28172802925109863
118,22,18,3,0,6.0,6.0,10.5,36.0,3.0,0.30953311920166016
120,24,18,1,0,2.0,2.0,0.5,11.0,1.0,0.38606977462768555
122,25,16,3,0,5.0,5.0,27.0,35.0,2.0,0.33580613136291504
124,22,16,1,0,1.0,1.0,5.5,11.0,1.0,0.20542216300964355
126,24,17,3,0,4.0,4.0,29.0,37.0,3.0,0.37067198753356934
