Student ID,School,Class,Subjects,Time Required,Grades,Social Disadvantage,Accepts Group,Home Help,Equipment,Year,Not Enough Help at Home,Weak student,Critical Year,Matriculation,Registration Date,Leaving Date
0,School F,E,['Art'],[4],[3],0,True,2,0,4,1.5,2,0,N,228,241
1,School F,E,"['English', 'Geography', 'Science', 'Art']","[2, 1, 2, 4]","[1, 1, 1, 2]",1,True,0,0,4,0.5,2,0,N,110,123
2,School I3,C,"['Computer Science', 'English', 'Physical Education']","[2, 3, 3]","[5, 2, 4]",1,True,0,0,8,1.0,0,0,N,20,32
3,School E1,E,"['History', 'Computer Science']","[3, 3]","[0, 4]",0,False,0,0,12,0.5,2,2,advanced,88,105
4,School W2,E,"['Foreign Language', 'English']","[2, 1]","[5, 4]",1,False,2,0,7,2.0,1,0,N,220,233
5,School N2,A,['Physical Education'],[1],[1],0,True,2,0,9,0.5,0,0,N,15,32
6,School Q,A,"['Maths', 'English']","[1, 2]","[1, 3]",0,True,0,0,5,0.5,1,0,N,220,232
7,School J1,E,"['English', 'History', 'Maths']","[3, 1, 1]","[1, 4, 4]",0,True,2,0,7,1.0,0,0,N,50,65
8,School O5,C,['English'],[2],[4],0,True,0,0,10,0.5,0,0,N,210,226
9,School L5,A,['Foreign Language'],[4],[4],1,True,1,0,6,1.0,1,0,N,45,63
10,School U4,A,"['History', 'Physical Education', 'Maths', 'English']","[1, 2, 2, 1]","[5, 1, 5, 1]",0,True,0,0,11,1.0,2,1,basic,54,72
11,School F,E,"['Art', 'Geography']","[3, 2]","[3, 4]",1,True,2,0,4,1.5,1,0,N,41,54
12,School M6,B,['History'],[2],[1],0,True,1,0,7,1.0,2,0,N,102,116
13,School R1,B,"['Physical Education', 'History']","[1, 3]","[0, 0]",0,True,0,0,8,3.0,0,0,N,129,145
14,School I3,C,"['English', 'Maths']","[4, 1]","[1, 5]",2,True,0,0,8,2.0,1,0,N,84,99
15,School O4,E,"['Maths', 'Science']","[1, 3]","[4, 2]",3,True,2,0,10,0.5,0,0,N,44,55
16,School J3,A,"['Maths', 'Economics', 'History']","[2, 3, 1]","[4, 4, 5]",0,False,0,0,11,1.0,2,1,basic,78,91
17,School O4,C,['Physical Education'],[1],[1],0,False,2,0,8,1.0,1,0,N,278,295
18,School T1,C,['Physical Education'],[3],[2],1,True,1,0,6,0.5,3,0,N,270,283
19,School G6,E,['Economics'],[4],[0],0,True,2,0,11,0.5,2,1,N,126,141
20,School I3,E,"['History', 'Physical Education', 'Maths', 'Foreign Language']","[2, 3, 3, 1]","[2, 3, 2, 1]",1,False,1,0,7,0.5,1,0,N,163,179
21,School X1,B,['Physical Education'],[3],[0],0,True,2,0,7,0.5,0,0,N,109,121
22,School K,D,['Foreign Language'],[3],[1],1,True,2,0,6,1.0,1,0,N,28,40
23,School Q6,A,"['Physical Education', 'Maths', 'Foreign Language']","[3, 2, 1]","[2, 4, 3]",1,True,0,0,6,1.0,0,0,N,59,73
24,School G4,E,"['Maths', 'Computer Science']","[2, 2]","[5, 2]",0,True,1,0,12,0.5,1,2,advanced,172,185
25,School J,D,['Economics'],[2],[5],1,True,0,0,11,0.5,0,1,advanced,219,232
26,School M7,D,"['History', 'English']","[1, 2]","[2, 3]",0,True,2,0,6,0.5,1,0,N,224,239
27,School E,B,['Foreign Language'],[2],[0],1,True,1,0,7,0.5,2,0,N,31,45
28,School E5,D,"['Maths', 'Foreign Language']","[2, 3]","[2, 0]",3,True,0,0,7,0.5,1,0,N,176,193
29,School S7,B,"['English', 'Science']","[3, 1]","[1, 3]",0,True,0,0,10,1.0,0,0,N,25,36
30,School N2,A,"['Physical Education', 'Literature', 'Maths']","[1, 3, 1]","[0, 5, 5]",0,True,0,0,9,0.5,0,0,N,86,98
31,School B4,C,"['English', 'Science']","[2, 1]","[2, 1]",0,True,2,0,10,0.5,0,0,N,247,259
32,School Q1,A,"['Literature', 'Physical Education', 'English', 'Maths']","[1, 2, 1, 1]","[1, 0, 4, 4]",0,False,0,0,9,1.0,0,0,N,15,24
33,School D2,E,['English'],[2],[5],0,True,1,0,11,0.5,1,1,N,252,265
34,School O7,E,['Physical Education'],[3],[0],0,False,2,0,11,1.0,1,1,advanced,135,150
35,School K,E,['History'],[3],[2],3,True,1,0,9,0.5,0,0,N,68,82
36,School G6,E,"['Physical Education', 'Economics']","[2, 3]","[4, 1]",0,True,1,0,11,1.0,1,1,basic,205,218
37,School F,E,"['Science', 'English', 'Art', 'Maths']","[3, 1, 4, 2]","[3, 2, 3, 3]",0,True,0,0,4,0.5,1,0,N,280,295
38,School Q3,E,['Foreign Language'],[1],[0],0,True,1,0,6,1.0,0,0,N,49,62
39,School T2,A,"['Maths', 'Art', 'Science', 'Geography']","[1, 2, 1, 2]","[1, 1, 2, 1]",0,False,1,0,4,1.0,0,0,N,104,117
40,School Q2,E,['Maths'],[2],[3],2,True,2,0,8,0.5,1,0,N,175,185
41,School S6,D,['Physical Education'],[1],[3],1,True,2,0,10,0.5,0,0,N,231,244
42,School F3,A,['Maths'],[3],[2],0,True,0,0,7,1.0,2,0,N,106,118
43,School X4,C,"['History', 'English']","[2, 4]","[3, 1]",0,True,2,0,12,0.5,1,2,advanced,236,251
44,School P2,E,['English'],[3],[3],1,True,2,0,8,1.0,1,0,N,58,71
45,School G4,B,['English'],[1],[0],0,True,2,0,5,0.5,1,0,N,212,229
46,School T5,D,['History'],[3],[4],0,True,1,0,11,1.0,2,1,advanced,105,120
47,School K7,E,['Art'],[2],[4],0,True,2,0,4,1.0,1,0,N,190,208
48,School I1,B,['English'],[4],[0],0,True,0,0,9,1.0,3,0,N,58,73
49,School K,E,"['History', 'English']","[3, 1]","[2, 3]",3,True,0,0,9,1.0,1,0,N,86,99
50,School L3,B,['Maths'],[3],[3],2,True,2,0,11,1.0,0,1,advanced,120,134
51,School U1,D,"['Foreign Language', 'English']","[3, 4]","[2, 0]",0,False,2,0,7,0.5,1,0,N,135,148
52,School J3,A,['History'],[3],[4],0,True,0,0,9,0.5,3,0,N,194,207
53,School V4,E,"['Foreign Language', 'Maths']","[1, 3]","[5, 2]",0,True,0,0,7,0.5,1,0,N,259,275
54,School Q,A,"['English', 'Maths']","[1, 2]","[3, 1]",0,True,1,0,5,1.0,1,0,N,68,82
55,School Q,A,"['Physical Education', 'Maths', 'History', 'Foreign Language']","[2, 2, 2, 3]","[1, 2, 0, 1]",0,True,1,0,5,0.5,0,0,N,258,274
56,School D6,A,['Physical Education'],[2],[1],2,True,2,0,10,1.0,2,0,N,266,278
57,School Q3,B,['English'],[2],[3],1,True,2,0,11,0.5,0,1,advanced,74,88
58,School B5,A,"['English', 'History']","[1, 3]","[1, 0]",2,False,0,0,5,1.5,0,0,N,16,31
59,School D1,B,"['History', 'Literature', 'English', 'Physical Education']","[3, 1, 2, 4]","[5, 0, 5, 0]",1,True,2,0,9,1.0,0,0,N,14,28
60,School Q,A,['English'],[2],[3],0,True,1,0,5,1.0,0,0,N,270,286
61,School X,D,['Maths'],[1],[2],2,False,1,0,11,0.5,1,1,basic,294,308
62,School H6,C,['Maths'],[2],[0],0,False,0,0,12,1.0,1,2,advanced,63,76
