Mentor ID,Subjects,Max Group Capacity per Subject,Social Disadvantage Preference,Accepts Group,Time Capacity,Social Index,Student Year Preference,Social Preference,GPM,GPM_PM,GPM_SM,GPM_WM,Registration Date,Leaving Date
0,"['Literature', 'Maths', 'English']","[4, 2, 5]",0,True,8,1,1,3,N,0,1,0.0,124,145
1,['English'],[4],0,False,2,1,N,0,N,0,1,0.0,46,67
2,"['Computer Science', 'Art']","[2, 5]",1,False,3,1,0,1,N,0,1,0.0,158,177
3,['Foreign Language'],[3],1,True,5,1,N,3,N,0,1,0.0,122,138
4,"['Physics', 'History', 'Economics', 'Literature', 'English']","[2, 3, 2, 4, 5]",1,False,7,0,N,0,N,0,1,0.0,230,251
5,"['Maths', 'Chemistry']","[2, 5]",3,False,2,3,N,0,N,0,1,0.0,276,294
6,"['Chemistry', 'Economics', 'Maths', 'Science']","[5, 5, 3, 4]",1,True,6,0,N,3,N,0,1,0.0,152,169
7,"['Physical Education', 'Maths', 'English', 'Physics']","[3, 3, 5, 4]",3,False,6,1,N,3,N,0,1,0.0,190,206
8,['Economics'],[4],0,True,1,0,0,0,N,0,1,0.0,18,35
9,"['Chemistry', 'Computer Science', 'Foreign Language', 'English']","[5, 5, 5, 3]",1,True,6,1,2,1,N,0,1,0.0,234,249
10,"['Literature', 'Chemistry', 'Science']","[3, 5, 3]",1,True,3,0,N,0,N,0,1,0.0,58,74
11,"['Science', 'Literature', 'Biology', 'Foreign Language']","[4, 3, 2, 4]",1,False,8,0,N,0,N,0,1,0.0,106,124
12,"['History', 'English', 'Computer Science']","[3, 4, 3]",0,False,9,1,N,1,S,1,0,4.5,174,189
13,"['History', 'Art', 'Science']","[3, 2, 3]",0,True,6,0,N,1,N,0,1,0.0,282,302
14,"['Music', 'Maths']","[2, 4]",0,False,4,0,N,1,N,0,1,0.0,136,153
15,['English'],[3],0,False,3,1,N,0,N,0,1,0.0,206,223
16,"['History', 'Physical Education', 'Foreign Language']","[2, 3, 4]",0,True,2,0,2,0,N,0,1,0.0,8,27
17,"['Maths', 'Science']","[4, 4]",1,False,2,0,2,0,N,0,1,0.0,186,202
18,"['Computer Science', 'Music', 'History']","[4, 4, 5]",0,False,5,1,N,1,N,0,1,0.0,120,135
19,['Economics'],[4],3,True,2,0,N,0,N,0,1,0.0,262,278
20,['Foreign Language'],[2],3,True,2,0,0,3,N,0,1,0.0,26,44
21,"['Biology', 'Literature', 'English']","[5, 2, 5]",3,False,5,0,N,3,N,0,1,0.0,244,260
22,['Art'],[2],0,True,2,1,1,1,N,0,1,0.0,22,43
23,['Physical Education'],[4],1,False,1,1,1,1,N,0,1,0.0,70,85
24,"['Computer Science', 'History', 'Foreign Language', 'Biology', 'Science']","[5, 4, 3, 3, 3]",0,True,10,0,N,0,N,0,1,0.0,168,182
25,['English'],[4],3,False,2,0,0,3,N,0,1,0.0,98,116
26,"['Art', 'Maths', 'Economics']","[2, 4, 4]",3,True,2,1,N,0,N,0,1,0.0,280,300
27,"['Geography', 'History']","[3, 5]",0,True,5,0,1,1,M,1,0,3.0,30,51
28,"['Economics', 'Foreign Language', 'Computer Science']","[3, 4, 3]",1,True,9,0,N,1,N,0,1,0.0,80,96
29,"['English', 'Physics']","[2, 2]",1,False,6,0,N,3,N,0,1,0.0,232,251
30,"['Music', 'Science', 'Physical Education', 'Biology']","[3, 2, 2, 3]",0,True,6,0,N,1,S,1,0,4.5,112,127
31,"['Art', 'Computer Science', 'Literature']","[5, 3, 5]",1,True,9,0,N,0,N,0,1,0.0,196,211
