Mentor ID,Subjects,Max Group Capacity per Subject,Social Disadvantage Preference,Accepts Group,Time Capacity,Social Index,Student Year Preference,Social Preference,GPM,GPM_PM,GPM_SM,GPM_WM,Registration Date,Leaving Date
0,['Physical Education'],[5],0,True,2,0,N,1,N,0,1,0.0,18,34
1,"['Science', 'Physics']","[3, 3]",0,False,6,0,1,3,N,0,1,0.0,224,242
2,['Science'],[4],3,False,8,0,N,0,N,0,1,0.0,92,107
3,"['Art', 'English', 'Maths']","[4, 4, 4]",0,True,3,0,0,1,N,0,1,0.0,272,288
4,"['Music', 'Computer Science', 'Geography']","[3, 4, 3]",3,True,6,3,N,0,N,0,1,0.0,184,203
5,"['Foreign Language', 'Biology', 'Physics', 'History', 'Computer Science']","[2, 3, 5, 3, 2]",0,False,10,0,N,0,N,0,1,0.0,186,200
6,['Chemistry'],[4],1,False,9,1,2,0,N,0,1,0.0,158,179
7,['Physical Education'],[4],0,True,4,1,2,0,M,1,0,3.0,122,140
8,"['Literature', 'Foreign Language']","[2, 2]",3,False,5,1,N,1,N,0,1,0.0,176,197
9,"['English', 'Physics', 'Literature']","[2, 3, 5]",3,False,1,0,N,1,N,0,1,0.0,156,172
10,"['Art', 'Physics', 'Maths']","[2, 2, 5]",0,False,2,1,N,0,M,1,0,3.0,54,69
11,"['Chemistry', 'Physics', 'Literature']","[5, 5, 3]",3,False,1,0,2,3,N,0,1,0.0,56,73
12,['Biology'],[4],1,True,1,0,N,1,N,0,1,0.0,76,95
13,['Biology'],[3],3,True,1,0,N,0,N,0,1,0.0,24,41
14,"['Geography', 'Chemistry', 'Maths', 'Science', 'Art']","[2, 4, 4, 2, 3]",1,True,10,0,1,3,N,0,1,0.0,180,197
15,"['Maths', 'Literature', 'Art', 'English']","[2, 5, 3, 4]",1,False,5,1,N,0,N,0,1,0.0,294,310
16,['Maths'],[2],0,False,6,0,0,3,N,0,1,0.0,196,214
17,['English'],[4],0,True,3,1,N,1,N,0,1,0.0,138,159
18,"['Economics', 'Foreign Language']","[3, 4]",3,False,3,0,N,3,N,0,1,0.0,232,251
19,"['Computer Science', 'Geography', 'Physical Education']","[5, 2, 3]",0,True,2,0,N,1,N,0,1,0.0,124,139
20,['History'],[5],0,False,5,0,N,3,N,0,1,0.0,246,265
21,"['English', 'Physics', 'Music', 'Science']","[5, 5, 4, 5]",3,True,6,0,1,0,M,1,0,3.0,194,208
22,"['Chemistry', 'Physics']","[3, 3]",0,False,5,0,2,1,N,0,1,0.0,16,32
23,"['Computer Science', 'History', 'Art', 'Physics']","[4, 2, 3, 2]",1,True,10,0,0,1,N,0,1,0.0,44,63
24,"['History', 'Art', 'Computer Science']","[4, 4, 3]",3,True,7,1,N,1,N,0,1,0.0,48,68
25,"['Chemistry', 'Art']","[3, 2]",0,False,1,0,N,1,S,1,0,4.5,36,51
26,['Physical Education'],[5],0,False,3,1,N,3,N,0,1,0.0,144,164
27,"['Computer Science', 'History']","[2, 5]",3,False,2,0,N,1,N,0,1,0.0,100,114
28,"['Art', 'Literature']","[2, 2]",0,True,3,1,N,0,N,0,1,0.0,262,276
29,"['Science', 'Computer Science', 'Literature']","[3, 4, 3]",3,True,5,1,2,3,N,0,1,0.0,220,241
30,"['Foreign Language', 'Physical Education', 'Biology']","[5, 2, 2]",3,False,2,1,2,3,N,0,1,0.0,152,169
31,"['Computer Science', 'Physics', 'Chemistry']","[2, 3, 2]",3,False,9,1,N,1,N,0,1,0.0,146,166
