Day,Available Students,Available Mentors,Individual Activities,Group Activities,Total Hours Allocated,Volume,Social Points,Preference Points,Students Involved,Execution Time
4,2,3,3,0,7.0,7.0,7.5,29.0,2.0,0.012279033660888672
6,5,4,2,0,3.0,3.0,12.0,21.0,2.0,0.02077198028564453
8,7,5,2,0,4.0,4.0,4.0,21.0,2.0,0.043840885162353516
10,7,6,0,0,0.0,0.0,0.0,0.0,0.0,0.028844118118286133
12,8,7,0,0,0.0,0.0,0.0,0.0,0.0,0.03658914566040039
14,10,8,1,0,3.0,3.0,1.5,9.0,1.0,0.06450104713439941
16,10,9,0,0,0.0,0.0,0.0,0.0,0.0,0.080841064453125
18,12,10,1,0,1.0,1.0,10.5,6.0,1.0,0.11545395851135254
20,12,10,1,0,3.0,3.0,5.0,11.0,1.0,0.12463998794555664
22,16,10,4,0,7.0,7.0,14.0,46.0,4.0,0.1573951244354248
24,18,11,1,0,1.0,1.0,5.0,9.0,1.0,0.22372698783874512
26,19,12,0,0,0.0,0.0,0.0,0.0,0.0,0.28237295150756836
28,19,13,2,0,3.0,3.0,43.0,18.0,2.0,0.27039194107055664
30,19,13,1,0,1.0,1.0,2.5,11.0,1.0,0.29681897163391113
32,22,14,3,0,4.0,4.0,39.5,36.0,3.0,0.2636380195617676
34,22,14,2,0,5.0,5.0,16.0,20.0,2.0,0.21466612815856934
36,20,15,3,0,6.0,6.0,16.0,32.0,3.0,0.22141599655151367
38,21,15,0,0,0.0,0.0,0.0,0.0,0.0,0.24832797050476074
40,17,15,1,0,1.0,1.0,1.5,13.0,1.0,0.17806506156921387
42,18,16,1,0,1.0,1.0,4.5,13.0,1.0,0.17409682273864746
44,18,16,2,1,8.0,8.8,9.5,47.0,4.0,0.2700328826904297
46,17,17,2,0,3.0,3.0,10.0,24.0,2.0,0.2018122673034668
48,20,17,4,1,8.0,8.1,43.0,68.0,5.0,0.3383951187133789
50,20,18,1,0,2.0,2.0,5.5,10.0,1.0,0.3829169273376465
52,20,17,0,0,0.0,0.0,0.0,0.0,0.0,0.4245767593383789
54,19,17,0,0,0.0,0.0,0.0,0.0,0.0,0.36673927307128906
56,17,16,0,0,0.0,0.0,0.0,0.0,0.0,0.3807210922241211
58,19,17,2,0,4.0,4.0,4.0,20.0,1.0,0.49751782417297363
60,16,18,4,0,8.0,8.0,16.0,41.0,4.0,0.3689279556274414
62,19,17,2,0,2.0,2.0,16.0,25.0,2.0,0.6700286865234375
64,20,18,3,0,5.0,5.0,13.5,36.0,2.0,0.5551791191101074
66,19,17,2,0,2.0,2.0,10.0,25.0,2.0,0.516960859298706
68,20,18,4,0,9.0,9.0,11.0,43.0,4.0,0.6367671489715576
70,21,18,0,0,0.0,0.0,0.0,0.0,0.0,0.7332489490509033
72,21,19,0,0,0.0,0.0,0.0,0.0,0.0,0.6388309001922607
74,21,19,2,0,6.0,6.0,11.5,23.0,2.0,0.656343936920166
76,22,20,5,1,8.0,8.8,29.5,73.0,5.0,0.7864689826965332
78,19,19,4,0,5.0,5.0,6.0,36.0,4.0,0.4102180004119873
80,18,20,1,0,1.0,1.0,1.5,13.0,1.0,0.3925130367279053
82,21,18,5,0,9.0,9.0,16.5,48.0,3.0,0.4466550350189209
84,20,18,0,0,0.0,0.0,0.0,0.0,0.0,0.3609800338745117
86,23,19,2,0,2.0,2.0,6.0,23.0,2.0,0.5703549385070801
88,22,19,1,0,2.0,2.0,6.0,8.0,1.0,0.5101718902587891
90,21,20,0,0,0.0,0.0,0.0,0.0,0.0,0.5851480960845947
92,24,21,4,0,8.0,8.0,10.0,48.0,3.0,0.7386970520019531
94,26,20,4,0,6.0,6.0,29.0,45.0,3.0,0.8478689193725586
96,25,21,0,0,0.0,0.0,0.0,0.0,0.0,0.6867918968200684
98,27,21,2,0,5.0,5.0,10.0,25.0,2.0,0.5951449871063232
100,26,21,5,0,12.0,12.0,23.0,61.0,5.0,0.7286069393157959
102,24,21,0,0,0.0,0.0,0.0,0.0,0.0,0.5648219585418701
104,24,20,1,0,3.0,3.0,4.0,9.0,1.0,0.4878220558166504
106,23,20,2,0,5.0,5.0,36.0,19.0,2.0,0.42379093170166016
108,20,19,1,0,2.0,2.0,1.5,9.0,1.0,0.3468921184539795
110,18,19,1,0,1.0,1.0,4.5,9.0,1.0,0.24944114685058594
112,24,20,6,0,14.0,14.0,19.0,73.0,6.0,0.33540821075439453
114,22,19,1,0,2.0,2.0,4.5,13.0,1.0,0.34461283683776855
116,20,19,0,0,0.0,0.0,0.0,0.0,0.0,0.30197811126708984
118,23,19,2,0,2.0,2.0,9.0,19.0,2.0,0.43736791610717773
120,26,19,1,0,2.0,2.0,1.0,12.0,1.0,0.6143088340759277
122,26,18,1,0,3.0,3.0,3.5,13.0,1.0,0.5652287006378174
124,27,16,1,0,3.0,3.0,2.0,12.0,1.0,0.549138069152832
126,27,17,1,2,6.0,8.7,1.5,62.0,5.0,0.686743974685669
128,25,17,1,0,3.0,3.0,6.0,13.0,1.0,0.5620310306549072
130,27,16,1,0,2.0,2.0,5.0,10.0,1.0,0.6168246269226074
132,28,17,2,0,2.0,2.0,6.0,20.0,2.0,0.6295609474182129
134,24,17,0,0,0.0,0.0,0.0,0.0,0.0,0.388887882232666
136,22,17,1,0,3.0,3.0,1.0,12.0,1.0,0.3996601104736328
138,21,18,1,0,3.0,3.0,4.5,11.0,1.0,0.35715579986572266
140,19,19,0,0,0.0,0.0,0.0,0.0,0.0,0.2786092758178711
142,18,19,3,0,7.0,7.0,20.5,33.0,3.0,0.32031798362731934
144,18,19,4,0,7.0,7.0,25.0,48.0,4.0,0.2528090476989746
146,19,18,4,0,7.0,7.0,8.5,41.0,3.0,0.31273698806762695
148,19,17,6,0,12.0,12.0,20.5,64.0,6.0,0.2789931297302246
150,19,18,2,0,5.0,5.0,10.0,26.0,2.0,0.2619020938873291
152,20,17,3,0,6.0,6.0,26.0,26.0,2.0,0.3621399402618408
154,21,17,1,0,1.0,1.0,4.5,11.0,1.0,0.43581581115722656
156,21,17,0,0,0.0,0.0,0.0,0.0,0.0,0.47115015983581543
158,23,18,4,0,8.0,8.0,13.0,29.0,4.0,0.593317985534668
160,22,17,4,0,8.0,8.0,31.0,51.0,4.0,0.5589399337768555
162,22,16,3,0,6.0,6.0,8.0,35.0,3.0,0.5136120319366455
164,20,17,2,0,2.0,2.0,3.0,22.0,2.0,0.5101079940795898
166,19,18,1,0,3.0,3.0,15.5,11.0,1.0,0.47527313232421875
168,19,18,0,0,0.0,0.0,0.0,0.0,0.0,0.44605493545532227
170,20,18,1,0,1.0,1.0,2.5,10.0,1.0,0.5393168926239014
172,17,19,0,0,0.0,0.0,0.0,0.0,0.0,0.4952709674835205
174,17,19,3,0,8.0,8.0,21.0,28.0,3.0,0.4440760612487793
176,18,19,5,0,10.0,10.0,21.0,55.0,4.0,0.5331060886383057
178,16,19,2,0,4.0,4.0,20.5,24.0,2.0,0.43921899795532227
180,17,19,2,0,4.0,4.0,3.0,26.0,2.0,0.460784912109375
182,19,19,0,1,3.0,4.199999999999999,10.0,26.0,2.0,0.4764587879180908
184,19,18,1,0,2.0,2.0,2.0,11.0,1.0,0.40247678756713867
186,18,18,0,0,0.0,0.0,0.0,0.0,0.0,0.3578169345855713
188,17,17,0,0,0.0,0.0,0.0,0.0,0.0,0.27938103675842285
190,14,18,1,1,5.0,6.199999999999999,10.0,32.0,3.0,0.22728395462036133
192,17,19,3,0,4.0,4.0,14.0,28.0,3.0,0.34242916107177734
194,16,19,0,0,0.0,0.0,0.0,0.0,0.0,0.2700352668762207
196,21,18,1,0,1.0,1.0,2.5,12.0,1.0,0.3407309055328369
198,25,19,4,0,7.0,7.0,18.0,46.0,4.0,0.5238149166107178
200,24,18,2,0,6.0,6.0,13.5,26.0,2.0,0.4440939426422119
202,23,18,2,0,3.0,3.0,11.0,25.0,2.0,0.47162604331970215
204,22,19,1,0,1.0,1.0,9.5,12.0,1.0,0.5443120002746582
206,21,18,2,0,4.0,4.0,16.0,19.0,2.0,0.4746837615966797
208,21,18,3,0,8.0,8.0,10.5,28.0,3.0,0.463655948638916
210,21,18,4,0,8.0,8.0,11.5,43.0,4.0,0.45511722564697266
212,21,18,1,0,2.0,2.0,6.0,12.0,1.0,0.47417712211608887
214,22,17,1,0,2.0,2.0,2.5,13.0,1.0,0.3364739418029785
216,23,17,0,0,0.0,0.0,0.0,0.0,0.0,0.3873171806335449
218,23,18,4,0,8.0,8.0,17.5,48.0,4.0,0.46568894386291504
220,26,19,2,0,2.0,2.0,17.5,26.0,2.0,0.6847779750823975
222,26,19,1,0,2.0,2.0,10.5,13.0,1.0,0.6292927265167236
224,26,20,0,0,0.0,0.0,0.0,0.0,0.0,0.5830368995666504
226,27,19,1,0,1.0,1.0,1.0,12.0,1.0,0.614736795425415
228,26,20,3,0,4.0,4.0,28.0,30.0,2.0,0.5452120304107666
230,22,18,1,0,2.0,2.0,1.5,11.0,1.0,0.36262989044189453
232,23,16,1,0,1.0,1.0,3.5,9.0,1.0,0.44368600845336914
234,20,17,1,1,6.0,7.8999999999999995,9.5,39.0,3.0,0.40893006324768066
236,17,16,3,0,6.0,6.0,14.5,34.0,2.0,0.3323848247528076
238,17,17,3,0,7.0,7.0,12.5,38.0,3.0,0.3677487373352051
240,18,18,0,0,0.0,0.0,0.0,0.0,0.0,0.43730878829956055
242,15,17,0,0,0.0,0.0,0.0,0.0,0.0,0.3856818675994873
244,20,17,3,0,7.0,7.0,41.5,31.0,3.0,0.6648211479187012
246,23,17,2,1,7.0,7.1,14.0,33.0,4.0,0.7218260765075684
248,25,17,1,0,1.0,1.0,0.5,13.0,1.0,0.9675800800323486
250,27,17,4,0,8.0,8.0,31.0,34.0,2.0,1.098478078842163
252,28,17,3,0,7.0,7.0,13.5,33.0,3.0,1.1796529293060303
254,28,17,0,1,2.0,2.0999999999999996,19.5,24.0,2.0,1.0408382415771484
256,28,18,4,0,10.0,10.0,16.5,52.0,4.0,1.0293407440185547
258,28,19,3,0,7.0,7.0,11.0,35.0,3.0,1.2299308776855469
260,28,18,1,0,1.0,1.0,5.5,11.0,1.0,1.1802051067352295
262,25,18,6,0,11.0,11.0,24.5,75.0,6.0,0.9252932071685791
264,29,19,1,0,1.0,1.0,10.5,13.0,1.0,1.2969090938568115
266,29,18,2,1,5.0,5.8,31.0,49.0,4.0,1.5184988975524902
268,31,18,2,0,5.0,5.0,5.5,21.0,2.0,1.704030990600586
270,30,19,1,0,1.0,1.0,6.5,13.0,1.0,1.508535623550415
272,29,18,3,2,10.0,12.299999999999999,20.0,67.0,6.0,1.357720136642456
274,29,19,5,0,10.0,10.0,38.0,59.0,4.0,1.3809490203857422
276,31,20,1,0,1.0,1.0,6.5,12.0,1.0,1.683638095855713
278,29,19,4,0,9.0,9.0,21.5,39.0,4.0,1.4144058227539062
280,29,18,2,0,3.0,3.0,44.5,24.0,2.0,1.1206841468811035
282,25,18,1,0,2.0,2.0,3.5,9.0,1.0,0.7869820594787598
284,23,17,4,0,7.0,7.0,30.5,43.0,3.0,0.6968379020690918
