Day,Available Students,Available Mentors,Individual Activities,Group Activities,Total Hours Allocated,Volume,Social Points,Preference Points,Students Involved,Execution Time
0,2,1,2,0,5.0,5.0,4.0,15.0,1.0,0.0070841312408447266
14,7,8,11,0,18.0,18.0,83.0,104.0,6.0,0.03833198547363281
28,15,14,9,0,18.0,18.0,48.5,103.0,7.0,0.15314388275146484
42,26,15,17,0,31.0,31.0,68.0,189.0,16.0,0.5624189376831055
56,16,19,13,1,30.0,30.8,69.0,160.0,10.0,0.19667506217956543
70,21,18,18,1,34.0,34.8,74.5,208.0,15.0,0.6348531246185303
84,18,17,5,0,14.0,14.0,60.0,52.0,4.0,0.3972642421722412
98,18,16,16,1,38.0,38.8,83.0,193.0,13.0,0.46031808853149414
112,17,16,7,0,12.0,12.0,24.5,76.0,7.0,0.2611660957336426
126,12,15,9,0,14.0,14.0,43.0,95.0,8.0,0.12625622749328613
140,26,16,10,2,29.0,32.1,52.0,157.0,12.0,0.6920640468597412
154,27,16,9,5,27.0,31.7,99.0,205.0,14.0,0.7660298347473145
168,20,17,15,0,29.0,29.0,61.5,158.0,11.0,0.46938014030456543
182,18,16,8,0,14.0,14.0,37.0,90.0,6.0,0.38863205909729004
196,16,15,14,2,28.0,30.7,97.0,199.0,12.0,0.27524709701538086
210,24,16,10,0,18.0,18.0,52.0,116.0,9.0,0.3276040554046631
224,18,18,11,0,22.0,22.0,67.5,127.0,9.0,0.19684076309204102
238,21,16,9,1,18.0,18.8,60.0,124.0,10.0,0.37843894958496094
252,21,14,10,1,21.0,21.1,78.0,142.0,8.0,0.29036736488342285
266,19,14,10,2,25.0,26.6,128.5,168.0,10.0,0.26803040504455566
280,21,16,8,2,24.0,24.9,52.5,140.0,12.0,0.5675437450408936
294,14,14,12,0,25.0,25.0,54.5,132.0,10.0,0.07831215858459473
