Day,Available Students,Available Mentors,Individual Activities,Group Activities,Total Hours Allocated,Volume,Social Points,Preference Points,Students Involved,Execution Time
2,1,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0046689510345458984
4,4,3,0,0,0.0,0.0,0.0,0.0,0.0,0.008857011795043945
6,7,4,6,0,12.0,12.0,35.5,64.0,4.0,0.03537797927856445
8,7,5,1,0,1.0,1.0,2.5,12.0,1.0,0.03806018829345703
10,9,6,2,0,4.0,4.0,10.5,21.0,2.0,0.0471799373626709
12,12,7,1,2,7.0,7.999999999999999,11.0,57.0,5.0,0.10987114906311035
14,15,8,2,1,5.0,5.8,17.5,46.0,4.0,0.19521403312683105
16,17,8,2,0,4.0,4.0,9.0,20.0,2.0,0.20583319664001465
18,18,9,3,0,3.0,3.0,21.5,39.0,3.0,0.25518107414245605
20,22,10,4,0,6.0,6.0,25.0,44.0,4.0,0.38471198081970215
22,23,10,2,0,3.0,3.0,4.0,25.0,2.0,0.4261918067932129
24,24,11,0,0,0.0,0.0,0.0,0.0,0.0,0.42512011528015137
26,23,12,1,0,3.0,3.0,9.5,12.0,1.0,0.41469812393188477
28,24,13,1,0,2.0,2.0,7.5,11.0,1.0,0.5721690654754639
30,27,14,1,0,3.0,3.0,2.5,10.0,1.0,0.8648362159729004
32,30,14,2,0,6.0,6.0,4.0,16.0,2.0,0.8839437961578369
34,30,15,2,0,3.0,3.0,3.0,24.0,2.0,0.8636960983276367
36,28,16,4,0,9.0,9.0,14.5,47.0,4.0,0.994232177734375
38,25,17,3,0,6.0,6.0,14.0,36.0,3.0,0.6946322917938232
40,25,18,1,0,1.0,1.0,5.5,13.0,1.0,0.8435168266296387
42,23,18,2,0,3.0,3.0,10.5,25.0,2.0,0.6198368072509766
44,21,17,1,1,3.0,3.0999999999999996,14.5,34.0,3.0,0.5312869548797607
46,19,17,2,0,3.0,3.0,9.5,24.0,2.0,0.36353278160095215
48,19,17,2,0,5.0,5.0,16.0,25.0,1.0,0.31545591354370117
50,20,16,1,0,1.0,1.0,3.0,13.0,1.0,0.34629321098327637
52,23,17,2,0,5.0,5.0,19.5,23.0,2.0,0.46631598472595215
54,20,17,0,0,0.0,0.0,0.0,0.0,0.0,0.2359297275543213
