Day,Available Students,Available Mentors,Individual Activities,Group Activities,Total Hours Allocated,Volume,Social Points,Preference Points,Students Involved,Execution Time
7,7,4,4,0,7.0,7.0,11.0,47.0,4.0,0.028023719787597656
14,16,8,2,0,2.0,2.0,3.0,23.0,2.0,0.08207583427429199
21,19,11,4,0,7.0,7.0,16.0,41.0,4.0,0.1613917350769043
28,22,14,6,0,10.0,10.0,23.0,70.0,6.0,0.26469922065734863
35,21,12,6,0,9.0,9.0,15.0,68.0,6.0,0.2666161060333252
42,25,14,6,1,16.0,17.5,38.0,96.0,7.0,0.43720293045043945
49,30,14,4,2,10.0,11.6,31.5,89.0,8.0,0.6990201473236084
56,22,16,11,0,18.0,18.0,26.5,113.0,9.0,0.4849421977996826
63,23,16,3,0,4.0,4.0,5.5,33.0,3.0,0.5295209884643555
70,22,18,10,0,20.0,20.0,18.0,121.0,8.0,0.30495309829711914
77,24,18,4,0,7.0,7.0,31.0,46.0,4.0,0.33216094970703125
84,19,20,3,0,5.0,5.0,19.5,32.0,3.0,0.35367274284362793
91,18,15,6,0,11.0,11.0,15.5,72.0,4.0,0.5002291202545166
98,18,14,10,0,21.0,21.0,45.5,103.0,9.0,0.42109012603759766
105,21,15,5,0,12.0,12.0,44.0,56.0,5.0,0.44379687309265137
112,19,17,6,0,11.0,11.0,28.0,64.0,5.0,0.2265639305114746
119,13,19,8,0,14.0,14.0,15.5,89.0,7.0,0.17089486122131348
126,17,17,5,0,8.0,8.0,18.5,58.0,5.0,0.23382806777954102
133,25,17,8,0,13.0,13.0,30.5,88.0,6.0,0.3713259696960449
140,25,18,5,1,12.0,13.2,29.0,72.0,5.0,0.9032979011535645
147,25,18,7,2,15.0,17.3,71.0,117.0,10.0,0.8739457130432129
154,21,17,6,2,20.0,24.1,51.0,110.0,8.0,0.5554301738739014
161,22,16,9,1,18.0,20.2,47.5,121.0,10.0,0.7658200263977051
168,24,16,7,0,14.0,14.0,37.5,81.0,6.0,0.9435629844665527
175,26,17,4,0,7.0,7.0,21.0,47.0,4.0,1.3556280136108398
182,17,18,2,1,7.0,8.5,12.5,48.0,4.0,0.43910789489746094
189,17,16,8,0,14.0,14.0,38.0,85.0,8.0,0.3544919490814209
196,21,19,8,0,10.0,10.0,52.0,79.0,7.0,0.3994879722595215
203,23,16,9,1,19.0,21.2,42.5,111.0,10.0,0.637199878692627
210,18,16,7,0,10.0,10.0,30.0,79.0,7.0,0.4430880546569824
217,21,18,5,0,10.0,10.0,19.5,53.0,5.0,0.49604105949401855
224,20,19,7,0,14.0,14.0,22.5,78.0,6.0,0.4984598159790039
231,24,16,7,0,10.0,10.0,38.0,73.0,7.0,0.6502540111541748
238,23,17,5,0,7.0,7.0,33.0,62.0,5.0,0.7247738838195801
245,26,16,9,0,18.0,18.0,54.0,74.0,8.0,0.6951649188995361
252,23,14,10,1,20.0,20.8,56.0,117.0,12.0,0.3642139434814453
259,21,16,1,0,3.0,3.0,1.5,12.0,1.0,0.2555220127105713
266,25,17,13,0,17.0,17.0,30.5,144.0,10.0,0.5098628997802734
273,21,15,8,0,12.0,12.0,36.0,88.0,6.0,0.4087967872619629
280,17,16,0,0,0.0,0.0,0.0,0.0,0.0,0.26833486557006836
287,12,16,9,0,20.0,20.0,44.0,93.0,6.0,0.2335519790649414
294,15,17,7,0,14.0,14.0,20.0,68.0,6.0,0.4102027416229248
