Mentor ID,Subjects,Max Group Capacity per Subject,Social Disadvantage Preference,Accepts Group,Time Capacity,Social Index,Student Year Preference,Social Preference,GPM,GPM_PM,GPM_SM,GPM_WM,Registration Date,Leaving Date
0,"['Art', 'History', 'Foreign Language']","[4, 3, 4]",3,True,7,0,N,0,N,0,1,0.0,82,96
1,"['Computer Science', 'Literature']","[4, 2]",3,False,5,1,1,1,N,0,1,0.0,146,162
2,"['Science', 'Economics', 'Computer Science', 'Maths']","[5, 4, 2, 3]",1,True,6,1,1,3,N,0,1,0.0,184,198
3,['Geography'],[4],1,False,3,1,N,0,N,0,1,0.0,66,84
4,"['Physics', 'Chemistry']","[2, 3]",0,True,3,1,N,1,N,0,1,0.0,116,135
5,"['Foreign Language', 'Geography']","[2, 4]",0,False,10,1,1,1,M,1,0,3.0,226,247
6,"['Economics', 'English', 'Computer Science']","[2, 5, 4]",3,False,7,1,0,1,S,1,0,4.5,284,298
7,['Science'],[3],0,False,5,1,N,1,W,1,3,1.5,290,309
8,"['Computer Science', 'Physics']","[4, 2]",0,True,3,0,N,0,W,1,3,1.5,96,110
9,['English'],[3],1,True,8,0,1,0,N,0,1,0.0,24,45
10,"['Maths', 'Physical Education']","[4, 4]",0,False,4,1,N,1,N,0,1,0.0,26,44
11,['Literature'],[4],1,False,3,1,N,3,N,0,1,0.0,122,136
12,"['Physics', 'Maths', 'Physical Education', 'Biology']","[3, 2, 5, 5]",0,True,4,0,N,3,N,0,1,0.0,170,190
13,"['Art', 'Physics']","[2, 4]",3,True,2,1,N,1,N,0,1,0.0,280,301
14,"['English', 'Music', 'Literature', 'Physics']","[2, 3, 3, 5]",3,True,5,0,N,3,N,0,1,0.0,110,126
15,"['Literature', 'Chemistry', 'Art']","[2, 4, 2]",1,True,1,0,N,3,N,0,1,0.0,54,72
16,"['Computer Science', 'Art', 'Physics', 'Music']","[4, 5, 3, 3]",1,True,5,1,N,1,N,0,1,0.0,48,68
17,"['Science', 'Chemistry', 'Literature']","[4, 4, 2]",3,False,2,0,1,3,N,0,1,0.0,234,248
18,"['Geography', 'Physics', 'Biology', 'Foreign Language', 'Chemistry']","[3, 3, 2, 4, 2]",1,True,8,0,N,0,M,1,0,3.0,248,269
19,"['Art', 'Physical Education', 'English', 'History']","[2, 4, 4, 4]",1,True,8,0,N,3,N,0,1,0.0,202,218
20,"['Science', 'Physics', 'Literature']","[3, 2, 5]",3,False,7,1,N,0,N,0,1,0.0,108,124
