Day,Available Students,Available Mentors,Individual Activities,Group Activities,Total Hours Allocated,Volume,Social Points,Preference Points,Students Involved,Execution Time
0,1,1,1,0,2.0,2.0,3.5,8.0,1.0,0.007318973541259766
14,11,8,7,0,14.0,14.0,20.5,70.0,5.0,0.0661611557006836
28,16,12,13,0,22.0,22.0,33.5,154.0,11.0,0.1760408878326416
42,23,15,11,1,26.0,27.2,45.5,142.0,11.0,0.6230189800262451
56,19,18,11,1,21.0,21.8,77.0,146.0,7.0,0.5908157825469971
70,20,14,12,0,18.0,18.0,50.5,131.0,11.0,0.27219486236572266
84,18,15,11,0,23.0,23.0,55.5,128.0,8.0,0.25733518600463867
98,12,15,9,0,21.0,21.0,42.0,86.0,7.0,0.10964298248291016
112,20,14,8,0,16.0,16.0,45.5,96.0,8.0,0.16933608055114746
126,11,16,9,1,24.0,24.1,101.0,125.0,8.0,0.15358281135559082
140,18,17,15,0,25.0,25.0,95.0,164.0,10.0,0.3990509510040283
154,15,17,13,1,26.0,26.8,61.0,162.0,9.0,0.24046611785888672
168,23,17,10,2,25.0,27.7,78.5,164.0,11.0,0.5481319427490234
182,28,16,8,0,19.0,19.0,43.5,98.0,7.0,0.936882734298706
196,24,16,11,2,21.0,22.6,125.5,172.0,12.0,0.6386640071868896
210,23,16,8,1,18.0,18.8,63.5,110.0,10.0,0.554394006729126
224,22,13,6,4,18.0,23.700000000000003,56.0,160.0,10.0,0.8711912631988525
238,23,16,8,2,21.0,23.299999999999997,61.5,129.0,10.0,1.084261178970337
252,17,16,7,0,13.0,13.0,73.5,82.0,6.0,0.3125271797180176
266,12,12,11,0,22.0,22.0,38.5,123.0,9.0,0.21333813667297363
280,19,15,13,0,26.0,26.0,64.5,145.0,11.0,0.548943042755127
294,24,16,15,1,31.0,32.2,64.5,192.0,13.0,0.8563079833984375
