Day,Available Students,Available Mentors,Individual Activities,Group Activities,Total Hours Allocated,Volume,Social Points,Preference Points,Students Involved,Execution Time
0,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.004223823547363281
7,3,4,1,0,1.0,1.0,1.0,9.0,1.0,0.016467809677124023
14,13,8,11,1,20.0,21.2,54.5,115.0,10.0,0.13604021072387695
21,19,9,1,0,1.0,1.0,9.0,7.0,1.0,0.23967671394348145
28,25,13,12,0,24.0,24.0,46.0,96.0,8.0,0.39301300048828125
35,23,14,8,0,19.0,19.0,47.5,92.0,8.0,0.29734182357788086
42,26,14,8,0,13.0,13.0,45.5,75.0,8.0,0.597632884979248
49,25,15,11,0,20.0,20.0,38.0,103.0,9.0,0.5806899070739746
56,23,17,11,1,19.0,20.2,55.5,139.0,8.0,0.46793127059936523
63,22,18,1,0,2.0,2.0,7.0,10.0,1.0,0.4608042240142822
70,12,17,7,0,13.0,13.0,51.0,69.0,5.0,0.20752739906311035
77,19,16,12,0,23.0,23.0,34.0,124.0,10.0,0.3839528560638428
84,22,14,5,0,9.0,9.0,18.5,59.0,4.0,0.3279588222503662
91,16,14,3,0,5.0,5.0,16.5,36.0,2.0,0.18600201606750488
98,14,18,11,0,24.0,24.0,39.5,132.0,10.0,0.316756010055542
105,23,17,10,0,22.0,22.0,24.0,103.0,10.0,0.6535391807556152
112,27,16,7,0,13.0,13.0,28.5,76.0,7.0,1.1974990367889404
119,26,18,6,1,13.0,15.2,39.0,98.0,8.0,0.879633903503418
126,27,20,10,1,18.0,18.8,55.0,122.0,10.0,1.2115731239318848
133,29,18,2,0,4.0,4.0,8.0,21.0,2.0,1.058147668838501
140,18,17,3,0,7.0,7.0,6.0,25.0,3.0,0.4618079662322998
147,20,14,4,0,7.0,7.0,13.5,42.0,4.0,0.3832850456237793
154,17,15,3,1,5.0,5.1,21.0,53.0,5.0,0.3279099464416504
161,15,14,6,0,11.0,11.0,17.0,68.0,4.0,0.210784912109375
168,17,16,2,0,2.0,2.0,5.0,17.0,2.0,0.23918700218200684
175,19,15,2,0,2.0,2.0,11.5,23.0,2.0,0.34498095512390137
182,16,18,8,0,12.0,12.0,31.0,88.0,8.0,0.3046731948852539
189,20,13,2,0,2.0,2.0,9.5,19.0,2.0,0.36417603492736816
196,24,15,10,0,16.0,16.0,34.0,110.0,10.0,0.5526130199432373
203,24,15,6,0,12.0,12.0,11.5,61.0,5.0,0.4293382167816162
210,20,15,4,0,8.0,8.0,15.0,38.0,3.0,0.24983596801757812
217,16,15,3,0,6.0,6.0,5.0,27.0,3.0,0.18593692779541016
224,14,17,7,0,14.0,14.0,24.0,79.0,7.0,0.21905279159545898
231,17,15,5,2,12.0,14.0,40.0,97.0,8.0,0.3376960754394531
238,19,18,5,0,10.0,10.0,22.0,53.0,3.0,0.5044698715209961
245,17,17,6,0,14.0,14.0,67.0,68.0,5.0,0.5162959098815918
252,25,15,5,2,13.0,15.0,120.5,94.0,7.0,1.1580309867858887
259,19,18,5,0,9.0,9.0,12.5,55.0,5.0,0.9305300712585449
266,18,18,6,0,12.0,12.0,19.5,71.0,6.0,0.7856388092041016
273,17,16,1,0,2.0,2.0,6.5,13.0,1.0,0.5627591609954834
280,22,16,16,0,28.0,28.0,46.0,184.0,14.0,1.2131199836730957
287,30,14,4,1,8.0,8.8,23.0,63.0,6.0,1.3972396850585938
294,28,15,8,0,14.0,14.0,34.5,89.0,8.0,0.8888969421386719
