Day,Available Students,Available Mentors,Individual Activities,Group Activities,Total Hours Allocated,Volume,Social Points,Preference Points,Students Involved,Execution Time
14,14,8,12,0,23.0,23.0,55.0,126.0,9.0,0.1660017967224121
28,12,15,15,0,26.0,26.0,72.5,157.0,9.0,0.20456552505493164
42,19,14,10,0,19.0,19.0,34.0,120.0,10.0,0.24676895141601562
56,14,15,13,2,26.0,31.8,46.5,196.0,10.0,0.2051241397857666
70,21,15,12,1,26.0,26.8,45.5,151.0,11.0,0.5295660495758057
84,17,18,13,0,26.0,26.0,41.5,135.0,12.0,0.43056797981262207
98,21,17,13,0,21.0,21.0,45.5,148.0,11.0,0.41454100608825684
112,24,17,11,2,24.0,27.4,34.5,172.0,11.0,0.5124728679656982
126,17,16,19,0,34.0,34.0,57.5,200.0,10.0,0.19516587257385254
140,17,15,9,0,15.0,15.0,61.5,100.0,8.0,0.22321009635925293
154,15,15,15,2,31.0,33.3,106.0,202.0,12.0,0.4075188636779785
168,26,14,13,1,20.0,20.8,75.0,172.0,12.0,0.9631543159484863
182,16,16,6,1,15.0,15.5,33.5,98.0,7.0,0.4760141372680664
196,17,17,10,2,20.0,22.0,43.0,151.0,10.0,0.6447038650512695
210,19,13,16,2,39.0,41.0,143.5,193.0,12.0,0.5319161415100098
224,20,16,23,1,44.0,44.8,95.5,273.0,15.0,0.808783769607544
238,15,18,10,0,21.0,21.0,28.0,97.0,7.0,0.28543686866760254
252,15,15,15,0,27.0,27.0,62.0,166.0,10.0,0.20968294143676758
266,15,15,11,0,15.0,15.0,45.5,133.0,10.0,0.23312687873840332
280,25,15,14,0,24.0,24.0,98.5,165.0,12.0,0.4580206871032715
294,24,15,19,3,41.0,44.199999999999996,85.5,283.0,16.0,0.31592798233032227
