Day,Available Students,Available Mentors,Individual Activities,Group Activities,Total Hours Allocated,Volume,Social Points,Preference Points,Students Involved,Execution Time
7,5,4,4,0,9.0,9.0,13.5,40.0,4.0,0.016927003860473633
14,13,8,14,2,32.0,34.4,77.5,191.0,10.0,0.2278289794921875
21,23,10,6,0,10.0,10.0,31.5,69.0,5.0,0.455380916595459
28,29,14,6,0,13.0,13.0,34.5,66.0,5.0,1.0402209758758545
35,28,17,6,1,14.0,15.899999999999999,77.5,89.0,6.0,0.9148130416870117
42,22,19,5,1,11.0,11.8,33.5,67.0,5.0,0.3804481029510498
49,21,19,7,0,12.0,12.0,41.5,70.0,6.0,0.3984861373901367
56,17,19,8,0,13.0,13.0,28.0,81.0,5.0,0.21973705291748047
63,22,16,7,0,16.0,16.0,62.0,81.0,7.0,0.3708946704864502
70,23,18,12,0,20.0,20.0,86.5,123.0,11.0,0.385469913482666
77,29,17,6,1,13.0,13.8,70.0,87.0,6.0,1.092184066772461
84,28,18,3,0,8.0,8.0,13.0,33.0,3.0,0.9922082424163818
91,20,18,3,0,7.0,7.0,8.0,31.0,3.0,0.34618425369262695
98,11,16,3,0,5.0,5.0,5.0,38.0,2.0,0.13379406929016113
105,8,15,4,0,12.0,12.0,10.5,47.0,4.0,0.13222503662109375
112,15,15,9,0,15.0,15.0,44.0,106.0,5.0,0.28413915634155273
119,19,15,5,0,9.0,9.0,26.0,58.0,5.0,0.40169596672058105
126,21,16,6,0,8.0,8.0,35.0,73.0,6.0,0.30332183837890625
133,17,16,9,0,16.0,16.0,29.5,103.0,7.0,0.2885313034057617
140,15,17,7,0,11.0,11.0,37.5,69.0,6.0,0.17253994941711426
147,13,17,8,0,16.0,16.0,71.0,91.0,5.0,0.1588420867919922
154,14,16,2,0,2.0,2.0,14.0,23.0,2.0,0.1917707920074463
161,18,16,7,1,15.0,16.2,39.0,101.0,8.0,0.48141908645629883
168,24,14,9,2,24.0,26.0,56.5,141.0,9.0,0.6770939826965332
175,27,17,5,0,10.0,10.0,20.0,60.0,5.0,0.8477540016174316
182,21,17,3,0,8.0,8.0,9.5,38.0,3.0,0.709205150604248
189,22,17,5,0,10.0,10.0,23.5,57.0,5.0,0.42607784271240234
196,21,17,5,1,12.0,12.8,27.0,79.0,7.0,0.3574190139770508
203,22,15,5,2,13.0,13.899999999999999,40.0,95.0,5.0,0.3675999641418457
210,22,15,6,0,8.0,8.0,51.0,66.0,4.0,0.3063979148864746
217,27,14,4,1,9.0,10.2,49.5,67.0,5.0,0.8807759284973145
224,28,14,4,0,8.0,8.0,24.5,49.0,4.0,0.6963002681732178
231,26,16,7,0,15.0,15.0,36.5,87.0,6.0,0.5308170318603516
238,18,17,8,0,14.0,14.0,65.5,95.0,7.0,0.10925912857055664
245,23,15,9,0,17.0,17.0,41.5,99.0,8.0,0.21230196952819824
252,26,17,6,0,12.0,12.0,27.5,70.0,6.0,0.5603508949279785
259,21,18,4,2,11.0,13.0,41.0,82.0,6.0,0.4617009162902832
266,16,18,8,0,12.0,12.0,38.0,81.0,6.0,0.41110897064208984
273,18,19,3,0,5.0,5.0,19.5,34.0,3.0,0.5190279483795166
280,16,17,6,0,9.0,9.0,40.5,67.0,6.0,0.29086899757385254
287,19,17,5,1,13.0,13.1,29.5,86.0,7.0,0.5885028839111328
294,21,17,7,0,13.0,13.0,59.0,80.0,6.0,0.5936367511749268
