Day,Available Students,Available Mentors,Individual Activities,Group Activities,Total Hours Allocated,Volume,Social Points,Preference Points,Students Involved,Execution Time
0,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.002435922622680664
14,18,8,10,1,22.0,22.1,42.5,126.0,9.0,0.15565896034240723
28,14,13,17,0,29.0,29.0,119.0,204.0,10.0,0.2981407642364502
42,21,16,20,1,38.0,38.8,86.99999925115384,228.99999400923076,12.0,0.8568398952484131
56,15,19,11,0,20.0,20.0,51.0,127.0,9.0,0.4453601837158203
70,17,18,6,0,14.0,14.0,27.5,61.0,5.0,0.3188459873199463
84,19,13,24,0,42.0,42.0,154.0,243.0,17.0,0.25467586517333984
98,23,17,12,1,28.0,28.5,50.5,142.0,9.0,0.6107540130615234
112,11,16,13,0,30.0,30.0,51.5,126.0,10.0,0.16270208358764648
126,21,17,18,1,42.0,44.6,66.5,210.0,13.0,0.6942672729492188
140,16,18,10,0,16.0,16.0,26.5,113.0,7.0,0.2698330879211426
154,24,17,16,0,33.0,33.0,60.0,163.0,13.0,0.7621428966522217
168,17,17,3,0,6.0,6.0,15.0,26.0,3.0,0.2879180908203125
182,14,15,11,0,18.0,18.0,39.0,117.0,9.0,0.2983088493347168
196,23,13,13,0,22.0,22.0,60.5,144.0,11.0,0.8553438186645508
210,18,16,12,0,26.0,26.0,80.0,113.0,10.0,0.2938058376312256
224,21,15,14,0,29.0,29.0,95.5,135.0,11.0,0.2669248580932617
238,21,17,10,1,18.0,18.8,24.0,108.0,8.0,0.3623650074005127
252,14,17,23,0,38.0,38.0,112.5,236.0,13.0,0.30395984649658203
266,21,16,14,2,29.0,30.6,59.5,175.0,14.0,0.5660400390625
280,24,17,13,1,27.0,27.8,79.5,167.0,12.0,0.5956230163574219
294,20,15,14,0,32.0,32.0,52.5,142.0,10.0,0.5532450675964355
