Mentor ID,Subjects,Max Group Capacity per Subject,Social Disadvantage Preference,Accepts Group,Time Capacity,Social Index,Student Year Preference,Social Preference,GPM,GPM_PM,GPM_SM,GPM_WM,Registration Date,Leaving Date
0,"['Biology', 'Literature', 'Economics']","[3, 5, 3]",0,False,6,0,N,3,N,0,1,0.0,138,156
1,['Music'],[2],0,True,3,1,N,0,S,1,0,4.5,256,277
2,"['Physics', 'Music', 'Geography']","[2, 3, 5]",1,False,5,1,N,0,N,0,1,0.0,150,171
3,"['Music', 'Foreign Language']","[2, 2]",1,True,2,1,1,1,N,0,1,0.0,298,312
4,"['Physical Education', 'Music', 'Art', 'Literature']","[5, 3, 2, 2]",1,True,4,0,2,0,N,0,1,0.0,224,238
5,['Maths'],[3],3,True,1,0,N,0,N,0,1,0.0,196,217
6,['Geography'],[5],0,True,4,1,N,3,N,0,1,0.0,92,107
7,"['Geography', 'History', 'Economics', 'Literature']","[3, 4, 4, 4]",0,True,5,0,N,0,N,0,1,0.0,38,52
8,"['English', 'Computer Science']","[3, 2]",0,True,5,3,1,1,N,0,1,0.0,88,107
9,"['Geography', 'Maths']","[4, 2]",3,True,3,3,N,3,N,0,1,0.0,238,255
10,"['Biology', 'Science', 'Computer Science', 'Physical Education']","[4, 4, 5, 4]",0,True,10,1,1,3,N,0,1,0.0,296,310
11,"['Geography', 'Physical Education']","[4, 3]",3,True,2,0,N,1,N,0,1,0.0,84,102
12,"['Economics', 'English', 'Biology', 'History', 'Art']","[3, 3, 5, 4, 5]",3,False,10,0,N,0,N,0,1,0.0,0,16
13,['Physical Education'],[4],3,False,1,3,N,3,M,1,0,3.0,246,267
14,"['Foreign Language', 'English']","[2, 4]",3,False,4,0,N,3,N,0,1,0.0,286,303
15,['Geography'],[2],0,False,4,0,N,3,N,0,1,0.0,216,237
16,['Literature'],[4],0,True,3,0,N,3,N,0,1,0.0,74,93
17,"['Geography', 'English', 'Physical Education']","[4, 5, 3]",0,False,5,1,N,3,N,0,1,0.0,164,185
18,['Economics'],[2],0,True,2,0,1,3,N,0,1,0.0,50,71
19,['Maths'],[3],0,True,6,1,N,0,N,0,1,0.0,42,63
20,"['English', 'Physical Education', 'Physics']","[5, 3, 4]",1,True,2,0,1,0,N,0,1,0.0,78,99
21,['Physics'],[4],3,False,3,0,N,3,W,1,3,1.5,108,126
22,"['Economics', 'Art', 'Physical Education', 'English', 'Chemistry']","[5, 3, 5, 4, 5]",0,False,10,0,N,0,N,0,1,0.0,262,277
23,['Biology'],[2],1,True,1,0,N,0,N,0,1,0.0,8,26
24,"['Maths', 'History', 'Chemistry']","[5, 5, 3]",0,True,2,0,2,3,N,0,1,0.0,204,223
25,"['History', 'Computer Science']","[5, 5]",1,False,2,0,N,3,N,0,1,0.0,146,165
26,"['Literature', 'Physics', 'Science']","[3, 2, 3]",1,False,5,0,N,0,N,0,1,0.0,190,209
27,"['Music', 'Biology']","[3, 3]",0,True,5,1,N,3,S,1,0,4.5,54,73
28,"['History', 'Physical Education']","[4, 2]",1,False,1,0,N,1,N,0,1,0.0,140,158
29,"['Foreign Language', 'Physics']","[2, 4]",0,True,7,1,N,3,N,0,1,0.0,270,287
30,"['Physical Education', 'History', 'Computer Science']","[2, 5, 5]",1,False,2,3,N,0,N,0,1,0.0,122,141
31,['Science'],[2],3,True,9,0,N,0,N,0,1,0.0,222,243
32,['Chemistry'],[5],1,False,3,1,N,1,N,0,1,0.0,206,221
33,"['English', 'Economics']","[2, 2]",3,False,2,0,N,0,N,0,1,0.0,76,95
34,['Literature'],[4],0,False,5,0,N,1,N,0,1,0.0,68,85
35,"['Art', 'Physical Education', 'Biology']","[2, 5, 2]",1,False,5,0,1,3,N,0,1,0.0,116,134
36,"['Biology', 'History']","[2, 2]",1,True,2,0,N,3,N,0,1,0.0,70,89
37,"['Chemistry', 'Economics']","[2, 4]",1,False,6,0,N,1,S,1,0,4.5,130,150
38,"['Physics', 'Computer Science', 'Physical Education']","[2, 2, 2]",1,False,5,0,N,0,W,1,3,1.5,36,55
39,['Physics'],[4],1,False,9,0,1,1,N,0,1,0.0,96,110
40,"['Chemistry', 'Geography']","[2, 5]",1,False,2,3,N,1,N,0,1,0.0,10,31
41,"['Geography', 'Music', 'Art', 'Chemistry']","[4, 3, 5, 3]",1,False,4,0,1,3,N,0,1,0.0,194,212
42,"['Chemistry', 'Maths']","[4, 3]",3,False,2,1,N,3,N,0,1,0.0,162,181
43,"['Literature', 'Computer Science', 'History', 'Art']","[2, 2, 3, 2]",1,False,4,1,N,1,N,0,1,0.0,250,264
44,['Economics'],[3],1,False,9,1,N,1,N,0,1,0.0,112,132
45,['Geography'],[5],0,True,6,0,N,3,M,1,0,3.0,142,162
46,"['Computer Science', 'Art', 'Geography']","[5, 4, 3]",3,True,8,0,N,3,N,0,1,0.0,6,21
47,['Economics'],[3],0,False,4,0,1,3,N,0,1,0.0,210,225
48,['Computer Science'],[4],1,False,10,0,N,1,N,0,1,0.0,152,166
49,"['Physical Education', 'Economics']","[2, 4]",0,False,6,1,0,3,M,1,0,3.0,52,71
50,"['Chemistry', 'Maths']","[3, 3]",3,True,1,1,1,0,N,0,1,0.0,114,128
51,['Geography'],[3],1,False,5,0,N,0,N,0,1,0.0,186,205
52,"['History', 'Biology']","[3, 4]",1,False,9,3,1,0,N,0,1,0.0,90,108
53,"['Science', 'English', 'Economics', 'Foreign Language']","[4, 2, 5, 5]",0,True,8,3,N,0,N,0,1,0.0,252,273
54,['Physics'],[3],0,True,4,0,0,0,N,0,1,0.0,290,307
55,"['Maths', 'English']","[2, 4]",3,False,4,1,N,3,N,0,1,0.0,132,150
56,['Chemistry'],[4],0,True,1,1,1,1,N,0,1,0.0,182,201
57,"['Physics', 'Chemistry', 'Music']","[4, 3, 2]",0,False,1,1,2,3,M,1,0,3.0,184,201
58,"['Economics', 'Music', 'Literature']","[5, 3, 4]",0,False,4,0,N,1,M,1,0,3.0,264,282
59,['Biology'],[5],0,True,10,0,1,3,N,0,1,0.0,30,49
60,"['Physical Education', 'Chemistry', 'Science', 'Music']","[4, 2, 4, 2]",1,False,4,1,N,0,S,1,0,4.5,94,110
61,"['Art', 'Biology', 'Chemistry']","[4, 2, 3]",0,False,7,1,N,1,N,0,1,0.0,236,252
62,['Science'],[3],3,False,2,1,0,3,N,0,1,0.0,266,283
63,"['Foreign Language', 'Science', 'Literature', 'History', 'Music']","[3, 5, 5, 4, 5]",3,False,10,1,1,1,N,0,1,0.0,26,40
64,"['Foreign Language', 'Physical Education', 'Computer Science']","[5, 2, 4]",0,False,6,0,0,0,N,0,1,0.0,80,101
65,['Literature'],[5],1,True,3,3,N,1,N,0,1,0.0,134,152
66,['Chemistry'],[2],3,False,8,1,N,0,N,0,1,0.0,110,130
67,"['Maths', 'Physics', 'Foreign Language', 'Science']","[5, 3, 4, 2]",0,True,8,0,N,1,N,0,1,0.0,234,248
68,"['Physics', 'Foreign Language', 'Chemistry']","[4, 2, 4]",3,True,5,1,N,3,N,0,1,0.0,28,42
69,['Physics'],[5],3,False,6,0,2,0,N,0,1,0.0,288,303
70,"['Maths', 'Physical Education']","[3, 5]",3,True,8,0,N,3,N,0,1,0.0,34,55
71,"['Science', 'Geography', 'History']","[3, 3, 4]",1,True,2,1,N,3,W,1,3,1.5,128,149
72,"['Biology', 'Maths']","[5, 5]",1,True,6,1,1,3,N,0,1,0.0,212,230
