Mentor ID,Subjects,Max Group Capacity per Subject,Social Disadvantage Preference,Accepts Group,Time Capacity,Social Index,Student Year Preference,Social Preference,GPM,GPM_PM,GPM_SM,GPM_WM,Registration Date,Leaving Date
0,"['Art', 'Literature', 'Science']","[2, 2, 4]",0,False,4,1,N,3,S,1,0,4.5,36,51
1,"['Foreign Language', 'English', 'History', 'Science']","[3, 2, 3, 3]",0,True,6,0,1,0,M,1,0,3.0,34,52
2,"['Music', 'Biology']","[2, 5]",3,False,6,1,N,0,N,0,1,0.0,202,217
3,"['Geography', 'English']","[3, 3]",1,True,2,0,N,1,N,0,1,0.0,140,159
4,"['English', 'Chemistry', 'Art']","[4, 4, 2]",3,False,3,0,N,0,N,0,1,0.0,126,141
5,['Science'],[5],0,True,3,1,N,1,W,1,3,1.5,10,27
6,"['Economics', 'Chemistry', 'Literature', 'Music']","[5, 2, 2, 3]",1,False,4,1,N,1,N,0,1,0.0,102,120
7,"['Physical Education', 'Music', 'Biology', 'English', 'Science']","[3, 3, 5, 3, 2]",3,True,9,1,N,3,N,0,1,0.0,160,178
8,['Geography'],[2],3,False,1,1,1,0,N,0,1,0.0,242,260
9,"['History', 'Computer Science']","[3, 3]",3,False,3,3,N,1,N,0,1,0.0,80,97
10,"['Maths', 'Economics']","[3, 5]",1,False,1,1,1,3,N,0,1,0.0,74,90
11,"['Literature', 'Physical Education', 'Science']","[3, 4, 4]",3,True,1,1,N,3,N,0,1,0.0,172,191
12,"['Computer Science', 'Foreign Language', 'History', 'Chemistry', 'Maths']","[4, 2, 5, 3, 2]",1,False,7,0,N,1,N,0,1,0.0,48,67
13,"['Computer Science', 'Maths']","[3, 4]",0,True,1,1,N,0,N,0,1,0.0,30,50
14,['Literature'],[2],1,True,5,0,N,3,N,0,1,0.0,260,275
15,"['Computer Science', 'Economics', 'English']","[2, 2, 4]",3,True,4,1,2,3,N,0,1,0.0,78,94
16,"['Maths', 'Literature', 'Foreign Language', 'Music']","[4, 5, 3, 3]",1,False,6,0,2,0,N,0,1,0.0,182,202
17,"['English', 'Maths', 'Physics']","[4, 3, 2]",1,True,1,1,N,1,N,0,1,0.0,222,236
18,"['Economics', 'Chemistry', 'Literature', 'Physical Education', 'Biology']","[4, 2, 2, 3, 4]",3,True,8,1,N,1,N,0,1,0.0,82,96
19,"['Geography', 'Maths', 'Physical Education', 'History']","[3, 4, 5, 2]",0,False,4,1,2,0,N,0,1,0.0,18,34
20,"['Literature', 'Foreign Language']","[4, 4]",3,False,9,0,N,0,N,0,1,0.0,144,165
21,['Physical Education'],[5],0,False,1,0,N,3,N,0,1,0.0,174,188
22,['Music'],[4],0,True,3,1,2,0,W,1,3,1.5,12,28
23,"['Chemistry', 'Literature', 'Maths']","[2, 5, 2]",3,False,4,1,2,1,N,0,1,0.0,148,162
24,"['Physics', 'Music']","[4, 2]",0,False,2,1,N,0,N,0,1,0.0,38,54
25,"['Chemistry', 'Science', 'Art']","[5, 2, 2]",1,False,2,0,1,3,N,0,1,0.0,292,309
26,"['History', 'English']","[2, 2]",3,False,2,0,N,1,N,0,1,0.0,268,283
27,"['Art', 'Literature', 'History']","[3, 4, 2]",1,False,2,0,N,3,N,0,1,0.0,56,77
28,['Music'],[4],1,True,2,0,2,1,N,0,1,0.0,232,246
29,['English'],[4],3,True,2,1,N,3,N,0,1,0.0,52,72
30,['English'],[5],0,False,6,0,N,0,W,1,3,1.5,288,307
31,['Literature'],[2],1,True,5,0,N,0,W,1,3,1.5,26,42
32,['Computer Science'],[3],0,True,7,1,N,3,N,0,1,0.0,214,229
33,['Geography'],[4],3,False,2,0,N,0,N,0,1,0.0,6,27
