Day,Available Students,Available Mentors,Individual Activities,Group Activities,Total Hours Allocated,Volume,Social Points,Preference Points,Students Involved,Execution Time
4,2,3,3,0,7.0,7.0,7.5,29.0,2.0,0.012293338775634766
5,3,3,0,0,0.0,0.0,0.0,0.0,0.0,0.01172780990600586
6,5,4,2,0,3.0,3.0,6.0,24.0,2.0,0.020784854888916016
7,6,4,0,0,0.0,0.0,0.0,0.0,0.0,0.022938966751098633
8,7,5,2,0,4.0,4.0,4.0,21.0,2.0,0.027240991592407227
9,7,5,0,0,0.0,0.0,0.0,0.0,0.0,0.026542186737060547
10,7,6,0,0,0.0,0.0,0.0,0.0,0.0,0.028359174728393555
11,7,6,0,0,0.0,0.0,0.0,0.0,0.0,0.028001070022583008
12,8,7,0,0,0.0,0.0,0.0,0.0,0.0,0.036740779876708984
13,9,7,1,0,3.0,3.0,1.5,9.0,1.0,0.042276859283447266
14,10,8,0,0,0.0,0.0,0.0,0.0,0.0,0.04798007011413574
15,10,8,0,0,0.0,0.0,0.0,0.0,0.0,0.06564712524414062
16,10,9,0,0,0.0,0.0,0.0,0.0,0.0,0.06282711029052734
17,12,9,1,0,2.0,2.0,10.5,6.0,1.0,0.1220557689666748
18,12,10,0,0,0.0,0.0,0.0,0.0,0.0,0.11299991607666016
19,12,10,0,0,0.0,0.0,0.0,0.0,0.0,0.11373090744018555
20,12,11,1,0,3.0,3.0,5.0,11.0,1.0,0.1397099494934082
21,13,10,0,0,0.0,0.0,0.0,0.0,0.0,0.15454411506652832
22,16,11,4,0,7.0,7.0,14.0,46.0,4.0,0.16321992874145508
23,17,11,0,0,0.0,0.0,0.0,0.0,0.0,0.19636869430541992
24,18,12,1,0,1.0,1.0,5.0,9.0,1.0,0.24639296531677246
25,18,12,0,0,0.0,0.0,0.0,0.0,0.0,0.2792990207672119
26,19,13,0,0,0.0,0.0,0.0,0.0,0.0,0.3200380802154541
27,20,13,1,0,3.0,3.0,2.5,11.0,1.0,0.32979512214660645
28,19,14,3,0,3.0,3.0,37.5,28.0,3.0,0.3516569137573242
29,19,13,0,0,0.0,0.0,0.0,0.0,0.0,0.28972792625427246
30,19,14,1,0,1.0,1.0,2.5,11.0,1.0,0.30506396293640137
31,21,14,0,0,0.0,0.0,0.0,0.0,0.0,0.3682670593261719
32,23,15,3,0,4.0,4.0,3.5,36.0,3.0,0.33760881423950195
33,22,15,0,0,0.0,0.0,0.0,0.0,0.0,0.28000879287719727
34,24,15,2,0,5.0,5.0,16.0,21.0,2.0,0.3082401752471924
35,25,15,0,0,0.0,0.0,0.0,0.0,0.0,0.313215970993042
36,22,16,3,0,6.0,6.0,16.0,32.0,3.0,0.2730240821838379
37,23,15,0,0,0.0,0.0,0.0,0.0,0.0,0.3128671646118164
38,23,16,0,0,0.0,0.0,0.0,0.0,0.0,0.31528401374816895
39,22,15,0,0,0.0,0.0,0.0,0.0,0.0,0.2368030548095703
40,19,16,1,0,1.0,1.0,4.0,13.0,1.0,0.21390390396118164
41,20,16,0,0,0.0,0.0,0.0,0.0,0.0,0.2621638774871826
42,19,17,1,0,1.0,1.0,4.5,13.0,1.0,0.2355790138244629
43,18,17,0,0,0.0,0.0,0.0,0.0,0.0,0.20882391929626465
44,18,17,3,1,8.0,8.8,6.5,57.0,5.0,0.2880079746246338
45,18,17,0,0,0.0,0.0,0.0,0.0,0.0,0.280322790145874
46,16,18,1,0,3.0,3.0,2.5,11.0,1.0,0.19101405143737793
47,18,18,1,0,3.0,3.0,11.5,13.0,1.0,0.23563408851623535
48,20,17,3,0,5.0,5.0,13.5,32.0,3.0,0.31177592277526855
49,19,17,0,0,0.0,0.0,0.0,0.0,0.0,0.28227782249450684
50,19,18,1,0,2.0,2.0,5.5,10.0,1.0,0.34726500511169434
51,18,16,0,0,0.0,0.0,0.0,0.0,0.0,0.30643391609191895
52,19,17,0,0,0.0,0.0,0.0,0.0,0.0,0.4403531551361084
53,18,17,0,0,0.0,0.0,0.0,0.0,0.0,0.3382117748260498
54,18,17,0,0,0.0,0.0,0.0,0.0,0.0,0.39498019218444824
55,17,16,0,0,0.0,0.0,0.0,0.0,0.0,0.42754101753234863
56,17,16,0,0,0.0,0.0,0.0,0.0,0.0,0.42099905014038086
57,19,16,0,0,0.0,0.0,0.0,0.0,0.0,0.49696898460388184
58,20,17,2,0,3.0,3.0,4.0,20.0,1.0,0.5857043266296387
59,19,17,1,0,3.0,3.0,1.0,12.0,1.0,0.5309691429138184
60,17,18,4,0,8.0,8.0,7.0,39.0,4.0,0.42839765548706055
61,20,17,2,0,2.0,2.0,13.0,25.0,2.0,0.5776329040527344
62,21,17,0,0,0.0,0.0,0.0,0.0,0.0,0.7296199798583984
63,21,17,0,0,0.0,0.0,0.0,0.0,0.0,0.6571941375732422
64,22,18,4,0,5.0,5.0,12.5,43.0,4.0,0.647331953048706
65,22,16,0,0,0.0,0.0,0.0,0.0,0.0,0.628166913986206
66,20,17,1,0,2.0,2.0,0.5,13.0,1.0,0.5063130855560303
67,22,17,1,0,1.0,1.0,8.5,13.0,1.0,0.6128060817718506
68,21,17,5,0,8.0,8.0,13.0,48.0,5.0,0.6529872417449951
69,19,16,0,0,0.0,0.0,0.0,0.0,0.0,0.4346811771392822
70,20,17,0,0,0.0,0.0,0.0,0.0,0.0,0.5826420783996582
71,20,17,0,0,0.0,0.0,0.0,0.0,0.0,0.5185201168060303
72,20,18,0,0,0.0,0.0,0.0,0.0,0.0,0.5692439079284668
73,22,18,1,0,3.0,3.0,2.0,11.0,1.0,0.6796400547027588
74,21,18,2,0,3.0,3.0,14.0,24.0,2.0,0.5860302448272705
75,22,18,0,0,0.0,0.0,0.0,0.0,0.0,0.6185128688812256
76,24,19,6,0,8.0,8.0,17.0,64.0,4.0,0.8715629577636719
77,23,18,0,0,0.0,0.0,0.0,0.0,0.0,0.6805198192596436
78,22,19,5,0,8.0,8.0,11.5,39.0,5.0,0.5917487144470215
79,23,19,1,0,1.0,1.0,1.5,13.0,1.0,0.6843230724334717
80,22,20,0,0,0.0,0.0,0.0,0.0,0.0,0.6284489631652832
81,21,18,0,0,0.0,0.0,0.0,0.0,0.0,0.44158482551574707
82,25,19,3,0,4.0,4.0,9.5,32.0,3.0,0.6962258815765381
83,25,18,0,0,0.0,0.0,0.0,0.0,0.0,0.6561670303344727
84,24,19,1,0,1.0,1.0,1.0,9.0,1.0,0.5992567539215088
85,26,19,1,0,1.0,1.0,2.5,11.0,1.0,0.7053821086883545
86,25,20,1,0,1.0,1.0,0.5,9.0,1.0,0.6708548069000244
87,24,20,0,0,0.0,0.0,0.0,0.0,0.0,0.6070120334625244
88,24,21,1,0,2.0,2.0,6.0,8.0,1.0,0.6686770915985107
89,23,21,0,0,0.0,0.0,0.0,0.0,0.0,0.6522181034088135
90,23,21,0,0,0.0,0.0,0.0,0.0,0.0,0.7104699611663818
91,24,21,1,0,3.0,3.0,3.5,12.0,1.0,0.7468321323394775
92,24,21,2,0,4.0,4.0,3.0,25.0,2.0,0.7103500366210938
93,27,18,1,0,1.0,1.0,4.5,9.0,1.0,0.7033381462097168
94,26,19,3,0,5.0,5.0,13.5,36.0,3.0,0.6648917198181152
95,25,19,0,0,0.0,0.0,0.0,0.0,0.0,0.6490099430084229
96,23,20,0,0,0.0,0.0,0.0,0.0,0.0,0.6092448234558105
97,24,19,0,0,0.0,0.0,0.0,0.0,0.0,0.5638699531555176
98,24,20,2,0,5.0,5.0,7.0,25.0,2.0,0.4108428955078125
99,22,19,0,0,0.0,0.0,0.0,0.0,0.0,0.3466179370880127
100,24,20,5,1,12.0,12.8,34.0,78.0,7.0,0.56404709815979
101,25,20,0,0,0.0,0.0,0.0,0.0,0.0,0.5273089408874512
102,25,19,0,0,0.0,0.0,0.0,0.0,0.0,0.4835081100463867
103,25,18,1,0,3.0,3.0,4.0,9.0,1.0,0.377561092376709
104,25,19,0,0,0.0,0.0,0.0,0.0,0.0,0.450577974319458
105,24,18,0,0,0.0,0.0,0.0,0.0,0.0,0.3205397129058838
106,24,19,3,0,6.0,6.0,44.5,29.0,3.0,0.3607048988342285
107,22,18,0,0,0.0,0.0,0.0,0.0,0.0,0.2967250347137451
108,21,18,1,0,2.0,2.0,1.5,9.0,1.0,0.3334381580352783
109,20,16,0,0,0.0,0.0,0.0,0.0,0.0,0.290816068649292
110,19,17,1,0,1.0,1.0,4.5,9.0,1.0,0.2744758129119873
111,19,17,0,0,0.0,0.0,0.0,0.0,0.0,0.25763797760009766
112,25,18,5,0,13.0,13.0,11.5,61.0,5.0,0.38231992721557617
113,26,17,0,0,0.0,0.0,0.0,0.0,0.0,0.3849527835845947
114,24,17,1,0,2.0,2.0,5.5,12.0,1.0,0.4236431121826172
115,23,17,0,0,0.0,0.0,0.0,0.0,0.0,0.36522698402404785
116,22,17,1,0,2.0,2.0,3.0,12.0,1.0,0.36835813522338867
117,24,17,0,0,0.0,0.0,0.0,0.0,0.0,0.4598352909088135
118,25,17,2,0,2.0,2.0,9.0,19.0,2.0,0.48114919662475586
119,27,17,0,0,0.0,0.0,0.0,0.0,0.0,0.6114020347595215
120,28,17,2,0,3.0,3.0,3.5,25.0,2.0,0.6910207271575928
121,28,17,0,0,0.0,0.0,0.0,0.0,0.0,0.5685749053955078
122,27,16,1,0,3.0,3.0,1.5,13.0,1.0,0.5427510738372803
123,28,15,1,0,3.0,3.0,2.0,12.0,1.0,0.6075570583343506
124,29,15,0,0,0.0,0.0,0.0,0.0,0.0,0.6698358058929443
125,29,15,0,0,0.0,0.0,0.0,0.0,0.0,0.609321117401123
126,29,16,0,2,5.0,7.699999999999999,-1.5,52.0,4.0,0.728693962097168
127,27,15,0,0,0.0,0.0,0.0,0.0,0.0,0.5803749561309814
128,27,16,1,0,3.0,3.0,4.5,13.0,1.0,0.5428249835968018
129,29,16,0,0,0.0,0.0,0.0,0.0,0.0,0.7613551616668701
130,26,15,1,0,3.0,3.0,3.0,11.0,1.0,0.5194869041442871
131,26,15,0,0,0.0,0.0,0.0,0.0,0.0,0.5355780124664307
132,27,16,1,0,1.0,1.0,2.5,9.0,1.0,0.5952258110046387
133,25,15,0,0,0.0,0.0,0.0,0.0,0.0,0.4427831172943115
134,22,16,1,0,2.0,2.0,5.5,7.0,1.0,0.3466973304748535
135,18,16,0,0,0.0,0.0,0.0,0.0,0.0,0.3113071918487549
136,19,17,1,0,3.0,3.0,1.0,12.0,1.0,0.3712170124053955
137,20,17,0,0,0.0,0.0,0.0,0.0,0.0,0.34340906143188477
138,20,18,1,0,3.0,3.0,4.5,11.0,1.0,0.36318421363830566
139,18,18,0,0,0.0,0.0,0.0,0.0,0.0,0.30558323860168457
140,18,19,0,0,0.0,0.0,0.0,0.0,0.0,0.2736048698425293
141,19,19,1,0,3.0,3.0,4.0,11.0,1.0,0.33142995834350586
142,18,19,3,0,4.0,4.0,21.0,33.0,3.0,0.29384589195251465
143,18,18,0,0,0.0,0.0,0.0,0.0,0.0,0.24271106719970703
144,18,19,3,0,7.0,7.0,15.0,35.0,3.0,0.25090980529785156
145,19,18,3,0,4.0,4.0,6.0,26.0,2.0,0.30504918098449707
146,20,18,1,0,1.0,1.0,2.5,12.0,1.0,0.41092896461486816
147,21,17,1,0,1.0,1.0,8.5,9.0,1.0,0.3528430461883545
148,21,17,5,0,12.0,12.0,10.5,55.0,5.0,0.34542393684387207
149,22,17,0,0,0.0,0.0,0.0,0.0,0.0,0.3139798641204834
150,20,18,5,0,5.0,5.0,19.5,64.0,5.0,0.29892611503601074
151,22,18,1,0,2.0,2.0,11.5,8.0,1.0,0.4037811756134033
152,21,17,2,0,4.0,4.0,5.0,21.0,2.0,0.4354369640350342
153,22,17,0,0,0.0,0.0,0.0,0.0,0.0,0.46039891242980957
154,22,16,0,0,0.0,0.0,0.0,0.0,0.0,0.48932504653930664
155,22,15,0,0,0.0,0.0,0.0,0.0,0.0,0.48891592025756836
156,22,16,0,0,0.0,0.0,0.0,0.0,0.0,0.6119937896728516
157,24,16,0,0,0.0,0.0,0.0,0.0,0.0,0.7444858551025391
158,24,17,4,0,8.0,8.0,11.0,30.0,4.0,0.7639486789703369
159,23,15,0,0,0.0,0.0,0.0,0.0,0.0,0.629288911819458
160,22,16,4,0,8.0,8.0,31.0,51.0,4.0,0.5582320690155029
161,20,16,0,0,0.0,0.0,0.0,0.0,0.0,0.5102338790893555
162,21,15,3,0,6.0,6.0,10.5,35.0,3.0,0.5055160522460938
163,20,15,0,0,0.0,0.0,0.0,0.0,0.0,0.434711217880249
164,20,16,2,0,2.0,2.0,3.0,22.0,2.0,0.4786808490753174
165,19,16,0,0,0.0,0.0,0.0,0.0,0.0,0.3693571090698242
166,19,17,2,0,3.0,3.0,16.5,22.0,2.0,0.4452400207519531
167,19,17,0,0,0.0,0.0,0.0,0.0,0.0,0.40163373947143555
168,20,18,0,0,0.0,0.0,0.0,0.0,0.0,0.48158788681030273
169,20,17,0,0,0.0,0.0,0.0,0.0,0.0,0.3712167739868164
170,20,18,1,0,1.0,1.0,2.5,9.0,1.0,0.4956977367401123
171,19,18,0,0,0.0,0.0,0.0,0.0,0.0,0.4090750217437744
172,18,19,0,0,0.0,0.0,0.0,0.0,0.0,0.42474889755249023
173,18,19,0,0,0.0,0.0,0.0,0.0,0.0,0.42049598693847656
174,18,18,3,0,8.0,8.0,15.0,28.0,3.0,0.36932897567749023
175,20,18,1,0,2.0,2.0,11.5,10.0,1.0,0.46437501907348633
176,19,18,6,0,8.0,8.0,15.5,67.0,6.0,0.43993282318115234
177,19,18,1,0,3.0,3.0,13.0,11.0,1.0,0.4533970355987549
178,18,18,1,0,1.0,1.0,5.5,13.0,1.0,0.4585108757019043
179,18,18,1,0,2.0,2.0,2.5,11.0,1.0,0.5518810749053955
180,18,19,1,0,1.0,1.0,2.5,10.0,1.0,0.5477707386016846
181,19,19,0,0,0.0,0.0,0.0,0.0,0.0,0.5151691436767578
182,19,18,0,1,3.0,4.199999999999999,10.0,26.0,2.0,0.5010521411895752
183,18,18,0,0,0.0,0.0,0.0,0.0,0.0,0.44394397735595703
184,19,18,1,0,2.0,2.0,2.0,11.0,1.0,0.4288601875305176
185,18,17,0,0,0.0,0.0,0.0,0.0,0.0,0.3739161491394043
186,17,18,0,0,0.0,0.0,0.0,0.0,0.0,0.3241851329803467
187,16,18,0,0,0.0,0.0,0.0,0.0,0.0,0.30732202529907227
188,16,18,0,0,0.0,0.0,0.0,0.0,0.0,0.30126404762268066
189,15,18,0,0,0.0,0.0,0.0,0.0,0.0,0.24796485900878906
190,15,19,1,1,5.0,6.199999999999999,10.0,32.0,3.0,0.28433799743652344
191,16,19,0,0,0.0,0.0,0.0,0.0,0.0,0.27007102966308594
192,19,20,2,0,3.0,3.0,9.5,16.0,2.0,0.43237876892089844
193,18,19,0,0,0.0,0.0,0.0,0.0,0.0,0.3487398624420166
194,18,19,0,0,0.0,0.0,0.0,0.0,0.0,0.3438429832458496
195,22,19,1,0,2.0,2.0,2.0,10.0,1.0,0.5308070182800293
196,23,19,1,0,1.0,1.0,2.5,12.0,1.0,0.40730762481689453
197,24,18,1,0,1.0,1.0,10.0,13.0,1.0,0.5413761138916016
198,26,19,1,0,3.0,3.0,2.5,11.0,1.0,0.594606876373291
199,25,18,0,0,0.0,0.0,0.0,0.0,0.0,0.5389876365661621
200,25,18,3,0,6.0,6.0,9.5,37.0,3.0,0.5884170532226562
201,24,17,0,0,0.0,0.0,0.0,0.0,0.0,0.5298752784729004
202,24,18,1,0,3.0,3.0,2.0,12.0,1.0,0.6303791999816895
203,23,18,0,0,0.0,0.0,0.0,0.0,0.0,0.5727319717407227
204,23,19,1,0,1.0,1.0,2.5,12.0,1.0,0.6075890064239502
205,22,17,0,0,0.0,0.0,0.0,0.0,0.0,0.49006009101867676
206,22,18,2,0,4.0,4.0,25.5,23.0,2.0,0.5029170513153076
207,21,18,0,0,0.0,0.0,0.0,0.0,0.0,0.49479007720947266
208,23,19,4,0,8.0,8.0,13.0,39.0,3.0,0.5767550468444824
209,22,19,1,0,1.0,1.0,0.5,9.0,1.0,0.470750093460083
210,22,19,5,0,7.0,7.0,20.5,56.0,5.0,0.5205399990081787
211,22,19,0,0,0.0,0.0,0.0,0.0,0.0,0.5926089286804199
212,22,19,3,0,6.0,6.0,17.0,30.0,3.0,0.6176366806030273
213,23,18,1,0,2.0,2.0,2.5,13.0,1.0,0.5454211235046387
214,23,18,0,0,0.0,0.0,0.0,0.0,0.0,0.41231703758239746
215,24,17,0,0,0.0,0.0,0.0,0.0,0.0,0.4566531181335449
216,25,18,0,0,0.0,0.0,0.0,0.0,0.0,0.5536501407623291
217,26,17,0,0,0.0,0.0,0.0,0.0,0.0,0.5538201332092285
218,26,18,4,0,8.0,8.0,11.5,45.0,4.0,0.6964430809020996
219,27,18,1,0,1.0,1.0,9.5,13.0,1.0,0.7370002269744873
220,27,19,1,0,1.0,1.0,3.5,13.0,1.0,0.7508642673492432
221,24,17,0,0,0.0,0.0,0.0,0.0,0.0,0.5625758171081543
222,25,18,1,0,2.0,2.0,11.0,13.0,1.0,0.5371532440185547
223,25,18,0,0,0.0,0.0,0.0,0.0,0.0,0.5378239154815674
224,24,19,0,0,0.0,0.0,0.0,0.0,0.0,0.5463569164276123
225,23,19,0,0,0.0,0.0,0.0,0.0,0.0,0.47841310501098633
226,25,19,1,0,1.0,1.0,1.0,12.0,1.0,0.5330410003662109
227,24,19,1,0,2.0,2.0,11.0,13.0,1.0,0.465167760848999
228,25,20,1,0,1.0,1.0,7.0,9.0,1.0,0.5908150672912598
229,24,19,1,0,2.0,2.0,1.5,13.0,1.0,0.5244841575622559
230,21,19,1,0,1.0,1.0,4.5,12.0,1.0,0.3856048583984375
231,22,18,0,0,0.0,0.0,0.0,0.0,0.0,0.43727779388427734
232,23,18,1,0,1.0,1.0,3.5,11.0,1.0,0.4841628074645996
233,22,18,0,0,0.0,0.0,0.0,0.0,0.0,0.3958160877227783
234,21,19,1,1,6.0,7.8999999999999995,7.5,39.0,3.0,0.49935078620910645
235,21,18,1,0,2.0,2.0,3.0,10.0,1.0,0.42858004570007324
236,19,18,2,0,4.0,4.0,8.5,20.0,2.0,0.4174308776855469
237,20,18,0,0,0.0,0.0,0.0,0.0,0.0,0.4927690029144287
238,19,19,4,0,7.0,7.0,16.0,47.0,4.0,0.47098708152770996
239,20,19,0,0,0.0,0.0,0.0,0.0,0.0,0.5342888832092285
240,21,19,0,0,0.0,0.0,0.0,0.0,0.0,0.5253729820251465
241,19,17,0,0,0.0,0.0,0.0,0.0,0.0,0.5378708839416504
242,17,18,0,0,0.0,0.0,0.0,0.0,0.0,0.5334339141845703
243,20,17,0,0,0.0,0.0,0.0,0.0,0.0,0.5852522850036621
244,21,18,4,0,7.0,7.0,59.0,45.0,4.0,0.8018760681152344
245,23,16,0,0,0.0,0.0,0.0,0.0,0.0,0.6990771293640137
246,23,17,4,0,7.0,7.0,10.0,40.0,4.0,0.7641401290893555
247,24,17,0,0,0.0,0.0,0.0,0.0,0.0,0.7839832305908203
248,24,17,1,0,1.0,1.0,1.5,13.0,1.0,0.9068341255187988
249,24,16,0,0,0.0,0.0,0.0,0.0,0.0,0.8292598724365234
250,26,17,4,0,8.0,8.0,26.5,33.0,3.0,1.0760960578918457
251,29,17,1,0,3.0,3.0,4.0,12.0,1.0,1.2181971073150635
252,28,17,2,0,6.0,6.0,9.0,26.0,2.0,1.1539762020111084
253,29,17,0,0,0.0,0.0,0.0,0.0,0.0,1.2253608703613281
254,29,17,2,0,2.0,2.0,17.0,24.0,2.0,1.1600241661071777
255,28,17,0,0,0.0,0.0,0.0,0.0,0.0,1.1137092113494873
256,29,18,5,0,10.0,10.0,24.5,65.0,5.0,1.2057712078094482
257,29,17,0,0,0.0,0.0,0.0,0.0,0.0,1.1007332801818848
258,31,18,3,0,7.0,7.0,11.0,35.0,3.0,1.4958910942077637
259,31,18,0,0,0.0,0.0,0.0,0.0,0.0,1.4404101371765137
260,31,18,1,0,1.0,1.0,5.5,11.0,1.0,1.423171043395996
261,30,17,0,0,0.0,0.0,0.0,0.0,0.0,1.3518030643463135
262,28,18,6,0,10.0,10.0,21.0,65.0,6.0,1.175419807434082
263,29,18,0,0,0.0,0.0,0.0,0.0,0.0,1.1403791904449463
264,31,19,1,0,1.0,1.0,9.0,13.0,1.0,1.3906431198120117
265,32,18,0,0,0.0,0.0,0.0,0.0,0.0,1.6812989711761475
266,32,18,1,1,5.0,5.8,14.0,39.0,3.0,1.4595708847045898
267,33,17,0,0,0.0,0.0,0.0,0.0,0.0,1.522731065750122
268,34,18,2,0,5.0,5.0,5.5,21.0,2.0,1.7351233959197998
