Student ID,School,Class,Subjects,Time Required,Grades,Social Disadvantage,Accepts Group,Home Help,Equipment,Year,Not Enough Help at Home,Weak student,Critical Year,Matriculation,Registration Date,Leaving Date
0,School Y,B,['English'],[3],[0],0,True,2,0,6,0.5,2,0,N,79,93
1,School T5,C,"['History', 'Maths']","[1, 2]","[4, 2]",1,True,2,0,7,0.5,1,0,N,190,206
2,School T5,D,['Foreign Language'],[2],[2],0,True,2,0,7,0.5,3,0,N,141,157
3,School F2,D,['Geography'],[2],[0],0,True,1,0,4,0.5,1,0,N,36,49
4,School E7,A,"['Maths', 'Science', 'Art']","[3, 3, 1]","[0, 2, 1]",0,True,2,0,4,0.5,2,0,N,258,273
5,School L,D,['History'],[1],[5],3,True,2,0,9,0.5,0,0,N,130,143
6,School I1,C,"['Physical Education', 'Foreign Language']","[1, 2]","[4, 0]",3,False,2,0,6,1.0,2,0,N,263,275
7,School L3,D,['English'],[1],[1],1,True,0,0,10,1.0,2,0,N,132,148
8,School M5,B,"['Computer Science', 'Maths', 'History', 'Physical Education']","[3, 2, 2, 3]","[4, 3, 0, 1]",1,True,1,0,8,0.5,1,0,N,84,102
9,School Z3,C,['Art'],[3],[4],0,False,0,0,4,0.5,1,0,N,143,156
10,School C3,E,['History'],[3],[3],0,True,2,0,5,0.5,1,0,N,147,159
11,School W6,E,['English'],[3],[0],0,False,2,0,10,1.0,0,0,N,188,206
12,School T4,A,['Foreign Language'],[1],[0],1,True,1,0,6,1.5,0,0,N,125,138
13,School F5,B,['Physical Education'],[2],[2],0,True,1,0,5,0.5,1,0,N,32,49
14,School A3,E,['Maths'],[1],[4],1,True,2,0,11,0.5,2,1,basic,228,240
15,School H4,D,"['Maths', 'History', 'Physical Education', 'Foreign Language']","[1, 2, 2, 1]","[4, 1, 4, 1]",0,False,0,0,5,0.5,0,0,N,275,292
16,School P5,E,['Computer Science'],[1],[2],1,False,2,0,8,0.5,1,0,N,290,302
17,School T5,C,"['History', 'English']","[1, 4]","[3, 4]",0,True,2,0,7,1.0,1,0,N,40,53
18,School E2,C,"['Physical Education', 'History']","[3, 1]","[3, 5]",0,True,2,0,7,1.0,0,0,N,253,267
19,School I6,A,"['Foreign Language', 'History']","[1, 1]","[4, 4]",0,False,0,0,6,2.0,1,0,N,144,158
20,School S7,B,['Science'],[2],[4],0,False,1,0,10,0.5,0,0,N,9,23
21,School H3,A,"['Physical Education', 'English', 'Science']","[3, 4, 2]","[4, 4, 1]",0,True,0,0,10,1.0,1,0,N,73,88
22,School S,C,"['Foreign Language', 'History']","[2, 1]","[5, 2]",0,False,1,0,5,0.5,3,0,N,111,123
23,School J6,E,['History'],[1],[4],1,False,2,0,10,0.5,1,0,N,128,143
24,School J6,C,"['Physical Education', 'History']","[2, 3]","[4, 1]",0,True,2,0,10,1.0,0,0,N,279,294
25,School M3,E,['History'],[1],[3],1,False,0,0,11,1.0,0,1,N,116,134
26,School E4,D,['English'],[3],[5],1,False,2,0,11,1.0,0,1,advanced,291,307
27,School K5,C,['Physical Education'],[2],[1],1,True,2,0,8,0.5,1,0,N,234,248
28,School I7,C,['Maths'],[2],[4],1,True,1,0,12,0.5,1,2,advanced,56,72
29,School O4,B,"['Physical Education', 'English']","[4, 4]","[1, 3]",0,True,2,0,9,0.5,0,0,N,152,166
30,School E7,D,['Science'],[2],[3],0,True,2,0,10,0.5,1,0,N,69,85
31,School Y1,C,"['Physical Education', 'Maths']","[2, 1]","[4, 3]",0,True,0,0,11,2.0,0,1,N,259,271
32,School E,D,['English'],[3],[3],0,True,0,0,9,0.5,2,0,N,173,190
33,School B2,B,"['Foreign Language', 'History']","[2, 3]","[2, 2]",0,True,1,0,6,1.0,3,0,N,296,311
34,School C2,C,"['Maths', 'English']","[2, 2]","[5, 5]",0,False,0,0,11,1.0,1,1,basic,181,200
35,School W1,A,"['Maths', 'Physical Education']","[2, 3]","[5, 0]",1,True,0,0,6,1.0,0,0,N,28,43
36,School X6,B,['Foreign Language'],[4],[5],1,False,0,0,7,2.0,3,0,N,65,77
37,School B5,D,['English'],[2],[1],0,False,0,0,8,2.0,1,0,N,11,25
38,School U2,D,"['Physical Education', 'History', 'English']","[2, 4, 4]","[1, 5, 2]",2,True,0,0,10,1.0,0,0,N,83,96
39,School H1,C,['Maths'],[1],[1],0,False,2,0,11,1.0,0,1,N,202,217
40,School W2,D,['Foreign Language'],[2],[5],2,True,2,0,5,0.5,1,0,N,115,129
41,School Q5,A,['Literature'],[2],[1],1,True,2,0,9,0.5,1,0,N,9,23
42,School D4,D,"['Computer Science', 'English']","[1, 4]","[3, 0]",0,True,1,0,8,0.5,0,0,N,122,134
43,School D2,D,['Literature'],[1],[3],1,True,1,0,9,0.5,1,0,N,202,215
44,School W5,A,"['History', 'English']","[3, 3]","[4, 4]",0,True,2,0,5,0.5,1,0,N,42,57
45,School D1,C,"['History', 'Maths']","[1, 3]","[5, 3]",0,True,2,0,12,1.0,0,2,advanced,249,260
46,School G6,B,"['Computer Science', 'English', 'Maths']","[2, 4, 2]","[3, 2, 2]",1,False,1,0,12,1.0,3,2,advanced,84,101
47,School R3,C,"['Physical Education', 'Foreign Language', 'History', 'English']","[2, 1, 2, 1]","[0, 3, 0, 4]",3,False,1,0,7,0.5,1,0,N,240,256
48,School L6,B,"['Art', 'Science']","[2, 3]","[3, 5]",0,False,2,0,4,0.5,1,0,N,12,25
49,School K1,C,['Art'],[1],[1],0,True,0,0,4,1.0,0,0,N,220,233
50,School Q7,E,"['History', 'Maths']","[3, 2]","[1, 2]",0,True,2,0,6,1.0,1,0,N,173,186
51,School Y1,E,['History'],[3],[4],0,True,1,0,7,0.5,0,0,N,102,112
52,School G,A,"['English', 'Physical Education', 'Computer Science']","[1, 2, 1]","[1, 1, 3]",0,True,2,0,8,1.0,0,0,N,182,196
53,School T5,C,['Maths'],[3],[2],0,True,2,0,7,1.5,1,0,N,230,243
54,School G,A,"['Science', 'Maths', 'History', 'Physical Education']","[1, 2, 2, 1]","[0, 2, 5, 4]",1,True,1,0,10,1.0,0,0,N,280,293
55,School X,D,"['Maths', 'Science']","[3, 1]","[1, 1]",1,True,1,0,4,1.0,1,0,N,283,294
56,School X5,C,"['Science', 'Maths']","[1, 1]","[0, 3]",0,True,2,0,10,1.0,0,0,N,237,247
57,School S4,E,"['History', 'Science']","[1, 2]","[3, 0]",1,False,1,0,10,1.0,1,0,N,13,25
58,School G,A,['English'],[1],[1],0,True,0,0,8,1.0,1,0,N,183,200
59,School V2,E,"['English', 'History', 'Economics']","[3, 2, 4]","[2, 0, 1]",1,True,2,0,11,1.0,3,1,N,99,112
60,School I,A,"['English', 'Physical Education', 'History']","[2, 1, 1]","[0, 3, 4]",0,False,2,0,5,0.5,1,0,N,233,247
61,School X1,B,['Geography'],[3],[4],3,True,2,0,4,1.0,0,0,N,143,158
62,School Q1,A,['Physical Education'],[4],[0],0,False,2,0,9,0.5,3,0,N,126,140
63,School P,B,"['Physical Education', 'Foreign Language']","[1, 3]","[3, 1]",1,True,2,0,7,0.5,1,0,N,139,154
64,School V3,E,['English'],[1],[3],1,True,2,0,4,0.5,0,0,N,213,225
65,School H6,A,"['Literature', 'English', 'History', 'Physical Education']","[3, 2, 2, 2]","[1, 4, 4, 3]",0,False,2,0,9,0.5,3,0,N,126,144
66,School B2,B,"['Physical Education', 'Foreign Language']","[1, 1]","[0, 1]",0,True,2,0,6,0.5,1,0,N,145,159
67,School S6,A,"['Art', 'Geography', 'Science']","[1, 4, 2]","[5, 4, 2]",0,False,2,0,4,0.5,1,0,N,205,224
68,School K5,A,"['Maths', 'Economics', 'Physical Education', 'History']","[3, 2, 2, 3]","[3, 2, 3, 1]",0,True,0,0,11,0.5,0,1,basic,274,286
69,School E7,A,['Maths'],[3],[0],1,True,1,0,4,1.0,1,0,N,135,144
70,School A7,D,['Literature'],[1],[2],0,False,0,0,9,1.0,0,0,N,106,117
71,School P5,D,['History'],[3],[0],0,False,1,0,6,0.5,0,0,N,94,109
72,School E7,A,"['Maths', 'Geography', 'Art']","[2, 3, 1]","[0, 4, 2]",0,True,1,0,4,0.5,0,0,N,50,65
73,School L4,B,"['Physical Education', 'English']","[4, 1]","[5, 5]",0,False,0,0,9,3.0,2,0,N,291,300
74,School W4,A,"['Science', 'Physical Education']","[1, 3]","[4, 0]",2,False,0,0,10,0.5,0,0,N,225,242
75,School D2,B,['History'],[1],[3],0,True,0,0,5,0.5,1,0,N,211,223
76,School T,C,"['Science', 'Maths', 'Geography', 'Art']","[1, 1, 4, 1]","[4, 5, 4, 3]",0,True,0,0,4,0.5,1,0,N,85,97
77,School U4,D,['Maths'],[3],[0],0,False,2,0,5,0.5,0,0,N,36,50
78,School O7,A,['Maths'],[2],[4],0,True,1,0,10,0.5,0,0,N,229,243
79,School L5,A,['English'],[1],[4],1,False,2,0,10,0.5,1,0,N,11,24
80,School F1,A,['Literature'],[4],[5],1,True,1,0,9,0.5,1,0,N,278,293
81,School V5,E,"['History', 'Computer Science', 'Maths', 'English']","[3, 4, 1, 3]","[4, 0, 4, 5]",0,True,1,0,12,0.5,1,2,advanced,181,192
82,School Y5,B,"['Computer Science', 'English', 'Physical Education']","[2, 2, 3]","[1, 3, 1]",0,True,1,0,12,2.0,1,2,advanced,1,13
