Day,Available Students,Available Mentors,Individual Activities,Group Activities,Total Hours Allocated,Volume,Social Points,Preference Points,Students Involved,Execution Time
0,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.006112098693847656
7,9,4,8,0,20.0,20.0,37.5,80.0,6.0,0.023706912994384766
14,22,8,6,0,12.0,12.0,29.0,72.0,6.0,0.13718414306640625
21,21,11,5,0,11.0,11.0,28.5,61.0,5.0,0.12473011016845703
28,17,14,9,2,23.0,29.599999999999998,78.5,159.0,9.0,0.16089200973510742
35,19,14,4,0,4.0,4.0,32.5,47.0,4.0,0.21850800514221191
42,19,16,7,0,12.0,12.0,60.0,71.0,5.0,0.27404189109802246
49,19,17,7,0,12.0,12.0,29.0,60.0,5.0,0.2427971363067627
56,20,18,6,0,13.0,13.0,20.0,67.0,5.0,0.2549588680267334
63,20,18,5,0,7.0,7.0,25.0,54.0,5.0,0.264617919921875
70,20,18,9,0,17.0,17.0,46.5,102.0,8.0,0.4699561595916748
77,14,17,3,0,5.0,5.0,25.5,36.0,2.0,0.2105269432067871
84,21,15,11,2,22.0,24.0,50.5,170.0,11.0,0.44432568550109863
91,27,14,12,0,22.0,22.0,49.5,148.0,12.0,0.6300718784332275
98,28,17,5,0,6.0,6.0,28.0,59.0,5.0,0.7337021827697754
105,20,18,2,0,2.0,2.0,4.5,24.0,2.0,0.3599660396575928
112,13,19,1,0,1.0,1.0,2.5,10.0,1.0,0.23224520683288574
119,15,18,11,0,21.0,21.0,35.5,126.0,7.0,0.26343297958374023
126,14,16,9,1,20.0,20.1,27.0,130.0,9.0,0.20351505279541016
133,17,14,2,0,4.0,4.0,14.0,19.0,2.0,0.21909594535827637
140,23,18,5,0,9.0,9.0,20.5,59.0,5.0,0.5564980506896973
147,25,17,2,3,9.0,10.7,25.0,92.0,8.0,0.9522707462310791
154,26,16,0,0,0.0,0.0,0.0,0.0,0.0,0.6819698810577393
161,18,15,6,0,12.0,12.0,63.5,67.0,4.0,0.28092312812805176
168,18,14,8,2,23.0,25.0,39.0,136.0,7.0,0.4004337787628174
175,20,14,6,0,11.0,11.0,29.0,68.0,6.0,0.46741318702697754
182,23,16,4,2,12.0,13.6,41.0,95.0,8.0,0.5671820640563965
189,21,17,5,1,10.0,10.8,36.5,81.0,6.0,0.4021890163421631
196,26,18,4,0,4.0,4.0,40.0,46.0,4.0,0.8760268688201904
203,25,16,6,1,15.0,16.2,28.0,73.0,7.0,0.784930944442749
210,20,16,4,0,8.0,8.0,18.5,47.0,3.0,0.5354671478271484
217,18,14,6,0,12.0,12.0,23.0,71.0,5.0,0.42337512969970703
224,17,17,4,3,16.0,18.5,71.5,114.0,8.0,0.5694780349731445
231,20,17,5,0,7.0,7.0,13.0,57.0,4.0,0.6466481685638428
238,18,16,11,0,16.0,16.0,61.0,123.0,10.0,0.3475611209869385
245,19,15,11,0,20.0,20.0,43.0,123.0,11.0,0.36587977409362793
252,22,17,10,0,16.0,16.0,53.5,108.0,8.0,0.4027101993560791
259,23,17,3,0,8.0,8.0,15.0,35.0,3.0,0.37056708335876465
266,15,19,6,0,8.0,8.0,18.0,58.0,5.0,0.23347091674804688
273,14,16,6,0,9.0,9.0,14.0,63.0,3.0,0.2858161926269531
280,21,15,9,0,19.0,19.0,23.5,101.0,8.0,0.49872279167175293
287,25,16,10,2,22.0,23.6,49.0,159.0,12.0,0.5233118534088135
294,30,18,10,0,21.0,21.0,51.5,123.0,9.0,0.9306838512420654
