Day,Available Students,Available Mentors,Individual Activities,Group Activities,Total Hours Allocated,Volume,Social Points,Preference Points,Students Involved,Execution Time
0,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.004374980926513672
2,2,2,0,0,0.0,0.0,0.0,0.0,0.0,0.006145954132080078
4,3,3,0,0,0.0,0.0,0.0,0.0,0.0,0.011578798294067383
6,3,4,1,0,1.0,1.0,1.5,12.0,1.0,0.016850948333740234
8,7,5,6,0,10.0,10.0,32.0,52.0,4.0,0.03725099563598633
10,10,6,1,0,2.0,2.0,0.5,10.0,1.0,0.06600594520568848
12,11,7,0,0,0.0,0.0,0.0,0.0,0.0,0.08251309394836426
14,13,8,4,0,8.0,8.0,10.0,27.0,4.0,0.16737890243530273
16,14,9,2,0,2.0,2.0,12.5,17.0,2.0,0.17376494407653809
18,15,10,0,0,0.0,0.0,0.0,0.0,0.0,0.18631196022033691
20,15,10,0,0,0.0,0.0,0.0,0.0,0.0,0.24125003814697266
22,18,11,1,0,2.0,2.0,12.0,12.0,1.0,0.23906898498535156
24,22,12,5,0,10.0,10.0,14.0,41.0,5.0,0.41750478744506836
26,23,13,1,0,3.0,3.0,10.5,9.0,1.0,0.43184685707092285
28,26,14,4,0,9.0,9.0,14.5,32.0,4.0,0.4759337902069092
30,23,14,4,0,10.0,10.0,17.0,52.0,4.0,0.3382408618927002
32,25,15,3,0,7.0,7.0,15.5,33.0,3.0,0.43238401412963867
34,24,14,2,0,2.0,2.0,8.0,18.0,2.0,0.26130032539367676
36,26,15,1,0,1.0,1.0,3.0,12.0,1.0,0.3881378173828125
38,25,15,1,0,3.0,3.0,15.5,9.0,1.0,0.3813040256500244
40,28,13,1,0,2.0,2.0,2.5,12.0,1.0,0.4492781162261963
42,26,14,4,0,7.0,7.0,95.0,39.0,3.0,0.5502362251281738
44,24,14,1,0,2.0,2.0,2.5,11.0,1.0,0.5110247135162354
46,25,14,4,0,8.0,8.0,11.0,35.0,4.0,0.5302591323852539
48,24,15,5,0,10.0,10.0,22.0,50.0,4.0,0.5712680816650391
50,25,16,1,0,1.0,1.0,3.0,9.0,1.0,0.759735107421875
52,25,16,3,2,12.0,14.0,34.0,76.0,6.0,0.734990119934082
54,25,17,4,0,6.0,6.0,15.0,44.0,4.0,0.7411470413208008
56,25,17,0,0,0.0,0.0,0.0,0.0,0.0,0.6520290374755859
58,22,18,0,0,0.0,0.0,0.0,0.0,0.0,0.6063830852508545
60,24,18,1,0,2.0,2.0,7.0,10.0,1.0,0.6928019523620605
62,24,18,0,0,0.0,0.0,0.0,0.0,0.0,0.5968079566955566
64,22,17,0,0,0.0,0.0,0.0,0.0,0.0,0.42973780632019043
66,19,17,2,0,4.0,4.0,8.5,22.0,2.0,0.34674572944641113
68,18,17,1,0,3.0,3.0,10.5,10.0,1.0,0.33134007453918457
70,14,18,4,0,6.0,6.0,9.5,43.0,3.0,0.261303186416626
72,18,19,2,0,4.0,4.0,4.0,22.0,2.0,0.33984994888305664
74,19,18,7,0,12.0,12.0,31.0,75.0,6.0,0.3752479553222656
76,21,17,3,0,6.0,6.0,7.5,31.0,3.0,0.42833495140075684
78,21,16,2,0,4.0,4.0,4.5,21.0,2.0,0.3902871608734131
80,23,15,2,0,4.0,4.0,5.5,22.0,2.0,0.3662757873535156
82,22,15,1,0,2.0,2.0,7.0,13.0,1.0,0.3094000816345215
84,22,14,0,0,0.0,0.0,0.0,0.0,0.0,0.3239779472351074
86,21,14,0,0,0.0,0.0,0.0,0.0,0.0,0.3006300926208496
88,21,15,2,0,4.0,4.0,13.0,25.0,1.0,0.3183269500732422
90,20,15,0,0,0.0,0.0,0.0,0.0,0.0,0.29633069038391113
92,16,15,3,0,5.0,5.0,12.5,37.0,3.0,0.2302100658416748
94,13,16,4,0,10.0,10.0,16.0,51.0,4.0,0.20247387886047363
96,18,17,6,0,11.0,11.0,19.5,66.0,6.0,0.4544999599456787
98,15,18,0,0,0.0,0.0,0.0,0.0,0.0,0.27497172355651855
100,17,19,5,0,11.0,11.0,12.5,58.0,5.0,0.30202603340148926
102,20,16,2,0,4.0,4.0,4.0,21.0,2.0,0.45585203170776367
104,23,17,2,0,4.0,4.0,5.5,16.0,2.0,0.6379029750823975
106,25,18,5,0,12.0,12.0,18.5,50.0,5.0,0.8680610656738281
108,24,17,1,0,1.0,1.0,2.0,12.0,1.0,0.8136420249938965
110,27,17,0,0,0.0,0.0,0.0,0.0,0.0,1.157461166381836
112,28,17,0,0,0.0,0.0,0.0,0.0,0.0,1.202192783355713
114,30,18,2,1,6.0,8.2,14.5,48.0,4.0,1.5649242401123047
116,29,19,3,0,7.0,7.0,22.0,37.0,3.0,1.3441779613494873
118,27,19,0,0,0.0,0.0,0.0,0.0,0.0,0.9146511554718018
120,27,20,1,0,1.0,1.0,3.0,8.0,1.0,0.890789270401001
122,27,21,5,0,10.0,10.0,13.0,55.0,5.0,0.8861770629882812
124,27,21,1,1,4.0,4.8,14.5,38.0,3.0,0.9438159465789795
126,26,21,3,0,5.0,5.0,22.0,20.0,3.0,1.0516033172607422
128,27,21,1,0,2.0,2.0,1.5,13.0,1.0,1.0642402172088623
130,28,20,1,0,1.0,1.0,5.0,13.0,1.0,0.9372830390930176
132,30,20,0,0,0.0,0.0,0.0,0.0,0.0,0.955786943435669
134,28,20,2,0,5.0,5.0,8.5,19.0,2.0,1.2417716979980469
136,25,20,1,0,2.0,2.0,2.0,8.0,1.0,1.2530839443206787
138,22,20,0,0,0.0,0.0,0.0,0.0,0.0,0.9610292911529541
140,18,19,2,0,2.0,2.0,3.5,21.0,2.0,0.6198668479919434
142,20,19,1,0,1.0,1.0,3.5,9.0,1.0,0.7998766899108887
144,21,20,1,0,1.0,1.0,6.5,13.0,1.0,0.7906560897827148
146,22,18,1,0,3.0,3.0,3.0,7.0,1.0,0.6889431476593018
148,18,17,1,0,1.0,1.0,1.5,12.0,1.0,0.5224740505218506
150,14,18,2,0,4.0,4.0,8.5,22.0,2.0,0.2759890556335449
152,15,18,0,0,0.0,0.0,0.0,0.0,0.0,0.36992406845092773
154,16,18,2,0,2.0,2.0,6.0,22.0,2.0,0.3724968433380127
156,17,19,1,0,1.0,1.0,6.0,11.0,1.0,0.5179450511932373
158,16,19,2,0,4.0,4.0,9.5,19.0,2.0,0.38952183723449707
160,16,19,4,0,7.0,7.0,19.0,49.0,4.0,0.3727381229400635
162,17,19,0,0,0.0,0.0,0.0,0.0,0.0,0.3219928741455078
164,17,17,2,0,2.0,2.0,6.0,18.0,2.0,0.26456189155578613
166,19,18,0,0,0.0,0.0,0.0,0.0,0.0,0.36217284202575684
168,18,18,0,0,0.0,0.0,0.0,0.0,0.0,0.29996800422668457
170,20,17,1,0,2.0,2.0,3.5,12.0,1.0,0.3653891086578369
172,19,18,1,0,1.0,1.0,12.0,12.0,1.0,0.3383808135986328
174,19,16,0,0,0.0,0.0,0.0,0.0,0.0,0.3294041156768799
176,18,16,0,0,0.0,0.0,0.0,0.0,0.0,0.27606916427612305
178,15,16,2,0,2.0,2.0,9.5,26.0,2.0,0.2658379077911377
180,15,17,4,0,4.0,4.0,14.0,43.0,4.0,0.31084704399108887
182,19,18,3,0,7.0,7.0,7.5,33.0,3.0,0.4498789310455322
184,20,17,2,0,2.0,2.0,9.5,19.0,2.0,0.38739776611328125
186,20,16,0,0,0.0,0.0,0.0,0.0,0.0,0.41100287437438965
188,18,14,0,0,0.0,0.0,0.0,0.0,0.0,0.3163158893585205
190,22,13,4,0,6.0,6.0,24.0,44.0,4.0,0.38247013092041016
192,20,14,0,0,0.0,0.0,0.0,0.0,0.0,0.3483850955963135
194,21,15,5,1,10.0,10.8,17.0,70.0,7.0,0.4049077033996582
196,25,15,3,0,4.0,4.0,13.5,36.0,3.0,0.49346375465393066
198,26,15,2,0,3.0,3.0,6.0,21.0,2.0,0.5902159214019775
200,26,15,1,0,3.0,3.0,2.5,8.0,1.0,0.5999231338500977
202,27,15,3,0,6.0,6.0,6.0,31.0,2.0,0.569429874420166
204,27,16,1,0,3.0,3.0,6.0,9.0,1.0,0.6545748710632324
206,27,15,0,0,0.0,0.0,0.0,0.0,0.0,0.6928250789642334
208,27,15,2,0,2.0,2.0,5.5,20.0,2.0,0.5526871681213379
210,19,16,1,0,3.0,3.0,3.5,10.0,1.0,0.32117605209350586
212,18,16,0,0,0.0,0.0,0.0,0.0,0.0,0.2765960693359375
214,16,16,1,0,1.0,1.0,2.0,10.0,1.0,0.1723771095275879
216,14,16,2,0,5.0,5.0,5.0,17.0,2.0,0.15813994407653809
218,15,17,5,1,12.0,12.8,22.0,80.0,6.0,0.2652111053466797
220,15,16,0,0,0.0,0.0,0.0,0.0,0.0,0.24105596542358398
222,15,17,0,0,0.0,0.0,0.0,0.0,0.0,0.24794292449951172
224,14,18,1,0,2.0,2.0,6.5,10.0,1.0,0.2339799404144287
226,16,18,4,0,7.0,7.0,17.5,40.0,4.0,0.32357025146484375
228,17,16,0,0,0.0,0.0,0.0,0.0,0.0,0.32724618911743164
230,18,17,3,1,8.0,9.5,31.5,60.0,5.0,0.41852331161499023
232,17,18,1,0,1.0,1.0,4.5,13.0,1.0,0.3822307586669922
