Student ID,School,Class,Subjects,Time Required,Grades,Social Disadvantage,Accepts Group,Home Help,Equipment,Year,Not Enough Help at Home,Weak student,Critical Year,Matriculation,Registration Date,Leaving Date
0,School P3,B,"['Foreign Language', 'English', 'Physical Education']","[2, 4, 2]","[2, 4, 2]",1,True,1,0,5,1.0,0,0,N,36,49
1,School D5,D,"['Maths', 'Physical Education', 'Computer Science']","[1, 1, 1]","[4, 5, 2]",0,True,0,0,8,0.5,0,0,N,195,210
2,School N6,A,"['Foreign Language', 'History']","[1, 2]","[3, 2]",0,True,2,0,7,0.5,0,0,N,23,39
3,School B4,B,['Maths'],[3],[5],1,True,0,0,6,1.0,0,0,N,24,40
4,School T2,B,"['English', 'Science', 'Geography']","[2, 2, 3]","[2, 4, 3]",0,False,2,0,4,0.5,0,0,N,235,250
5,School S1,E,['English'],[1],[4],0,True,2,0,7,0.5,3,0,N,123,142
6,School P7,B,['Physical Education'],[2],[5],0,False,1,0,7,1.0,2,0,N,178,190
7,School F1,C,"['Maths', 'Art', 'Geography']","[4, 1, 4]","[5, 2, 4]",0,True,2,0,4,0.5,2,0,N,254,269
8,School Z4,D,"['History', 'Physical Education']","[3, 2]","[2, 5]",0,False,0,0,5,1.0,1,0,N,78,90
9,School N3,C,['Maths'],[2],[4],1,True,0,0,5,1.0,1,0,N,119,130
10,School Z5,C,"['English', 'History']","[1, 3]","[5, 5]",1,True,0,0,10,1.0,2,0,N,17,33
11,School K2,A,"['Physical Education', 'Maths']","[4, 2]","[3, 5]",3,True,1,0,7,0.5,0,0,N,278,292
12,School W6,B,['Physical Education'],[2],[1],0,False,1,0,10,3.0,3,0,N,119,134
13,School J2,E,['Science'],[4],[2],1,True,1,0,4,1.0,0,0,N,218,230
14,School U2,D,['Maths'],[1],[3],1,False,1,0,10,0.5,1,0,N,179,194
15,School G,D,"['Maths', 'Science', 'English']","[4, 1, 1]","[2, 3, 0]",0,False,2,0,10,1.5,2,0,N,174,190
16,School A,C,['English'],[4],[1],0,False,0,0,8,3.0,0,0,N,223,241
17,School C3,B,['Maths'],[1],[0],0,False,1,0,12,1.0,2,2,advanced,81,96
18,School A6,D,"['Physical Education', 'Maths', 'History', 'Foreign Language']","[2, 3, 2, 1]","[4, 1, 1, 0]",0,True,2,0,6,1.0,1,0,N,20,33
19,School O,E,['English'],[2],[2],2,False,1,0,11,1.0,1,1,basic,30,44
20,School N5,C,['English'],[1],[2],0,False,1,0,9,0.5,2,0,N,90,103
21,School A3,A,['History'],[2],[4],2,True,0,0,7,1.0,0,0,N,234,248
22,School D5,D,['Maths'],[1],[5],3,True,2,0,8,0.5,0,0,N,19,31
23,School Y5,C,"['History', 'Physical Education', 'Computer Science']","[2, 2, 2]","[3, 0, 5]",1,True,1,0,12,1.0,1,2,advanced,167,178
