Day,Available Students,Available Mentors,Individual Activities,Group Activities,Total Hours Allocated,Volume,Social Points,Preference Points,Students Involved,Execution Time
0,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.002421140670776367
1,2,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0025949478149414062
2,3,2,1,0,2.0,2.0,3.5,12.0,1.0,0.006935596466064453
3,4,2,0,0,0.0,0.0,0.0,0.0,0.0,0.007513761520385742
4,4,3,2,0,5.0,5.0,12.0,16.0,2.0,0.010402917861938477
5,5,3,0,0,0.0,0.0,0.0,0.0,0.0,0.010667085647583008
6,6,4,3,0,8.0,8.0,17.5,34.0,3.0,0.01598811149597168
7,6,4,0,0,0.0,0.0,0.0,0.0,0.0,0.014970064163208008
8,8,5,2,0,4.0,4.0,11.5,22.0,2.0,0.04856395721435547
9,9,5,0,0,0.0,0.0,0.0,0.0,0.0,0.03645801544189453
10,11,6,1,0,1.0,1.0,17.5,11.0,1.0,0.07565808296203613
11,10,6,0,0,0.0,0.0,0.0,0.0,0.0,0.05113697052001953
12,10,7,2,0,4.0,4.0,9.0,18.0,2.0,0.08682608604431152
13,10,7,0,0,0.0,0.0,0.0,0.0,0.0,0.08510994911193848
14,13,8,1,1,3.0,3.8,6.0,26.0,3.0,0.160996675491333
15,13,8,0,0,0.0,0.0,0.0,0.0,0.0,0.14025306701660156
16,14,9,0,0,0.0,0.0,0.0,0.0,0.0,0.18630623817443848
17,15,9,0,0,0.0,0.0,0.0,0.0,0.0,0.22641587257385254
18,17,10,2,0,3.0,3.0,14.0,24.0,2.0,0.31271791458129883
19,18,10,0,0,0.0,0.0,0.0,0.0,0.0,0.3910660743713379
20,18,11,0,0,0.0,0.0,0.0,0.0,0.0,0.37383389472961426
21,19,10,1,0,2.0,2.0,6.5,11.0,1.0,0.4319601058959961
22,18,11,1,0,2.0,2.0,6.0,11.0,1.0,0.43583202362060547
23,18,11,0,0,0.0,0.0,0.0,0.0,0.0,0.41673827171325684
24,18,12,1,0,1.0,1.0,11.5,12.0,1.0,0.5082187652587891
25,21,12,1,0,2.0,2.0,5.5,9.0,1.0,0.5889651775360107
26,22,13,1,0,1.0,1.0,7.0,13.0,1.0,0.638408899307251
27,22,13,0,0,0.0,0.0,0.0,0.0,0.0,0.6317160129547119
28,22,14,0,0,0.0,0.0,0.0,0.0,0.0,0.6731541156768799
29,22,14,0,0,0.0,0.0,0.0,0.0,0.0,0.5672080516815186
30,24,15,3,1,8.0,8.1,52.0,55.0,5.0,0.8425590991973877
31,24,15,0,0,0.0,0.0,0.0,0.0,0.0,0.8492820262908936
32,23,16,1,0,3.0,3.0,3.0,8.0,1.0,0.9379220008850098
33,21,16,0,0,0.0,0.0,0.0,0.0,0.0,0.657296895980835
34,19,16,0,0,0.0,0.0,0.0,0.0,0.0,0.6028828620910645
35,19,15,0,0,0.0,0.0,0.0,0.0,0.0,0.5647239685058594
36,20,16,1,0,3.0,3.0,5.5,10.0,1.0,0.7196531295776367
37,20,16,0,0,0.0,0.0,0.0,0.0,0.0,0.6505331993103027
38,19,16,0,0,0.0,0.0,0.0,0.0,0.0,0.6167960166931152
39,21,16,2,0,4.0,4.0,9.0,23.0,2.0,0.8327000141143799
40,21,16,2,0,4.0,4.0,6.0,25.0,2.0,0.8917839527130127
41,21,16,0,0,0.0,0.0,0.0,0.0,0.0,0.9753379821777344
42,20,17,0,0,0.0,0.0,0.0,0.0,0.0,1.0211730003356934
43,19,17,0,0,0.0,0.0,0.0,0.0,0.0,0.8223400115966797
44,20,17,2,0,4.0,4.0,20.0,26.0,2.0,0.8535528182983398
45,19,17,0,0,0.0,0.0,0.0,0.0,0.0,0.7616980075836182
46,17,18,2,0,3.0,3.0,5.5,25.0,2.0,0.5723750591278076
47,17,18,0,0,0.0,0.0,0.0,0.0,0.0,0.5591669082641602
48,17,18,0,0,0.0,0.0,0.0,0.0,0.0,0.5871298313140869
49,20,18,1,0,3.0,3.0,2.0,11.0,1.0,0.7985069751739502
50,20,18,2,0,5.0,5.0,5.0,26.0,2.0,0.8299403190612793
51,19,18,0,0,0.0,0.0,0.0,0.0,0.0,0.6413578987121582
52,19,19,1,0,1.0,1.0,8.5,11.0,1.0,0.7337391376495361
53,21,19,2,0,3.0,3.0,12.0,23.0,2.0,0.8906807899475098
54,21,20,3,0,3.0,3.0,18.0,29.0,3.0,0.9630532264709473
55,22,20,0,0,0.0,0.0,0.0,0.0,0.0,1.0351941585540771
56,22,20,1,0,2.0,2.0,3.0,11.0,1.0,0.9982271194458008
57,25,20,1,0,1.0,1.0,1.5,12.0,1.0,1.131011962890625
58,24,20,0,1,2.0,2.0999999999999996,7.5,25.0,2.0,1.017848253250122
59,23,20,0,0,0.0,0.0,0.0,0.0,0.0,0.946159839630127
60,26,18,3,0,6.0,6.0,5.5,33.0,3.0,1.1595377922058105
61,24,17,0,0,0.0,0.0,0.0,0.0,0.0,0.9563379287719727
62,24,18,3,0,5.0,5.0,20.0,37.0,3.0,0.951085090637207
63,24,17,0,0,0.0,0.0,0.0,0.0,0.0,0.8306598663330078
64,25,17,7,0,11.0,11.0,35.0,87.0,7.0,0.9473373889923096
65,25,16,0,0,0.0,0.0,0.0,0.0,0.0,0.9926531314849854
66,24,17,0,0,0.0,0.0,0.0,0.0,0.0,1.0249032974243164
67,22,17,0,0,0.0,0.0,0.0,0.0,0.0,0.7396018505096436
68,20,18,0,0,0.0,0.0,0.0,0.0,0.0,0.7128198146820068
69,23,16,1,0,2.0,2.0,9.0,9.0,1.0,0.8147330284118652
70,22,17,4,2,10.0,10.899999999999999,46.5,79.0,6.0,1.0914509296417236
71,22,17,0,0,0.0,0.0,0.0,0.0,0.0,0.9989712238311768
72,22,17,0,0,0.0,0.0,0.0,0.0,0.0,0.9432580471038818
73,23,17,0,0,0.0,0.0,0.0,0.0,0.0,1.1035008430480957
74,23,17,1,0,1.0,1.0,4.0,13.0,1.0,1.0742111206054688
75,25,16,0,0,0.0,0.0,0.0,0.0,0.0,1.2232799530029297
76,27,17,5,0,11.0,11.0,25.5,50.0,3.0,1.5759906768798828
77,24,17,0,0,0.0,0.0,0.0,0.0,0.0,1.1096022129058838
78,25,17,2,0,4.0,4.0,14.0,24.0,2.0,1.1540708541870117
79,24,16,0,0,0.0,0.0,0.0,0.0,0.0,0.9897909164428711
80,24,17,2,0,5.0,5.0,8.0,23.0,2.0,1.2041044235229492
81,24,17,1,0,1.0,1.0,4.5,8.0,1.0,1.318922996520996
82,23,18,2,0,5.0,5.0,15.0,25.0,2.0,1.0829191207885742
83,23,18,1,0,1.0,1.0,3.5,13.0,1.0,0.9964210987091064
84,22,19,1,0,3.0,3.0,4.5,12.0,1.0,0.9899981021881104
85,23,19,1,0,2.0,2.0,9.0,12.0,1.0,0.9829249382019043
86,25,19,1,0,1.0,1.0,2.5,13.0,1.0,1.1305773258209229
87,25,19,0,0,0.0,0.0,0.0,0.0,0.0,1.1412301063537598
88,25,19,0,0,0.0,0.0,0.0,0.0,0.0,1.0271780490875244
89,25,19,1,0,2.0,2.0,1.5,11.0,1.0,1.0185208320617676
90,23,20,0,0,0.0,0.0,0.0,0.0,0.0,0.6917297840118408
91,24,19,0,0,0.0,0.0,0.0,0.0,0.0,0.73826003074646
92,23,20,3,1,8.0,9.5,18.5,60.0,5.0,0.7961781024932861
93,23,18,0,0,0.0,0.0,0.0,0.0,0.0,0.63596510887146
94,25,19,1,0,2.0,2.0,9.0,10.0,1.0,0.8026092052459717
95,25,19,0,0,0.0,0.0,0.0,0.0,0.0,0.759127140045166
96,25,20,2,1,5.0,5.8,24.5,50.0,4.0,0.773338794708252
97,28,19,2,0,6.0,6.0,7.0,23.0,2.0,0.7732672691345215
