Day,Available Students,Available Mentors,Individual Activities,Group Activities,Total Hours Allocated,Volume,Social Points,Preference Points,Students Involved,Execution Time
0,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0033621788024902344
14,16,8,10,1,26.0,27.2,45.0,137.0,11.0,0.11329507827758789
28,22,11,9,0,18.0,18.0,44.0,110.0,8.0,0.16802477836608887
42,18,17,10,2,23.0,23.9,50.5,155.0,11.0,0.3801558017730713
56,15,15,7,0,13.0,13.0,36.0,78.0,7.0,0.22650718688964844
70,19,14,13,1,27.0,27.1,87.0,180.0,12.0,0.5088510513305664
84,16,15,10,0,18.0,18.0,34.5,108.0,7.0,0.29563426971435547
98,13,18,9,0,23.0,23.0,56.0,93.0,6.0,0.18644189834594727
112,17,14,18,0,32.0,32.0,88.0,210.0,15.0,0.20040392875671387
126,23,18,12,0,25.0,25.0,63.5,133.0,9.0,0.4714622497558594
140,14,19,14,1,25.0,25.8,63.0,149.0,9.0,0.27600789070129395
154,30,16,13,2,30.0,30.9,89.0,189.0,12.0,0.6189382076263428
168,18,17,13,0,24.0,24.0,54.5,140.0,7.0,0.3181450366973877
182,15,17,15,0,29.0,29.0,95.5,138.0,10.0,0.3199741840362549
196,16,16,13,0,25.0,25.0,85.0,152.0,10.0,0.24171209335327148
210,19,16,8,2,21.0,22.6,58.0,134.0,11.0,0.20358490943908691
224,19,18,9,1,18.0,18.1,83.5,112.0,9.0,0.37039899826049805
238,12,14,5,1,11.0,11.8,45.0,72.0,7.0,0.14837002754211426
252,14,16,9,2,19.0,19.9,66.5,138.0,10.0,0.29726624488830566
266,12,15,15,0,28.0,28.0,61.5,175.0,8.0,0.19724321365356445
280,20,14,11,0,19.0,19.0,18.5,116.0,7.0,0.2407970428466797
294,18,15,8,1,20.0,20.1,30.0,119.0,9.0,0.4102191925048828
