Day,Available Students,Available Mentors,Individual Activities,Group Activities,Total Hours Allocated,Volume,Social Points,Preference Points,Students Involved,Execution Time
0,2,1,2,0,5.0,5.0,4.0,15.0,1.0,0.007015228271484375
14,7,8,11,0,18.0,18.0,60.5,107.0,6.0,0.03815031051635742
28,15,14,10,0,18.0,18.0,30.5,118.0,8.0,0.1609179973602295
42,26,15,17,0,31.0,31.0,54.5,186.0,12.0,0.510228157043457
56,14,18,14,0,27.0,27.0,44.5,141.0,9.0,0.1901998519897461
70,21,18,19,1,37.0,38.2,89.5,231.0,14.0,0.5909082889556885
84,18,17,7,0,14.0,14.0,49.5,74.0,5.0,0.4002797603607178
98,17,17,16,1,38.0,38.8,59.5,188.0,11.0,0.3765699863433838
112,16,16,7,0,13.0,13.0,25.5,75.0,6.0,0.3024749755859375
126,11,15,9,0,13.0,13.0,37.0,93.0,8.0,0.0967111587524414
140,26,14,10,2,23.0,26.1,58.5,152.0,11.0,0.6158120632171631
154,24,16,9,4,24.0,28.6,68.5,183.0,12.0,0.5345878601074219
168,19,17,14,0,27.0,27.0,53.0,143.0,11.0,0.46076083183288574
182,18,16,7,0,14.0,14.0,34.0,75.0,6.0,0.3548421859741211
196,16,16,16,3,36.0,39.1,110.5,242.0,13.0,0.24660491943359375
210,24,16,12,0,19.0,19.0,58.0,135.0,10.0,0.3800821304321289
224,17,17,11,0,22.0,22.0,44.5,126.0,8.0,0.15138816833496094
238,18,15,9,0,17.0,17.0,24.5,98.0,7.0,0.280073881149292
252,19,14,11,1,22.0,22.1,52.0,151.0,9.0,0.26628589630126953
266,17,15,11,2,25.0,25.9,116.0,170.0,10.0,0.19048810005187988
280,19,16,12,2,24.0,24.9,56.5,173.0,10.0,0.5393233299255371
294,12,14,14,0,25.0,25.0,54.0,142.0,9.0,0.06835675239562988
