Day,Available Students,Available Mentors,Individual Activities,Group Activities,Total Hours Allocated,Volume,Social Points,Preference Points,Students Involved,Execution Time
0,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0034601688385009766
2,2,2,0,0,0.0,0.0,0.0,0.0,0.0,0.006799936294555664
4,6,3,1,0,1.0,1.0,2.0,12.0,1.0,0.016695737838745117
6,6,4,3,0,5.0,5.0,6.5,34.0,3.0,0.03642892837524414
8,9,5,3,0,6.0,6.0,10.0,33.0,3.0,0.03622007369995117
10,12,6,3,0,5.0,5.0,8.0,36.0,3.0,0.08183598518371582
12,12,7,2,0,5.0,5.0,6.0,25.0,2.0,0.06425309181213379
14,14,8,1,0,3.0,3.0,1.0,10.0,1.0,0.1255197525024414
16,17,9,3,0,3.0,3.0,18.0,30.0,3.0,0.14508962631225586
18,17,9,0,0,0.0,0.0,0.0,0.0,0.0,0.16152405738830566
20,21,10,6,0,9.0,9.0,38.5,63.0,5.0,0.21804094314575195
22,22,11,3,0,8.0,8.0,8.5,37.0,3.0,0.26209211349487305
24,24,12,1,0,3.0,3.0,11.0,10.0,1.0,0.2934846878051758
26,24,13,3,1,7.0,8.5,15.5,62.0,5.0,0.35922908782958984
28,24,14,0,0,0.0,0.0,0.0,0.0,0.0,0.2904038429260254
30,26,15,1,0,2.0,2.0,0.5,12.0,1.0,0.37390613555908203
32,23,16,1,0,2.0,2.0,3.0,13.0,1.0,0.25762510299682617
34,17,17,2,0,4.0,4.0,4.5,25.0,2.0,0.13420605659484863
36,19,16,3,0,4.0,4.0,38.0,25.0,3.0,0.15386700630187988
38,19,16,1,0,2.0,2.0,1.5,13.0,1.0,0.10962200164794922
40,16,17,2,0,2.0,2.0,10.5,24.0,2.0,0.1564159393310547
42,18,17,3,0,5.0,5.0,6.0,29.0,3.0,0.11239814758300781
44,19,18,4,0,7.0,7.0,21.5,45.0,4.0,0.18095993995666504
46,20,17,4,0,4.0,4.0,28.5,48.0,4.0,0.1635301113128662
48,23,16,2,0,3.0,3.0,9.5,24.0,2.0,0.16822290420532227
50,24,17,5,0,10.0,10.0,20.0,57.0,4.0,0.33136987686157227
52,25,18,1,0,1.0,1.0,3.0,8.0,1.0,0.43348002433776855
54,24,18,1,0,2.0,2.0,11.0,12.0,1.0,0.4765598773956299
56,26,19,3,0,5.0,5.0,13.5,31.0,3.0,0.5425760746002197
58,27,20,1,0,2.0,2.0,2.0,11.0,1.0,0.6067259311676025
60,26,20,0,0,0.0,0.0,0.0,0.0,0.0,0.4630460739135742
62,25,20,1,0,1.0,1.0,15.0,10.0,1.0,0.5537600517272949
64,24,19,4,0,8.0,8.0,13.0,39.0,4.0,0.5299639701843262
66,20,20,0,0,0.0,0.0,0.0,0.0,0.0,0.3858828544616699
68,19,20,0,0,0.0,0.0,0.0,0.0,0.0,0.3286411762237549
70,18,20,0,1,2.0,2.8,19.5,23.0,2.0,0.3038449287414551
72,16,19,1,0,1.0,1.0,4.5,10.0,1.0,0.24870777130126953
74,14,18,0,0,0.0,0.0,0.0,0.0,0.0,0.24268388748168945
76,14,16,4,0,7.0,7.0,21.5,47.0,4.0,0.2612752914428711
78,15,17,4,0,9.0,9.0,21.0,50.0,4.0,0.23207807540893555
80,15,16,3,0,4.0,4.0,-2.5,24.0,3.0,0.21259713172912598
82,17,16,1,0,1.0,1.0,1.5,13.0,1.0,0.2316579818725586
84,18,15,1,0,2.0,2.0,1.5,13.0,1.0,0.24843692779541016
86,15,16,0,0,0.0,0.0,0.0,0.0,0.0,0.18336987495422363
88,15,16,1,0,3.0,3.0,0.5,12.0,1.0,0.14589905738830566
90,14,15,0,0,0.0,0.0,0.0,0.0,0.0,0.1311178207397461
92,14,14,2,0,2.0,2.0,5.0,20.0,1.0,0.10869884490966797
94,15,14,1,0,1.0,1.0,3.0,13.0,1.0,0.12001514434814453
96,14,14,3,0,5.0,5.0,9.5,38.0,3.0,0.11289286613464355
98,14,15,0,0,0.0,0.0,0.0,0.0,0.0,0.1830601692199707
100,15,16,5,0,8.0,8.0,6.5,42.0,5.0,0.2574961185455322
102,16,17,1,0,1.0,1.0,0.5,12.0,1.0,0.29851222038269043
104,17,17,3,0,5.0,5.0,5.0,29.0,3.0,0.30039405822753906
106,18,17,2,1,6.0,6.8,25.5,46.0,4.0,0.30196666717529297
108,19,18,3,0,6.0,6.0,3.0,31.0,2.0,0.42328500747680664
110,19,17,1,0,1.0,1.0,2.5,11.0,1.0,0.3749089241027832
112,19,14,5,0,10.0,10.0,17.0,51.0,4.0,0.3040480613708496
114,18,15,0,0,0.0,0.0,0.0,0.0,0.0,0.3002438545227051
116,20,15,6,0,10.0,10.0,21.0,56.0,6.0,0.4427361488342285
118,20,16,0,0,0.0,0.0,0.0,0.0,0.0,0.4537038803100586
120,22,17,2,0,4.0,4.0,4.5,21.0,2.0,0.5629680156707764
122,25,18,5,0,11.0,11.0,24.0,48.0,5.0,0.8461871147155762
124,26,19,3,0,6.0,6.0,10.5,30.0,3.0,0.9400980472564697
126,28,19,3,0,5.0,5.0,17.0,37.0,3.0,1.0928723812103271
128,31,20,2,0,3.0,3.0,9.0,23.0,2.0,1.0605919361114502
130,32,20,1,0,1.0,1.0,1.5,9.0,1.0,1.1539099216461182
132,32,20,2,0,6.0,6.0,3.5,24.0,2.0,1.1315200328826904
134,31,20,0,0,0.0,0.0,0.0,0.0,0.0,1.2068772315979004
136,33,19,1,0,1.0,1.0,3.0,12.0,1.0,1.3644700050354004
138,31,20,2,1,7.0,8.2,18.0,41.0,4.0,1.0940310955047607
140,28,21,1,0,1.0,1.0,4.0,13.0,1.0,1.3219671249389648
142,26,22,0,0,0.0,0.0,0.0,0.0,0.0,1.1027939319610596
144,22,21,4,0,7.0,7.0,30.5,46.0,4.0,0.6596469879150391
146,20,20,0,0,0.0,0.0,0.0,0.0,0.0,0.4593369960784912
