Student ID,School,Class,Subjects,Time Required,Grades,Social Disadvantage,Accepts Group,Home Help,Equipment,Year,Not Enough Help at Home,Weak student,Critical Year,Matriculation,Registration Date,Leaving Date
0,School T6,B,"['Maths', 'Physical Education']","[3, 1]","[4, 0]",0,True,2,0,11,1.5,3,1,N,79,92
1,School T6,B,"['Maths', 'Physical Education', 'Economics', 'History']","[4, 2, 1, 1]","[4, 3, 3, 5]",0,True,0,0,11,0.5,1,1,N,244,259
2,School B,B,['English'],[2],[5],1,False,0,0,7,1.0,2,0,N,207,217
3,School D7,A,"['Physical Education', 'English', 'Foreign Language', 'Maths']","[1, 1, 1, 2]","[1, 0, 4, 2]",0,False,1,0,7,3.0,0,0,N,104,120
4,School J1,C,['Physical Education'],[3],[2],0,True,1,0,10,0.5,2,0,N,73,88
5,School R4,E,['English'],[2],[3],0,True,0,0,7,1.5,1,0,N,243,255
6,School G2,D,"['Physical Education', 'Maths']","[2, 3]","[2, 3]",3,True,0,0,7,0.5,0,0,N,273,285
7,School L2,B,['English'],[2],[2],0,True,2,0,9,2.0,1,0,N,65,73
8,School I,C,"['Science', 'Maths', 'Geography']","[2, 3, 2]","[2, 2, 0]",0,True,1,0,4,0.5,1,0,N,145,163
9,School L7,A,['Maths'],[1],[3],2,True,1,0,5,1.0,2,0,N,132,148
10,School H3,E,['Computer Science'],[1],[3],1,True,0,0,12,0.5,1,2,advanced,30,44
11,School P2,D,['Foreign Language'],[3],[4],0,False,1,0,7,0.5,1,0,N,94,109
12,School G2,D,"['Maths', 'Foreign Language', 'History', 'English']","[4, 3, 2, 3]","[3, 5, 1, 0]",0,True,2,0,7,0.5,3,0,N,220,234
13,School S3,A,"['English', 'Physical Education']","[1, 2]","[3, 2]",0,True,2,0,10,1.0,0,0,N,10,27
14,School X1,A,['Literature'],[1],[0],0,False,0,0,9,1.0,0,0,N,166,176
15,School W1,E,['Literature'],[3],[0],0,False,2,0,9,0.5,1,0,N,203,216
16,School G,B,['History'],[1],[0],0,True,0,0,10,0.5,0,0,N,138,151
17,School G2,A,"['Maths', 'Physical Education', 'English', 'Foreign Language']","[2, 1, 2, 1]","[5, 5, 2, 1]",1,False,0,0,7,0.5,1,0,N,199,212
18,School M6,B,"['Economics', 'Physical Education', 'History']","[1, 1, 1]","[4, 1, 2]",2,True,2,0,11,0.5,1,1,N,46,58
19,School A2,D,"['Maths', 'Art', 'English']","[1, 1, 2]","[4, 2, 3]",0,True,1,0,4,1.0,1,0,N,283,296
20,School X6,D,"['Maths', 'English']","[2, 2]","[0, 0]",0,True,1,0,8,0.5,1,0,N,279,290
21,School T6,A,['History'],[4],[5],0,False,2,0,9,0.5,0,0,N,162,180
22,School M6,E,['English'],[3],[5],0,False,2,0,7,1.0,0,0,N,166,180
23,School Z,D,"['Physical Education', 'Foreign Language']","[3, 1]","[0, 5]",0,False,0,0,6,0.5,0,0,N,249,263
24,School J,E,['Maths'],[2],[2],0,True,2,0,10,0.5,2,0,N,217,229
25,School Z1,D,"['History', 'Foreign Language', 'English']","[1, 1, 3]","[3, 3, 0]",2,False,1,0,7,0.5,0,0,N,88,103
26,School U5,C,"['Geography', 'Science']","[1, 4]","[3, 2]",0,True,2,0,4,2.0,0,0,N,243,259
27,School T3,D,['Foreign Language'],[4],[1],0,False,0,0,5,0.5,2,0,N,126,141
28,School K3,D,"['English', 'Foreign Language']","[1, 4]","[1, 2]",0,False,1,0,5,1.0,0,0,N,263,274
29,School K3,C,['Physical Education'],[1],[4],1,False,0,0,9,1.0,2,0,N,15,30
30,School Y5,C,['Maths'],[2],[3],1,True,0,0,12,1.0,1,2,advanced,133,146
31,School X3,B,['Foreign Language'],[1],[5],0,False,1,0,5,1.0,0,0,N,16,30
32,School G,B,['History'],[1],[0],0,True,2,0,10,1.0,1,0,N,166,181
33,School U3,A,['Maths'],[2],[0],0,True,2,0,12,0.5,0,2,advanced,65,77
34,School F3,C,['Literature'],[2],[3],0,True,1,0,9,0.5,3,0,N,172,187
35,School Y5,E,"['Maths', 'History']","[2, 1]","[4, 4]",2,False,2,0,8,0.5,1,0,N,65,82
36,School J7,C,['History'],[3],[1],3,True,1,0,6,0.5,1,0,N,44,61
37,School V1,E,"['Maths', 'Physical Education']","[2, 1]","[2, 0]",0,False,0,0,10,0.5,0,0,N,188,201
38,School R,E,['History'],[1],[0],0,False,1,0,8,0.5,2,0,N,289,300
39,School H1,A,['Physical Education'],[2],[0],3,True,0,0,8,0.5,0,0,N,80,92
40,School G2,D,"['Maths', 'History', 'Physical Education']","[4, 2, 3]","[2, 0, 2]",1,True,0,0,7,0.5,2,0,N,197,210
41,School E7,A,['English'],[4],[3],0,True,1,0,7,1.0,0,0,N,97,112
