Day,Available Students,Available Mentors,Individual Activities,Group Activities,Total Hours Allocated,Volume,Social Points,Preference Points,Students Involved,Execution Time
14,12,8,13,0,30.0,30.0,67.0,149.0,9.0,0.0792379379272461
28,20,15,11,0,21.0,21.0,84.0,126.0,10.0,0.2559230327606201
42,22,14,13,0,23.0,23.0,107.0,148.0,12.0,0.38439416885375977
56,15,16,13,0,27.0,27.0,82.5,143.0,10.0,0.20704317092895508
70,18,16,16,1,34.0,34.8,66.0,203.0,13.0,0.3483290672302246
84,20,15,9,2,17.0,17.6,77.5,144.0,8.0,0.36307406425476074
98,17,18,10,0,22.0,22.0,32.0,103.0,7.0,0.35921192169189453
112,16,17,4,0,8.0,8.0,24.5,42.0,4.0,0.35463571548461914
126,21,12,16,2,36.0,38.3,90.0,210.0,16.0,0.37627291679382324
140,24,15,11,1,22.0,23.5,75.5,140.0,9.0,0.5243537425994873
154,22,15,12,4,37.0,47.3,92.5,209.0,16.0,0.5765888690948486
168,16,17,8,0,15.0,15.0,16.0,91.0,7.0,0.42426490783691406
182,24,15,13,1,30.0,31.2,68.5,172.0,13.0,1.036517858505249
196,25,16,6,2,19.0,28.4,75.5,124.0,8.0,0.7784719467163086
210,16,14,8,0,13.0,13.0,37.0,96.0,7.0,0.2037801742553711
224,15,14,7,0,12.0,12.0,30.5,81.0,6.0,0.20524811744689941
238,17,15,8,1,15.0,15.8,36.5,107.0,7.0,0.3156123161315918
252,27,12,14,2,33.0,35.0,110.0,175.0,12.0,0.8392949104309082
266,20,15,10,1,23.0,23.8,51.0,116.0,10.0,0.5174891948699951
280,26,16,11,1,24.0,24.8,103.0,130.0,9.0,0.5832021236419678
294,16,16,14,0,24.0,24.0,114.5,152.0,13.0,0.23439478874206543
