Student ID,School,Class,Subjects,Time Required,Grades,Social Disadvantage,Accepts Group,Home Help,Equipment,Year,Not Enough Help at Home,Weak student,Critical Year,Matriculation,Registration Date,Leaving Date
0,School M7,E,['Maths'],[1],[3],0,False,1,0,10,1.5,1,0,N,108,125
1,School J,A,['Physical Education'],[4],[4],0,True,1,0,9,1.0,0,0,N,195,207
2,School S,C,['Physical Education'],[3],[2],0,False,2,0,8,1.0,1,0,N,274,285
3,School W,E,['English'],[1],[3],0,False,2,0,6,0.5,0,0,N,87,104
4,School L1,B,"['History', 'Physical Education', 'English', 'Foreign Language']","[4, 1, 2, 1]","[5, 2, 4, 4]",2,True,1,0,6,2.0,1,0,N,298,309
5,School H5,B,"['History', 'English']","[3, 1]","[2, 0]",0,True,0,0,7,0.5,2,0,N,29,44
6,School F5,E,"['History', 'Physical Education']","[2, 3]","[1, 3]",1,False,2,0,5,0.5,2,0,N,214,227
7,School B5,A,"['Computer Science', 'History']","[3, 3]","[3, 5]",0,True,0,0,8,0.5,0,0,N,63,79
8,School K4,B,['Foreign Language'],[1],[5],2,True,2,0,5,1.0,0,0,N,11,28
9,School Z5,B,"['English', 'Maths']","[3, 3]","[3, 0]",0,False,0,0,5,0.5,3,0,N,24,42
10,School V6,D,['History'],[2],[5],0,False,2,0,10,1.0,1,0,N,19,32
11,School I6,E,['Foreign Language'],[3],[2],0,True,1,0,7,1.5,2,0,N,138,153
12,School S7,A,"['Maths', 'Physical Education', 'English', 'Economics']","[1, 1, 2, 3]","[3, 0, 0, 2]",1,True,2,0,11,0.5,1,1,basic,59,74
13,School H3,E,"['Literature', 'Maths', 'English', 'Physical Education']","[3, 1, 3, 3]","[5, 3, 0, 5]",0,True,2,0,9,0.5,1,0,N,32,45
14,School C7,D,['Maths'],[2],[4],1,True,0,0,8,0.5,2,0,N,1,14
15,School D5,C,['History'],[3],[3],0,False,2,0,12,1.0,1,2,advanced,48,65
16,School P4,C,['Foreign Language'],[1],[2],0,True,0,0,5,0.5,0,0,N,44,58
17,School P5,A,['Maths'],[3],[3],1,True,2,0,10,2.0,1,0,N,281,294
18,School O7,D,"['English', 'Art', 'Maths']","[2, 3, 4]","[2, 0, 2]",0,True,2,0,4,0.5,0,0,N,275,289
19,School B3,E,"['Physical Education', 'Foreign Language', 'Maths']","[1, 2, 3]","[3, 1, 4]",2,False,2,0,7,0.5,1,0,N,212,225
20,School V3,B,"['Maths', 'Foreign Language']","[1, 1]","[4, 3]",2,True,1,0,6,1.0,1,0,N,152,169
21,School S3,D,['Computer Science'],[3],[1],1,False,0,0,12,0.5,0,2,advanced,135,151
22,School I1,A,['Physical Education'],[3],[1],0,False,1,0,7,0.5,1,0,N,116,129
23,School F4,B,"['Computer Science', 'Maths', 'Physical Education']","[3, 2, 2]","[5, 1, 2]",0,False,2,0,8,0.5,0,0,N,126,141
24,School A6,B,"['Maths', 'English']","[2, 3]","[3, 2]",1,False,0,0,12,1.5,1,2,advanced,207,222
25,School M2,E,"['Maths', 'Economics']","[3, 2]","[4, 3]",0,True,2,0,11,0.5,0,1,basic,148,160
26,School U2,E,['Science'],[2],[4],0,True,2,0,10,1.5,2,0,N,3,16
27,School N4,B,"['History', 'Maths']","[1, 1]","[4, 3]",0,True,2,0,7,0.5,0,0,N,128,141
28,School R1,B,['Foreign Language'],[3],[3],0,True,2,0,7,0.5,2,0,N,137,150
29,School O,A,['History'],[4],[3],0,True,2,0,5,0.5,3,0,N,96,108
30,School R7,E,"['English', 'Maths']","[3, 2]","[2, 5]",0,True,1,0,10,1.5,2,0,N,223,238
31,School H6,B,['English'],[2],[4],0,False,2,0,8,3.0,1,0,N,100,116
32,School A6,E,"['Geography', 'Maths']","[2, 1]","[0, 1]",0,True,0,0,4,1.5,1,0,N,267,282
33,School M7,C,['Physical Education'],[1],[0],0,True,0,0,12,0.5,0,2,advanced,210,220
34,School F7,B,"['Art', 'Maths']","[4, 2]","[1, 4]",0,False,1,0,4,0.5,0,0,N,208,218
35,School L5,D,['Maths'],[4],[5],0,True,0,0,4,0.5,0,0,N,8,22
36,School R1,B,"['History', 'Foreign Language']","[1, 3]","[1, 4]",1,True,2,0,7,1.0,0,0,N,8,22
37,School B7,C,"['Science', 'Geography']","[2, 1]","[1, 3]",3,False,2,0,4,0.5,1,0,N,32,46
38,School D4,A,['History'],[3],[2],0,True,0,0,10,0.5,0,0,N,154,167
39,School M,E,['Foreign Language'],[2],[2],2,True,1,0,5,1.0,0,0,N,271,287
40,School P6,A,"['Maths', 'History']","[4, 2]","[4, 2]",0,False,0,0,6,0.5,1,0,N,159,171
41,School P5,A,"['History', 'Maths']","[3, 2]","[3, 4]",0,True,1,0,10,1.0,0,0,N,72,89
42,School Q3,B,"['Science', 'Art', 'English', 'Maths']","[2, 2, 2, 3]","[5, 4, 4, 0]",0,True,0,0,4,0.5,0,0,N,131,143
