Mentor ID,Subjects,Max Group Capacity per Subject,Social Disadvantage Preference,Accepts Group,Time Capacity,Social Index,Student Year Preference,Social Preference,GPM,GPM_PM,GPM_SM,GPM_WM
0,"['Science', 'Computer Science', 'Music']","[2, 2, 3]",1,True,1,1,1,1,N,0,1,0.0
1,"['Geography', 'Literature', 'Physics']","[3, 2, 4]",3,True,5,1,N,3,M,1,0,3.0
2,"['Art', 'Geography', 'Maths']","[2, 3, 2]",1,True,2,0,N,1,N,0,1,0.0
3,"['Geography', 'Computer Science', 'Literature']","[4, 3, 4]",3,True,2,1,N,3,N,0,1,0.0
4,"['Literature', 'Geography']","[3, 5]",0,True,3,1,N,0,N,0,1,0.0
5,['Foreign Language'],[4],3,True,10,0,N,3,N,0,1,0.0
6,"['Physical Education', 'Literature', 'English']","[4, 5, 3]",3,True,3,1,N,3,N,0,1,0.0
7,"['Foreign Language', 'Maths']","[3, 5]",3,True,1,1,N,3,N,0,1,0.0
8,"['Maths', 'Literature', 'Geography', 'History']","[2, 4, 2, 5]",1,True,9,3,N,3,N,0,1,0.0
9,['Geography'],[2],1,True,4,0,N,1,N,0,1,0.0
10,"['Science', 'Maths', 'English']","[4, 2, 3]",0,True,6,1,N,1,N,0,1,0.0
11,['Music'],[2],0,True,2,0,1,1,M,1,0,3.0
12,"['Biology', 'Geography', 'English']","[4, 3, 2]",0,True,1,0,2,3,N,0,1,0.0
13,['Science'],[5],0,True,2,0,N,1,W,1,3,1.5
14,"['Biology', 'Science', 'Maths']","[4, 5, 5]",3,True,3,0,N,1,M,1,0,3.0
15,['Literature'],[2],0,True,6,1,N,3,N,0,1,0.0
16,"['Art', 'English', 'Chemistry', 'History']","[5, 2, 2, 5]",0,True,10,0,1,0,N,0,1,0.0
17,['Economics'],[3],1,True,2,3,1,0,N,0,1,0.0
18,"['Computer Science', 'History', 'Science']","[4, 4, 3]",1,True,1,0,N,0,N,0,1,0.0
19,"['Computer Science', 'Physical Education', 'Literature']","[4, 3, 3]",1,True,5,1,N,0,N,0,1,0.0
20,['Music'],[5],0,True,1,0,N,3,N,0,1,0.0
21,['Science'],[5],1,True,3,1,N,1,N,0,1,0.0
22,"['Science', 'Physics', 'Physical Education']","[3, 5, 4]",1,True,6,1,N,3,N,0,1,0.0
23,"['Chemistry', 'Biology', 'Science']","[3, 5, 3]",3,True,4,0,N,0,N,0,1,0.0
24,"['Maths', 'Foreign Language']","[3, 4]",3,True,5,1,N,3,N,0,1,0.0
25,"['Chemistry', 'Computer Science', 'Physics']","[2, 4, 4]",3,True,4,1,N,3,N,0,1,0.0
26,"['Economics', 'Physical Education']","[2, 4]",0,True,6,0,N,3,N,0,1,0.0
27,"['Literature', 'Physics']","[5, 5]",1,True,2,3,1,3,N,0,1,0.0
28,"['Computer Science', 'Physical Education', 'Geography', 'Maths']","[3, 2, 2, 5]",3,True,6,0,2,3,N,0,1,0.0
29,"['Art', 'Economics']","[4, 4]",1,True,1,1,N,1,N,0,1,0.0
30,['English'],[4],1,True,2,1,1,3,N,0,1,0.0
31,"['Chemistry', 'Physics', 'Music', 'Maths']","[2, 2, 4, 5]",3,True,6,0,N,1,N,0,1,0.0
32,"['History', 'English']","[2, 4]",3,True,5,0,1,1,N,0,1,0.0
33,"['Art', 'English', 'Computer Science']","[4, 5, 3]",1,True,3,1,N,1,N,0,1,0.0
34,"['Music', 'Art']","[5, 5]",0,True,2,1,N,1,N,0,1,0.0
35,"['Science', 'Chemistry', 'Computer Science']","[2, 2, 5]",0,True,3,3,N,3,N,0,1,0.0
36,"['Chemistry', 'English', 'Music']","[4, 4, 5]",3,True,9,1,2,3,N,0,1,0.0
37,['Art'],[3],3,True,4,0,1,0,N,0,1,0.0
38,['Chemistry'],[2],3,True,2,1,1,3,M,1,0,3.0
39,"['Chemistry', 'Physical Education']","[3, 4]",0,True,2,0,N,0,N,0,1,0.0
40,"['Literature', 'Physics', 'Geography', 'History']","[5, 2, 2, 4]",3,True,5,3,1,1,N,0,1,0.0
41,"['Physical Education', 'Foreign Language']","[4, 3]",3,True,1,1,N,1,W,1,3,1.5
42,"['Literature', 'Foreign Language', 'English']","[4, 2, 3]",1,True,1,0,N,1,N,0,1,0.0
43,"['Physics', 'Chemistry']","[5, 3]",1,True,3,3,N,3,W,1,3,1.5
44,"['Art', 'Geography']","[5, 3]",1,True,7,0,N,3,N,0,1,0.0
45,"['Chemistry', 'Foreign Language', 'Physical Education']","[3, 2, 3]",3,True,6,1,1,1,N,0,1,0.0
46,"['Music', 'Economics']","[2, 2]",3,True,7,0,1,0,N,0,1,0.0
47,"['Science', 'Computer Science']","[4, 2]",0,True,2,0,1,0,N,0,1,0.0
48,"['Economics', 'Science']","[5, 3]",1,True,2,0,1,3,N,0,1,0.0
49,"['English', 'Economics', 'Biology']","[4, 3, 4]",1,True,6,0,N,0,N,0,1,0.0
50,"['Physics', 'Biology']","[2, 3]",3,True,3,0,N,3,N,0,1,0.0
51,"['History', 'English']","[2, 4]",1,True,6,1,N,1,N,0,1,0.0
52,"['History', 'Computer Science', 'English', 'Physical Education']","[4, 5, 4, 3]",3,True,10,0,2,0,N,0,1,0.0
53,"['Physical Education', 'History', 'Art']","[5, 4, 5]",1,True,6,0,2,1,N,0,1,0.0
54,"['History', 'Biology', 'Computer Science']","[5, 4, 3]",0,True,1,0,N,0,S,1,0,4.5
55,['Literature'],[3],0,True,3,1,1,1,W,1,3,1.5
56,"['Geography', 'Art']","[2, 5]",0,True,4,1,1,0,N,0,1,0.0
57,"['Art', 'Physics', 'Maths', 'Science']","[5, 3, 5, 4]",1,True,4,1,N,0,N,0,1,0.0
